L2_orth,L2_ipa,L2_gloss,L2_etym
A,,"The first letter of the Fijian alphabet, written in the Latin script.",
Aferika,,Africa (a continent),
alewa,,"a female (also, yalewa)",
alewa,,female,
Amerika,,America (a continent),
ate,,Obsolete spelling of yate,
au,,"I (personal pronoun), me (direct object of a verb),",
aua,,hour,
basikeli,,a bicycle,
bati,,tooth,
bebe,,butterfly,
beka,,bat (flying mammal),
bese,,"to refuse, to dislike",
bogi,,night,
boto,,frog,
buke,,"hill (elevated location), mound on which yam is planted",
bula,,"hello!, cheers!",
bula,,"to live, to exist",
bula,,"life, existence",
buli,,cowrie shell,
c,/ð/,"The third letter of the Fijian alphabet, written in the Latin script.",
ca,,"bad, evil, base, vile",
ca,,badness,
caga,,"a measurement based on the hand, a span",
cagi,/ðaŋi/,wind,
caka,,"to do, to make
Synonym: vala, valata, valavala",
caka,,"(intransitive) to work, to labor",
caka,,"deed, doing, work, action",
cake,,up,
cala,/ðala/,"error, guilt, fault, disgrace, fallacy, transgression",
cala,/ðala/,"wrong, erroneous, faulty, culpable, guilty",
cala,/ðala/,"amiss, astray",
cala,/ðala/,"to err, deviate",
cata,,"to hate, loathe, detest",
cava,,what,
ceva,,south (wind),
cina,/ˈðina/,torch,
ciwa,,nine,
ciwasagavulu,,ninety,
co,,grass,
cola,/ˈðola/,carry (on the shoulders),
d,/ⁿd/,"The fourth letter of the Fijian alphabet, written in the Latin script.",
daku,,(anatomy) back,
dali,,"rope (thick, strong string)",
dalo,,taro,
damu,,red,
digo,,to inspect,
dina,,truth,
dina,,true,
dina,,to believe,
dio,,oyster (mollusk),
dogo,,mangrove (tree or shrub),
dolo,,"(intransitive) to creep, to crawl (used to refer to creatures without legs)",
dolo,,"(transitive) to creep to, on or over",
dovu,,sugar cane (species of grass whose sap is a source,
drau,,leaf (part of a plant),
drau,,hundred,
drau,,hundred,
drodrolagi,,rainbow,
dua,,one,
duna,,eel,
duru,,knee,
duva,,a root used to poison fish,
Epereli,,April,
Esia,,Asia (a continent),
fika,,mathematics,
ga,/ŋaː/,only,
ga,/ŋaː/,but,
ga,/ŋaː/,duck,
gata,,"snake, serpent",
gone,,child,
ia,,but,
ibe,,mat,
ika,,fish (vertebrate animal),
iko,,second person singular; you,
ira,,they (five or more),
iri,,fan (device),
iri,,to fan,
Iurope,,Europe (a continent),
Jaina,,China (a country in Asia),
Jamani,,Germany (a country in Europe),
Janueri,,January,
Japani,,Japan (a country in Asia),
Jiulai,,July,
June,,June,
kabu,,fog (cloud that forms at a low altitude and obscures,
kahalauaola,,"little island
Kahalauaola Majakopulu Hawaiappapa Noakoamuna Pulauapo Likiasala Wapomakii Opuappa Umpaula Oui. (Translation: ""The tooth of the great white shark which broke off and fell in the ocean to become this little dry fishing island where nobody lives.)",
kaivalagi,,"Someone ""from the land of the foreigners"", usually referring to a Caucasian from the United States, European or Australasian.",
kaiviti,,"Aboriginal Fijian, indigenous Fijian",
kana,,to eat (consume),
kana,,meal,
kani,,to eat (consume) (clarification of this definition,
kari,,scrape,
kau,,"tree, wood, stick",
kaya,,"to answer, to respond",
keke,,cake,cake
keli,,Obsolete spelling of keri (“to dig”),
keri,,to dig (to move hard-packed earth out of the way),
ki,,"to, for, towards (used for common nouns and names of places)",
kibo,,"to disappear, to vanish",
kila,,wild animal,
kila,,to know,
kila,,to know,
kina,,"therein, herein",
kino,,"to disappear, to vanish (underground) (used for spirits)",
kino,,"to refrain (from sneezing, hiccupping, or crying)",
