L2_orth,L2_ipa,L2_gloss,L2_etym
b-քվարկ,,bottom quark,
c-քվարկ,,charm quark,
d-քվարկ,,down quark,
s-քվարկ,,strange quark,
t-քվարկ,,top quark,
u-քվարկ,,up quark,
Ա,[ɑ],"capital form of ա (a), the first letter of the Armenian alphabet. Transliterated as A.",
Ա,[ɑ],1 in the system of Armenian numerals,
ա,[ɑ],"The first letter of the Armenian alphabet, called այբ",
ա,[ɑ],"(dialectal, colloquial) Alternative form of է (ē),",
ա,[ɑ],"ah, oh (used to express emotions such as surprise,",
ա,[ɑ],"(dialectal, colloquial) Alternative form of է (ē),",
ա,[ɑ],"ah, oh (used to express emotions such as surprise,",
ա,[ɑ],"ah, oh (used to express emotions such as surprise,",
-ա-,,"an agglutinating interfix, ‎գետ (get, “river”) + ‎-ա-",
ԱԱ,[ɑˈ.ɑ],"Initialism of ազգային անվտանգություն (azgayin anvtangutʿyun, “national security”).",
ԱԱԱԿ,[ɑ.ɑˈ.ɑk],"Initialism of Ադրբեջանի ազգային անկախության կուսակցություն (Adrbeǰani azgayin ankaxutʿyan kusakcʿutʿyun, “Azerbaijan National Independence Party”).",
ԱԱԲ,[ɑ.ɑˈbə],Initialism of Ագրոարդյունաբերական բանկ (Agroardyunaberakan bank).,
ԱԱԳ,[ɑ.ɑˈɡə],"Initialism of ազատ առեւտրի գոտի (azat aṙewtri goti, “FTA”).",
ԱԱԳԽ,[ɑ.ɑɡəˈχə],"Initialism of Ազգային անվտանգության գերագույն խորհուրդ (Azgayin anvtangutʿyan geraguyn xorhurd, “Supreme National Security Council (of Iran)”).",
ԱԱԻ,[ɑ.ɑˈi],"Initialism of Առողջապահության ազգային ինստիտուտ (Aṙołǰapahutʿyan azgayin institut, “National Institute of Health, NIH”).",
ԱԱԽ,[ɑ.ɑˈχə],"Initialism of Ազգային անվտանգության խորհուրդ (Azgayin anvtangutʿyan xorhurd, “National Security Council, NSC”).",
ԱԱԾ,[ɑ.ɑˈt͡sə],"Initialism of Ազգային անվտանգության ծառայություն (Azgayin anvtangutʿyan caṙayutʿyun, “National Security Service”).",
ԱԱԿ,[ɑ.ɑˈkə],"Initialism of Ադրբեջանի անկախության կուսակցություն (Adrbeǰani ankaxutʿyan kusakcʿutʿyun, “Azerbaijan Independence Party”).",
ԱԱԿ,[ɑ.ɑˈkə],"Initialism of անդրազգային կորպորացիա (andrazgayin korporacʿia, “transnational corporation, TNC”).",
ԱԱՀ,[ɑ.ɑˈhə],"Initialism of ավելացված արժեքի հարկ (avelacʿvac aržekʿi hark, “VAT”).",
ԱԱՀՀԻ,[ɑ.ɑhəhəˈi],"Initialism of Ազգային անվտանգության հարցերի հրեական ինստիտուտ (Azgayin anvtangutʿyan harcʿeri hreakan institut, “Jewish Institute for National Security Affairs, JINSA”).",
ԱԱՆ,[ɑ.ɑˈnə],"Initialism of Ազգային անվտանգության նախարարություն (Azgayin anvtangutʿyan naxararutʿyun, “National Security Ministry”).",
ԱԱՊ,[ɑ.ɑˈpə],"Initialism of Առեւտրարդյունաբերական պալատ (Aṙewtrardyunaberakan palat, “Chamber of Commerce and Industry”).",
ԱԱՊ,[ɑ.ɑˈpə],"Initialism of առողջության առաջնային պահպանում (aṙołǰutʿyan aṙaǰnayin pahpanum, “primary healthcare”).",
ԱԱՊԲ,[ɑ.ɑpəˈbə],"Initialism of առողջության առաջնային պահպանման բարեփոխումներ (aṙołǰutʿyan aṙaǰnayin pahpanman barepʿoxumner, “Primary Healthcare Reform (USAID program)”).",
ԱԱՊՎ,[ɑ.ɑpəˈvə],"Initialism of Ազգային անվտանգության պետական վարչություն (Azgayin anvtangutʿyan petakan varčʿutʿyun, “State Department of National Security”).",
ԱԱՌ,[ɑ.ɑˈrə],"Initialism of Ազգային անվտանգության ռազմավարություն (Azgayin anvtangutʿyan ṙazmavarutʿyun, “State Security Strategy”).",
Աարե,[ɑ․ɑˈɾɛ],Aare,
աբա,[ɑˈbɑ],"aba (coarse fabric woven from goat and camel hair),",
աբա,[ɑˈbɑ],Synonym of ապա (apa),
աբա,[ɑˈbɑ],Synonym of ապա (apa),
Աբադան,[ɑbɑˈdɑn],Abadan (a city in Iran),
աբալովկա,[ɑbɑlɔfˈkɑ],"(colloquial, proscribed) formwork (temporary or permanent",
Աբական,[ɑbɑˈkɑn],"Abakan (a city in Russia), Abakan (a river in Russia)",
Աբայ,[ɑˈbɑj],Abbay,
աբանոս,[ɑbɑˈnɔs],Rare form of եբենոս (ebenos).,
Աբաջյան,[ɑbɑd͡ʒˈjɑn],"An occupational surname​, Abajyan, Abajian",
Աբաս,[ɑˈbɑs],"A male given name, Abas.",
աբասանոց,[ɑbɑsɑˈnɔt͡sʰ],a coin having face value of one աբասի (abasi),
աբասանոց,[ɑbɑsɑˈnɔt͡sʰ],costing one աբասի (abasi),
Աբասթուման,[ɑbɑstʰuˈmɑn],Abastumani (a town in Georgia),
աբասի,[ɑbɑˈsi],"(historical) abbasi (silver coin in Persia), (historical)",
-աբար,,Alternative form of -բար (-bar),
Աբարան,[ɑbɑˈɾɑn],(colloquial) Alternative form of Ապարան (Aparan),
աբարանցի,[ɑbɑɾɑnˈt͡sʰi],(colloquial) Alternative form of ապարանցի (aparancʿi),
աբբա,[ɑˈbːɑ],abbot,
աբբահայր,[ɑbːɑˈhɑjɾ],abbot,
աբբայական,[ɑbːɑjɑˈkɑn],abbatial,
աբբայարան,[ɑbːɑjɑˈɾɑn],abbey (building),
աբբայություն,[ɑbːɑjuˈt͡sʰjun],"abbey (monastery headed by an abbot), abbey (the building",
աբբայուհի,[ɑbːɑjuˈhi],abbess,
Աբգար,[ɑbˈɡɑɾ],"A male given name, Abgar",
աբեթ,[ɑˈbɛtʰ],"tinder, amadou (usually made of mushroom, charred linen,",
աբեթասունկ,[ɑbɛtʰɑˈsuŋk],Any of various fungi of the obsolete order Aphyllophorales,
աբեթենի,[ɑbɛtʰɛˈni],Synonym of աբեթասունկ (abetʿasunk),
Աբել,[ɑˈbɛl],Abel,
աբեղա,[ɑbɛˈʁɑ],"abegha, (figuratively) hermit, recluse",
աբեղաթող,[ɑbɛʁɑˈtʰɔʁ],(dated) a temporary relief from monastic rules granted,
աբեղախոտ,[ɑbɛʁɑˈχɔt],"woundwort, hedge nettle (Stachys)",
աբեղաձագ,[ɑbɛʁɑˈd͡zɑkʰ],crested lark (Galerida cristata),
աբեղայական,[ɑbɛʁɑjɑˈkɑn],of or pertaining to an abegha,
աբեղայակերպ,[ɑbɛʁɑjɑˈkɛɾp],like an abegha,
աբեղայակերպ,[ɑbɛʁɑjɑˈkɛɾp],in the manner of an abegha,
աբեղայություն,[ɑbɛʁɑjuˈt͡sʰjun],"(ecclesiastical) ""abeghahood"" (the condition of being",
աբեղացու,[ɑbɛʁɑˈt͡sʰu],(ecclesiastical) abegha candidate (one preparing to,
աբեղուկ,[ɑbɛˈʁuk],crested lark (Galerida cristata),
Աբերդին,[ɑbɛɾˈdin],Aberdeen (a city in Scotland),
Աբիջան,[ɑbiˈd͡ʒɑn],Abidjan (the capital city of Ivory Coast),
Աբիսողոմ,[ɑbisɔˈʁɔm],(biblical) Absalom,
աբխազ,[ɑpʰˈχɑz],"Abkhaz, Abkhazian (person)",
աբխազական,[ɑpʰχɑzɑˈkɑn],Abkhazian,
աբխազերեն,[ɑpʰχɑzɛˈɾɛn],Abkhaz (language),
աբխազերեն,[ɑpʰχɑzɛˈɾɛn],in Abkhaz,
աբխազերեն,[ɑpʰχɑzɛˈɾɛn],Abkhaz (of or pertaining to the language),
Աբխազիա,[ɑpʰˈχɑzjɑ],Abkhazia,
Աբո,,Diminutive of Ալբերտ (Albert),
Աբո,,Åbo,
Աբո,,Åbo,
աբոլիցիոնիզմ,[ɑbɔlit͡sʰiɔˈnizm],abolitionism,
աբոնեմենտ,[ɑbɔnɛˈmɛnt],"subscription; season ticket, Synonym: բաժանորդագիր",
աբոնեմենտային,[ɑbɔnɛmɛntɑˈjin],of or relating to subscription; subscriptive,
աբոնենտ,[ɑbɔˈnɛnt],subscriber,
աբորտ,[ɑˈbɔɾt],"abortion, աբորտ անել — to have an abortion",
աբսոլյուտ,[ɑpʰsɔlˈjut],"(colloquial) absolute, Synonym: բացարձակ (bacʿarjak)",
աբսոլյուտիզմ,[ɑbsɔljuˈtizm],(political science) absolutism,
աբսորբել,[ɑpʰsɔɾˈbɛl],to absorb,
աբստրակտ,[ɑpʰstˈɾɑkt],abstract,
աբսուրդ,[ɑpʰˈsuɾd],"absurdity, nonsense, Synonym: անհեթեթություն (anhetʿetʿutʿyun)",
աբսուրդ,[ɑpʰˈsuɾd],"absurd, Synonym: անհեթեթ (anhetʿetʿ)",
Աբրահամ,[ɑbɾɑˈhɑm],"(biblical) Abraham, A male given name.",
Աբրուցցո,[ɑbˈɾut͡sʰːɔ],Abruzzo (a region of Italy),
Աբուջա,[ɑˈbud͡ʒɑ],Abuja (the capital city of Nigeria),
աբուռ,[ɑˈbur],"(dialectal) shame, embarrassment",
Աբքայք,[ɑpʰˈkʰɑjkʰ],Abqaiq,
Ագա,[ɑˈɡɑ],Aga (river),
ագաթ,[ɑˈɡɑtʰ],"agate, Synonym: (dialectal) աղեղ (ałeł)",
ագահ,[ɑˈɡɑh],"avaricious, covetous, greedy, gluttonous, insatiable,",
ագահաբար,[ɑɡɑhɑˈbɑɾ],"greedily, avidly, eagerly",
ագահորեն,[ɑɡɑhɔˈɾɛn],"avariciously, covetously, greedily, gluttonously, insatiably,",
ագահություն,[ɑɡɑhuˈt͡sʰjun],"greed, avarice",
Ագամեմնոն,[ɑɡɑmɛmˈnɔn],(Greek mythology) Agamemnon,
Ագանյա,[ɑˈɡɑnjɑ],Hagåtña,
ագատ,[ɑˈɡɑt],Alternative form of ագաթ (agatʿ),
Ագարակ,[ɑɡɑˈɾɑk],Agarak (town in Syunik),
