L2_orth,L2_ipa,L2_gloss,L2_etym
ahu,,dog (animal),
amu,,root,
ana,,child,
anda,,road,
awang,,sky,
bulu,,(intransitive) to be empty,
bunggah,,(transitive) to open,
butuh,,(transitive) to pull out,
báhi,,"(physics, chemistry, metallurgy) iron (element)",
-da,,third person plural genitive enclitic,
da-,,third person plural nominative proclitic,
dànggit,,(intransitive) to be short,
-ha,,third person plural accusative enclitic,
hadang,,(intransitive) to stand up,
hambati,,(intransitive) to be painful,
hangàtar,,(intransitive) to be amazed,
hawurung,,(intransitive) to fly,
hilu,,exchange,
himbu,,"(transitive) to search for, look for",
hinggil,,(intransitive) to be exceptional,
hàha,,(transitive) to stamp down,
hàmu,,(intransitive) to be good,
hī,,to cry,
i-,,Alternative form of mi-,
ili,,(intransitive) to be clean,
ina,,"mother (female (human) who parents a child, gives birth",
jangga,,(intransitive) to be high,
jàka,,"if
Pahilu-ya jàka na-ruhak!Exchange it if it is broken!",
-ka,,first person singular accusative enclitic,
-ka,,"perfective aspect enclitic
Na-mutung-ka.It burned down.",
kababa,,(intransitive) to be short,
kabu,,(intransitive) to be crushed,
-kai,,Alternative form of -kami,
-kama,,first person plural exclusive accusative enclitic,
-kami,,second person plural accusative enclitic,
kanjilit,,(intransitive) to be trapped,
karu,,sack,
katuda,,(intransitive) to sleep,
-kau,,second person singular accusative enclitic,
kawini,,woman,
kawirak,,(intransitive) to be sticky,
kei,,(transitive) to buy,
ku-,,first person singular nominative proclitic,
kudu,,(intransitive) to be small,
kurung,,room,
la,,"in
Ni-nja la wawa-mu.They are below you.(literally, “They are in below you”)",
laku,,"(intransitive) to walk, to to
Mbàda laku-na-ka.He's already gone.",
lamuji,,(transitive) to suck (on),
liang,,cave,
liti,,"(transitive) to step on, to tread",
luhu,,"(intransitive) to go out, exit",
lui,,(intransitive) to melt,
-ma,,first person plural exclusive genitive enclitic,
ma-,,first person plural exclusive nominative proclitic,
mali,,tonight,
maramba,,king,
mayila,,(intransitive) to be poor,
mbatang,,"bridge, Ma-lindi la mbatangWe cross the bridge.(literally,",
mbàda,,"already
Mbàda maromba-nggu-nya-ka na ma-wà-naI halve already forgotten what he said.
Mbàda laku-na-ka.He's already gone.",
mbàda,,(intransitive) to be ready,
meti,,(intransitive) to die,
-mi,,second person plural genitive enclitic,
mi-,,second person plural nominative proclitic,
-mu,,second person singular genitive enclitic,
mu-,,second person singular nominative proclitic,
mài,,(intransitive) to come,
màndung,,"(intransitive) to be robust, solid",
mànu,,always,
màtu,,(intransitive) to be complete,
màu,,(intransitive) to be destroyed,
-na,,third person singular genitive enclitic,
na-,,third person singular nominative proclitic,
-nda,,first person plural inclusive genitive enclitic,
ndau,,year,
ndedi,,"not yet
Ndedi na-luhu-nya na omang.He had not left the forest yet.",
ndolak,,(intransitive) to stand,
ndui,,money,
-ngga,,first person singular dative enclitic,
-nggai,,Alternative form of -nggami,
-nggama,,first person plural exclusive dative enclitic,
-nggami,,second person plural dative enclitic,
-nggau,,second person singular dative enclitic,
-nggu,,first person singular genitive enclitic,
ngàndi,,"(transitive) to take
Synonym: piti",
-nja,,third person plural dative enclitic,
njala,,(intransitive) to be wrong,
njara,,"horse
ana njara ― foal",
njàrang,,(intransitive) to get lost,
nulang,,pillow,
-nya,,third person singular dative enclitic,
-nya,,"continuative aspect enclitic
Laku-nggu-nya.I am going.",
nyimi,,you guys (second person plural independent pronoun),
nyuda,,they (third person plural independent pronoun),
nyuma,,we (first person plural exclusive independent pronoun),
nyumu,,you (second person singular independent pronoun),
nyuna,,s/he (third person singular independent pronoun),
nyungga,,I (first person singular independent pronoun),
nyuta,,we (first person plural inclusive independent pronoun),
