L2_orth,L2_ipa,L2_gloss,L2_etym
-a,,"and (attached only to čəd, čəxʷ, čəɬ & čələp)",
a,,"The second letter of the Lushootseed alphabet, pronounced as an open back unrounded vowel.",
-a-,,intrinsic derivational suffix or meaningless lexical linking element,
-abac,,in reference to the body (lexical suffix),
absʔalʔal,,"to have a house, absʔalʔaləxʷ ʔə tiʔəʔ x̌aw̓s, They",
ad-,,your (singular),
addəxʷʔəx̌id,,why do you,
adsixʷʔaciɬtalbixʷ,,your people,
-ali,,"Indicating a place where something is kept, usually a room.
sʔəɬəd (“food”) → sʔəɬədali (“dining room”)",
-axʷ,,you (second-person singular clitic used in a type of subordinate clause),
-b,,Suffix involved in formation of agent-oriented intransitive verb stems,
b,,"The third letter of the Lushootseed alphabet, pronounced as a voiced bilabial stop.",
bad,,father,
-bid,,nominalizing derivational suffix,
biwʔəb,,Alternative form of ʔalbiw̓əb,
biʔbədaʔ,,baby,
buus,,four,
buʔqʷ,,waterfowl,
bə-,,"inflectional additive prefix appearing on any lexical category functioning as predicate or complement
again, anew (of actions or states)
bəʔaʔitəb sixʷ
Then they put it there again.
additional, another (of nouns)",
bəasʔistəʔ,,"to happen again; to do so in the same manner again,",
bədaʔ,,"child; offspring, ʔuʔux̌ʷcəb ti dbədaʔThey went to",
bədúł,,whitefish,
bək̓ʷ,,"all
bək̓ʷ čələp ɬəliɬʔatxʷYou folks will have all (that) with you.",
bək̓ʷ,,all; everything,
bəlúps,,raccoon,
bəq'əd,,to swallow something,
bəšč'ád,,louse,
bəʔal,,also on (additive form of ʔal),
bəʔilid,,"repeat it, say it again, xʷiʔaxʷ kʷi bəadsuʔilid tiʔiɬ",
bəʔux̌ʷtxʷ,,take it again; repeat it (additive & causative form,
bə́c'əc,,"snake, serpent",
b̓,,"The fourth letter of the Lushootseed alphabet, pronounced as a voiced bilabial implosive; a rare, non-initial sound.",
c,,"The fifth letter of the Lushootseed alphabet, pronounced as a voiceless alveolar affricate.",
c'ayə,,"northern fur seal, Callorhinus ursinus",
c'ic'al,,feather,
c'ip'lil,,to close one's eyes,
c'ubc'ub,,barnacle,
c'uʔkʷs,,seven,
c'əbə́lqid,,mink,
capaʔ,,root word & vocative form of scapaʔ (“grandfather;,
caxʷ,,a type of mind power,
cid,,second-person singular patient suffix,
cikʷ,,move; jerk; tug; taut,
ciq,,poke; jab,
cixʷʔibac,,"grandchild's spouse, grandchild-in-law (affine relative",
cukʷ,,it is only,
cǝlac,,five,
