L2_orth,L2_ipa,L2_gloss,L2_etym
'im,,"Alternative spelling of im.
2005,  Lorrimer Burford,  A Jamaican Storyteller's Tale (in English), →ISBN, page 76:“Well! Lloyd seh 'im see Danzo duppy all di while. 'Im seh, every time 'im see 'im, a one han' 'im have.  […] ”Well! LLoyd said he sees Danzo's ghost all the time. He said, every time he sees him, he only has one arm.  […] ",
aaks,,Alternative spelling of aks.,
abeng,/aˈbɛŋ/,"An abeng – the horn of the Jamaican Maroons., 2003,",
Accompong,/aˈkʌmpʌŋ/,Accompong. A historical Maroon village located in the,
ackee,/ˈakɪ/,"An ackee[2]., Nuttn nuh nice like ackee and saltfish",
affi,/ˈafɪ/,"Alternative spelling of haffi; have to; must, 2020",
afi,/ˈafɪ/,"Alternative spelling of haffi; have to; must, 2020",
aks,/ˈɑːks/,"ask, 2013,  Loron-Jon Stokes,  Citizen Class 5, →ISBN,",ask
Anancy,,Alternative spelling of Anansi,
Ananse,,Alternative spelling of Anansi,
Anansi,/aˈnansi/,Anansi (trickster spider in West African and Caribbean,
Anansy,,Alternative spelling of Anansi,
aneda,,Alternative spelling of anedda,
anedda,/aˈnɛda/,"another, 2006,  Ras Dennis Jabari Reynolds,  Jabari:",another
anoda,,"Alternative spelling of anedda.
2012,  “Jamaicans anxious ahead of IMF meeting”, in  The Jamaica Gleaner‎[1] (in English):“""If wi can do betta, I don't t'ink wi should tek anoda deal,"" said a vendor. ""I t'ink wi would be better off.""  […] ”",
anuh,/ˈanʌ/,"Am not; is not; are not; was not; were not., 2021 January",
ax,,"Alternative spelling of aks.
2006,  Amina Blackwood-Meeks,  “Aiming at your dreams”, in  The Jamaica Gleaner‎[1]:“Well she sey one a de man dem come right up to har car window an show har fe him sign wid him finga, order har outa de plaza like sey it was him personal yaad an ax har if she tink sey chu hooman a go tun Prime Minista she can jus come park which part she have a mind.  […] ”So she said one of the men walked right up to her car window and pointed at his sign with his finger and ordered her to leave the plaza as if it were his own home. He asked her if she thought that the fact that a woman was going to become Prime Minister that she could just park anywhere she wanted to.  […] ",
Babylon,/ˈbabɪlan/,"Babylon, (slang) cops, police[1] (law enforcement organisation),",Babylon
bad-mind,,Alternative spelling of badmind.,
bad-mind,,Alternative spelling of badmind.,
badmind,/ˈbad ˈmaɪn/,"envious, jealous (envious), 1989,  Stephen Slemon,",
badmind,/ˈbad ˈmaɪn/,"envy, jealousy (envy), 1961,  Spotlight: Caribbean",
balmyard,/ˈbɑːm ˈjɑːd/,"A place where obeah and pocomania rituals are practised.,",
bammie,,Alternative spelling of bammy.,
bammy,/ˈbami/,"bammy (cassava flatbread)
1949,  Louise Bennett,  Mek Wi Talk: Jamaican Dialect Poems, →ISBN, page 128:“Me have coakinat , skellion , toomatis an' Ole Harbour bammy. Wat yuh want mam? Pum'kin? yuh wi haffe buy cho-cho wid i, dem married, same like 'ow cassava Is married to yampi . Is me wan gat bammy dis week [...]”I have coconuts, spring onions, tomatoes and bammies from Old Harbour. What would you like, ma'am? Pumpkin? You'll have to take the chayote as well. They're a couple. The same goes for cassava. It's married to the yam. I'm the only one who has bammy this week. [...]
Bammy!? Everybady else ah eat fry dumplin fi dem brekfas' Sunday mawnin, an' mi have fi a nyam stick root.Bammy!? Everybody else got fried dumplings for their Sunday morning breakfast and here I am eating the root of a plant.",
bandwagonist,/ˌbanˈwa.ɡa.nɪs/,"bandwagoner, 2017,  Miss Kitty,  “Salute our athletes",bandwagoner
bandwagonist,/ˌbanˈwa.ɡa.nɪs/,bandwagon,bandwagoner
bankra,/baŋkra/,"basket, bankra, 2002,  Frederic G. Cassidy, Robert",
banton,/ˈbantan/,"storyteller, 1998,  Howard J. Blumenthal,  The World",
bara,/ˈbɑːra/,"Alternative form of borrow.
1995,  English World-wide, volume 16-17, Julius Groos Verlag, page 214:“So , mii en ha fi fain mi uona wie fi se ina Jamiekan aal kain a sinting we piipl a taak bout wen dem a stodi langgwij . Mek mi shuo unu wa ... Mi bara di Rasta wod 'grounieshan' we dem yuuz fi seshan we dem miit an riizn . Mi tek i an yuuz i fi [...]”Well, I had to find my own way to express all sorts of things in Jamaican Creole which people talk about when they study languages. Let me show you what [...] I'm borrowing the Rasta word ""Grounation"" which they use for sessions where they get together and discuss important matters. I took it and used it to [...]",
baro,/ˈbɑːrʌ/,"Alternative form of borrow.
2020,  Carolyn Cooper,  “Govament a hide up di truth bout di virus?”, in  The Jamaica Gleaner‎[1]:“Mad smadi a baro maask!  […] ”Crazy people are borrowing masks!  […] ",
bat,/ˈbat/,"moth (nocturnal insect), 2003,  Amber Wilson,  Jamaica:",
bat,/ˈbat/,"bat (instrument for hitting or striking), When yu get",bat
bat,/ˈbat/,old bat,bat
bat,/ˈbat/,"bat (instrument for hitting or striking), When yu get",bat
bat,/ˈbat/,old bat,bat
batty,/ˈbatɪ/,"butt, bottom, buttocks (buttocks), 2009,  Hezie Samuels,",
battyman,/ˈbatɪ ˈman/,"(vulgar, slang, derogatory) homosexual, fag (homosexual),",
bills,/ˈbɪlz/,"(slang) A J$100 banknote., 2020,  “Caught my husband",
blasom,,Alternative spelling of blossom.,
bloodclaat,/ˈblʌdˌklɑːt/,"(idiomatic, vulgar, slang) damn, damned, fucking, goddamn,",
bloodclaat,/ˈblʌdˌklɑːt/,"(idiomatic, vulgar, slang) holy shit, fuck, damn, 1996,",
bomboclaat,/ˈbʌmbʌˌklɑːt/,"(idiomatic, vulgar, slang) damn, damned, fucking, goddamn,",
bomboclaat,/ˈbʌmbʌˌklɑːt/,"(idiomatic, vulgar, slang) holy shit, fuck, damn, 2012,",
boops,/bʊps/,"boom
2018,  Shelley Sykes-Coley,  Chat ’Bout!: An Anthology of Jamaican Conversations, →ISBN:“Me waan fi know why is always night, dat dem decide fi tun off di light? An' why, dat fram di day mi bawn, as likkle rain fall, boops! Di light gawn!   […] ”I want to know why they always decide to cut the power at night. Why is that, in my entire life, as soon as it starts to rain, boom! There's a blackout.  […] ",
boops,/bʊps/,"sugar daddy
2014,  Alan Bradshaw, Avi Shankar,  Production & Consumption of Music (in English), →ISBN:“Women who engage in these long term profitable relationships call their benefactor a “Boops.” The Boops is usually a man of means who gives money and gifts in exchange for sex with his favored women heard in “Boops” by Super Cat (1986): ...  […] ” […] 
Me did have a little boops who did well want a baby. ― I had a sugar daddy who really wanted to have a baby.",
boots,/buːts/,"Alternative form of boot., (slang) condom (male contraceptive),",boot
boots,/buːts/,"encourage, promote, 2012,  Melville Cooke,  “Story",boost
boots,/buːts/,"encourage, promote, 2012,  Melville Cooke,  “Story",boost
bowcat,/ˈbɔʊ̯ˌkʲat/,"(vulgar, slang, often derogatory) a derogatory term",
breda,,Alternative spelling of bredda,
bredda,/brɛda/,"brother
1989,  Stewart Brown, Mervyn Morris, Gordon Rohlehr,  Voiceprint: An Anthology of Oral and Related Poetry from the Caribbean, →ISBN:“Oonoo call me bredda fi me! Beg yuh tell him come yah quick  […] ”Go get my brother! Please tell him to come here quickly  […] 
Mi a look fi mi bredda. ― I'm trying to find my brother.",
brinks,/ˈbɹɪŋks/,"(slang) sugar daddy, 2006,  Ras Dennis Jabari Reynolds,",
broda,,Alternative spelling of bredda,
browning,/ˈbɹɔʊ̯nɪn/,"a lightskin female (of colour), 2002,  Mervyn C. Alleyne,",
browning,/ˈbɹɔʊ̯nɪn/,"browning (caramel-based food additive), 2019,  Krysta",
browning,/ˈbɹɔʊ̯nɪn/,"browning (caramel-based food additive), 2019,  Krysta",
bruck,/ˈbɹʌk/,"broke, broken, 1986,  C. Davies,  Poetry Wales, volume",break
bruck,/ˈbɹʌk/,"break, 2001,  Lindsay McNab, Imelda Pilgrim, Marian",break
bumbaclot,,(slang) Alternative spelling of bomboclaat,
bumboclaat,,Alternative spelling of bomboclaat.,
bumboclaat,,Alternative spelling of bomboclaat.,
bumboclat,,(slang) Alternative spelling of bomboclaat,
bumboclot,,Alternative spelling of bomboclaat,
butu,/ˈbʊtʊ/,"An uncouth and stupid person; a boor; a low-class person.[2],",
bwoy,/ˈbwaɪ/,"boy, guy, man, 2011,  Marcus Bethel,  Scars and Stripes:",boy
bwoy,/ˈbwaɪ/,bad bwoy,boy
calaban,/kalaˈban/,"A box-and-stick type trap for birds. (bird trap)
2002,  Frederic G. Cassidy, Robert Brock Le Page,  Dictionary of Jamaican English (in English), →ISBN, page 89:“CALABAN  […]  A box-like trap made of sticks, used to catch ground-walking birds.  […] ” […] ",
canna,/ˈkanə/,"(rare) Alternative form of cyaan., 2013,  Axel Bohmann,",cannot
carochies,/kaˈɹʷoː.t͡ʃɪz/,"odds and ends, junk, stuff, 2002,  Frederic G. Cassidy,",
cerasee,/ˈsʌɹsɪ/,"bitter melon, cerasee, 2016,  Sylvia Gilfillian,  The",
cerfiticket,/ˈsʌɹ.fɪ.tɪ.kɛt/,"certificate, 2009,  Richard Koss,  Giamaica (in Italian),",certificate
chai,,(Maroon Spirit Language) Carry.,
chargie,/ˈt͡ʃɑːd͡ʒɪ/,"buddy, homie, friend, pal, 2020,  Oneil Madden,  The",charged
chrii,/ˈt͡ʃ(ɹ)iː/,Alternative form of tree.,tree
chrii,/ˈt͡ʃ(ɹ)iː/,Alternative form of three.,three
chrii,/ˈt͡ʃ(ɹ)iː/,Alternative form of three.,three
cocobay,/ˈkʌkʌbɛ/,"leprosy, 2002,  Frederic G. Cassidy, Robert Brock Le",
cocobeh,,"Alternative spelling of cocobay., 2002,  Frederic G.",
Concorde,/ˈkanˌkɑːd/,"The Aérospatiale-BAC supersonic airliner; Concorde.,",
cotch,/ˈkatʃ/,"accommodation, place, space (accommodation), 2014,",
cotch,/ˈkatʃ/,"lodge, sojourn, stay over (sojourn), 2007,  Mindie",
craven,/krʲeːvən/,"gluttonous, greedy, 2002,  Frederic Gomes Cassidy,",craving
cyaan,/ˈkʲɑ̃/,"can't, cannot, Me cyaan dance now cause bar lock.I",can't
di,/ˈdi/,"the, Is a riddim mi love from birth. Di harmonies,",the
don,/ˈdan/,"don, leader, community leader, crime boss, head of",don
duppy,/ˈdʌpɪ/,"ghost; an evil spirit; duppy; poltergeist (ghost),",
dutchie,,Alternative spelling of dutchy.,
dutchy,/ˈdʌt͡ʃɪ/,Alternative form of Dutch pot.,
dutty,/ˈdʌtɪ/,"dirty, messy, soiled, unclean, nasty, Mi have wah dutty",dirty
dutty,/ˈdʌtɪ/,"ground, earth, land, dirt (soil), Rain a fall, but",dirty
dutty,/ˈdʌtɪ/,"dirty, make dirty, soil, spoil, Nuh dutty up Jamaica!Don't",dirty
dwl,,Alternative form of DWL.,
DWL,,"(Internet slang, text messaging) LOL.[1]",
dédekum,,"(Maroon Spirit Language, Moore Town) Mirror.",there they come
eg,,Alternative spelling of egg,
ello,/ˈ(h)ɛloː/,"hello
2000,  Jennifer Keane-Dawes,  “The cellular”, in  The Jamaica Gleaner‎[1]:“Ello? Ello? Wappen man? Yu nuh know a who a talk to yu? Tek two guess.  […] ”Hello? Hello? What's up, man? Do you know who you're speaking to? You have two guesses.  […] ",
enuh,/ɪˈnʌ/,"so, like, Do you know what I mean? (filler word), Mi",
epistemalaji,,epistemology,
escallion,,Alternative spelling of scallion.,
faas,,Alternative spelling of fass.,
fas,,"Alternative spelling of fast.
2005,  Norman Grindley,  “AUCTION - Impounded vehicles to go on sale”, in  The Jamaica Star‎[1] (in English):“Mine in deh bout eight weeks now an' mi nuh have no money fi clear so mi mek up mi min' not fi clear it cause a $40,000 mi pay fi get it back di other day an' dem tek it now an' judge seh mi fi pay $30,000. Mi caan fin' dat amount of money so fas.  […] ”Mine has been there for about eight weeks and I don't have any money to pay the fine. So I decided not to pay it because I paid $40,000 to get it back the other day and they've taken it again. The judge said I have to pay $30,000. I can't find that kind of money so fast.   […] ",
fass,/ˈfɑːs/,"Alternative spelling of fast., Mi cyaan ketch yuh.",fast
fass,/ˈfɑːs/,"meddle in others' affairs, 2010,  Jennifer M. Keane-Dawes,",fast
fassy,/ˈfasɪ/,"Full of sores., 2014,  Joan Williams, ‎Shawn Grant,",
fassy,/ˈfasɪ/,"asshole (unpleasant person), 2014,  Joan Williams,",
fenneh,/ˌfɛˈnɛ/,to become sick; to feel faint; to be in distress; to,
fi,/ˈfɪ/,"for, 2016,  Sylvia Gilfillian,  The Road to Timnath:",for
flim,/ˈflɪm/,"film, 2009,  Richard Koss,  Giamaica (in Italian),",film
forty-leg,,Alternative spelling of forty leg.,
fram,/ˈfɹam/,"from, 2018,  Ragashanti,  “Man a tell lie pon food”,",from
fuckery,/ˈfʌkɹɪ/,"(vulgar, slang) fuckery, bullshit, $257 fi one dozen",fuckery
fuckry,,alternative spelling of fuckery,
garrison,/ˈɡʲaɹɪsən/,A de facto autonomous district controlled by a don,garrison
gizzada,/ˌɡɪˈzɑːda/,"A sweet Jamaican pastry with a coconut filling; gizzada.[2],",
goozoo,,Alternative spelling of guzu.,
goozoo,,Alternative spelling of guzu.,
grabba,/ˈɡɹaba/,"tobacco, If yu nuh put di grabba in dey, yu nuh get",
