L2_orth,L2_ipa,L2_gloss,L2_etym
a,,"a, an",
agst,,August,
ais,,ice,īs
aisn,,iron (metal),īsen
bai',/bãj̃/,wine,wīn
baib,/bajb/,"woman, Coordinate term: mònn",wīp
bainechtn,,Christmas,
bais,,white,wīs
balsch,/balʃ/,"Italian (of Italy, its people or its culture)",welisc
balsch,/balʃ/,Italian (language),welisc
barba,,"uncle, Coordinate term: moa'm",
be,,"path, way",wec
ber,,unstressed form of biar,
bia,,how,
biar,,we,wir
biavle,,"how many, how much",
bikera,,"cup, glass, Synonym: glos",
bint,/bint/,wind,wint
binter,,winter,winter
birt,,innkeeper,
birtshaus,,"inn, hotel",
boch,,week,woche
bolf,,wolf,wolf
bolkh,/bolkʰ/,cloud,
bòlt,/bɔlt/,"wood, woodland (land covered by trees)",walt
bòrm,,warm,warm
bòsser,/bɒsər/,water,wazzer
bou,,where,wō
bourt,,word,wort
burm,,snake,wurm
CD,,CD (compact disc),CD
ciclamin,,cyclamen,
coriera,,"bus (vehicle), Um biavle kimmp de coriera? ― What time",
de,,"the, nominative singular feminine definite article,",diu
denken,,to think,denken
der,,"the, nominative singular masculine definite article",der
dert,/dert/,there,
diarn,,girl,
dorf,,village,dorf
drai,,three,drī
drinn,,"inside, in that",
du,,"you (thou, singular familiar)",du
eaper,,strawberry,
edelbais,,edelweiss,
eil,,oil (liquid fat),
eirta,,Tuesday,
epfl,,apple,apfel
er,,"he, it",
essa,,vinegar,
èssn,,to eat,ëzzen
familia,,family,
fest,,"holiday, festival",
gabel,,fork,
gahilb,/ɡahilb/,cloudy,
gamoa',,municipality,
gèlt,,money,gelt
gèltsgott,,thank you,
genner,,January,
gerst,,barley,gerste
gester,,yesterday,
glos,,"glass (material), glass (drinking vessel), Synonym:",glas
goas,,goat,geiz
golt,,gold,golt
Gott,,God,got
grea',,green,grüene
groas,,"big, large, great",grōz
gros,,grass,gras
gruab,,mine (excavation from which ore is extracted),gruobe
guat,,good,guot
hait,,today,hiute
haus,,house,hūs
heach,,high,hōch
hei,,hay,höuwe
heibeger,,July,
helb,/helb/,axhandle,
henn,,hen (female chicken),henne
herbest,,autumn,herbest
hèrz,,"heart (organ), heart (center, core)",hërz
hilf,/hilf/,"help, aid",helfe
himper,,raspberry,
hirsch,,deer,hirz
hitt,,"hut, cabin, cottage",
hoa'm,,home,heim
hoasn,,to be called (a name),heizen
hoff,,farmstead (farm including its buildings),
holz,/holt͡s/,wood,holz
hom,,"to have, Mu i hom a kòmmer as tschins? ― Can I have",haben
hònt,/hɔnt/,hand,hant
hor,,hair,hār
hos,,hare,hase
hourneng,,February,
hundert,,one hundred,hundert
hunt,,dog,hunt
i,,I,ich
iber,,over,
ibermorng,,day after tomorrow,ubermorgen
ir,,you (plural),ir
jor,/joːr/,year,jār
jorzait,,season,
jung,,young,junc
kafè,,coffee,
kas,,cheese,kæse
kemmen,,to come,komen
kennen,,"to know, be familiar with",
khloa'n,,small,kleine
khòlt,/kʰɔlt/,cold,kalt
khorb,/kʰorb/,basket,
kirch,,church,
knòpp,,miner,
knott,,"stone, rock",knote
kòlt,,Alternative form of khòlt,
kòmmer,,room,
kòrt,,card,
kost,,dish (specific type of food),
kostn,,"to try, taste, Bou mu i kostn de kiachln? ― Where can",kosten
kòtz,,cat,
kourn,,wheat,korn
kriag,,war,
kròft,,"power, strength, force",kraft
kua,,cow,kuo
kupfer,,copper,kupfer
langes,,spring (season),
lap,,leaf,loup
learnen,,"to learn, to tell (instruct, inform), Tant er mer learnen",lernen
leffl,,spoon,
leistagst,,September,
lem,,to live,leben
lem,,life,leben
lem,,life,leben
lònk,,long,lanc
lòrf,,mask,
lutter,,rhododendron,
ma'ta,,Monday,māntac
mama,,mother,muome
marenn,,snack (light meal),
marmota,,marmot,marmotta
meir,,sea,mer
men,,"one, you (indefinite pronoun), Bou mu men parkiarn?",
mènsch,/mɛnʃ/,"human, person",
