L2_orth,L2_ipa,L2_gloss,L2_etym
A,,"The first letter of the Lingala alphabet, written in the Latin script.",
Afríka,,Africa,
alago,,(chemistry) argon,
ananási,,"pineapple, Synonym: linanási",
aseni,,(chemistry) arsenic,
atâ,,"even, even if, although",
azoti,,(chemistry) nitrogen,
balabála,,"street, road, avenue",
bangó,,"The personal pronoun, 3rd person plural form; they.",
batísimo,,baptism,
batísimu,,Alternative form of batísimo,
bika,,Alternative spelling of -bíka,
biléi,,food,
biló,,office,
bo-,,verbal prefix for second person plural,
bo-,,class 14 prefix for abstract nouns,
bobína,,"dance, Synonym: mbína",
bokonzi,,"authority, kingdom",
bola,,firstborn,
bolengé,,Alternative spelling of bolɛngɛ́,
bolo,,(chemistry) boron,
bolɛngɛ́,,"youth, adolescence",
bomo,,(chemistry) bromine,
bomɔi,,life,
bomɛngɔ,,"comfort, wellbeing",
bondóki,,gun,
bosó,,in front,
boyengebene,,(religion) righteousness,
butú,,night,
bwányá,,wisdom,
bwáto,,dugout canoe,
bwátu,,Alternative form of bwáto,
báfu,,"bath, bathtub",bath
bála,,to get married,
bále,,"ball, Synonym: ndembó, bullet",
bángi,,"marijuana, cannabis, Synonym: diámbá",
bánki,,bank (financial institution),
bíka,,to escape,
bíkisa,,to save,
bíkí,,ballpoint pen,
bísi,,bus,
bísó,,"The personal pronoun, 1st person plural form; we.",
bói,,"honey, Synonym: mafúta ma nzói",
búku,,"book, Synonym: monkandá",book
bɔlɔ́kɔ,,prison,
diámbá,,"cannabis; hemp; marijuana, Synonym: bángi",
dɔkɔtɔ́lɔ,,"(medical) doctor, Synonym: mónganga",doctor
ebale,,"river
1981,  Eyamba G. Bokamba,  Ekolongonelo Ya Lingala: An Introductory Textbook and Grammar:Mobembo o Ebale Zaire.A trip on the Zaire River.
1989,  John A. Holm,  Pidgins and Creoles: Volume 2, Reference Survey:ebale mpó á-sokola nzóto mpé á-melathe-river for he-wash-SUBJUNC body and he-drink-SUBJUNC",
elongó,,together,
fungóla,,"key
Synonym: lifungóla",
kaboni,,(chemistry) carbon,
kita,,"to descend, go down",
kitúba,,Kituba,
koma,,to write,
Kongó,,Congo (a region of Africa),
konza,,"to reign, to dominate",
kuna,,there,
kurúze,,Alternative form of kurúzɛ,
kurúzɛ,,cross,
káka,,"only, just",
káti,,"inside, middle, center",
káti,,inside,
káwa,,"coffee, Synonym: kafé",
kíti,,"chair, seat",
kóba,,"to paint, to anoint",
kósa,,to lie,
kɔsúkɔsú,,cough,
kɔ́pɔ,,"cup, glass",
kɔ́tɔ,,"to go in, to enter",
kɛndɛ,,"to go, to leave
kɛndɛ́ malámu (goodbye, said to someone leaving; lit. go well)",
libakú,,obstacle,
libale,,liver,
libandi,,baldness,
libata,,baldness,
libosó,,"in front, before, previously",
libwá,,nine,
libábe,,misfortune,
libála,,marriage,
libándá,,outside; exterior,
libángá,,"stone, rock",
libáta,,duck,
libáté,,viper,
libóndeli,,"prayer, pardon",
libɛ́lɛ,,"breast, nipple",
lidɛ́su,,bean,
lifalansé,,"French (language)
Synonym: falansé",
likambo,,problem,
likata,,"palm of the hand, testicle, (by extension) penis",
likela,,(mathematics) operation,
likembé,,"sanza; mbira; likembe, sound produced in the throat",
likeí,,Alternative form of líki,
likita,,meeting; gathering; council; conference; assembly,
likoló,,above,
likoló,,above,
likála,,(piece of) charcoal,
likáyá,,tobacco,
likélélé,,cricket (insect),
likútu,,"ear, Synonym: litói",
linga,,"to love, to desire; to want",
lingála,,"Lingala (language), parlance; language; rhetoric",
lininísa,,window,
lipamboli,,blessing,
lipapú,,wing,
lipása,,twin,
lisano,,game,
lisoló,,"conversation, chat, dialogue, story",
lisási,,bullet,
lisúmu,,"sin, crime, offense",
litu,,(chemistry) lithium,
litéya,,"lesson, course",
litói,,"ear, Synonym: likútu",
liziba,,"pond, pool, fountain",
loba,,to speak; to say,
lobíla,,palm nut,
lobɔ́kɔ,,"arm, hand",
lobɛ́ki,,Alternative form of mbɛ́ki (“pot”),
lokolo,,"leg, foot, wheel, tire",
lokásá,,Alternative spelling of lonkásá,
lokóla,,also,
lokóla,,"like, as",
lolémo,,tongue,
lolému,,Alternative form of lolémo,
loléngé,,"type, species",
lomposo,,"skin, Synonym: monkandá",
lompɛ́tɛ́,,ring,
lonkásá,,leaf,
lonsálá,,feather,
lopɛ́tɛ́,,Alternative spelling of lompɛ́tɛ́,
losámbo,,prayer,
lotúkú,,"a ten, a group of ten",
lála,,"sleep, lie down",
lángi,,color,
líki,,egg,
límba,,"to stretch, to pull",
límbe,,west,
límbisa,,"to forgive, to pardon",
límpa,,bread,
líya,,to eat,
lóbí,,adjacent day; yesterday or tomorrow,
lútu,,spoon,
lɔ́sɔ,,rice,
lɛlɔ́,,today,
lɛ́ki,,"younger sibling, Antonym: yayá",
lǐno,,tooth,
lǐso,,eye,
maba,,leprosy,
mabelé,,earth; dirt; sand; clay,
mabé,,bad,
mabêle,,Alternative spelling of mabɛ́lɛ,
mabɛ́lɛ,,plural of libɛ́lɛ,
mafúta,,"fat, oil, grease",
makila,,blood,
makáko,,"monkey, macaque, Synonym: nkéma",
makási,,strong; tough,
makási,,force; strength; energy,
makási,,"scissors, Synonym: sizó",
makási,,"scissors, Synonym: sizó",
makɛlɛ́lɛ,,"noise, racket (of voices)",
maládi,,Alternative form of maláli,
maláli,,"disease, illness",
malámu,,goodness,
malámu,,good; nice,
malási,,perfume,
malémbe,,slowly; softly,
malíli,,cold,
mamá,,"mother, mum, mom",
mandéfu,,beard,
manɛ́ti,,eyeglasses,
masíni,,"machine, train",
masúba,,urine,
masúwa,,"boat, ship",
Matádi,,Matadi (a city in the Democratic Republic of the Congo),
mawa,,sadness,
mbata,,angle,
mbwá,,dog (animal),
Mbándáká,,Mbandaka (a city in the Democratic Republic of the Congo),
mbíla,,"palm (tree); (in particular) the oil palm, Elaeis guineensis",
mbíla,,plural of lobíla,
mbísi,,"fish, Synonym: samáki",
mbóka,,city; village,
mbúla,,"rain, year",
mbɔ́tɛ,,hello,
mbɔ́tɛ,,"greeting, salutation",
mbɛ́ki,,plural of lobɛ́ki,
mbɛ́ki,,earthenware vessel; pottery,
mbɛ́to,,bed,bed
mfúmbwa,,Eru or African jointfir: a species of plant (Gnetum,
mobimba,,"the whole lot, the entirety",
mobimba,,"complete, whole, entire",
mobáli,,"man, husband",
mobáteli,,"protector, guardian, (religion) pastor",
mobéko,,law,
mobóla,,poor; needy,
mobú,,period; duration,
mokandá,,Alternative form of monkandá,
mokili,,"universe, world",
mokonzi,,leader,
mokúsé,,"short
Antonym: molaí",
mokɛ́,,"little, small
Antonym: monɛ́nɛ",
molakisi,,"teacher, Synonyms: motéyi, motángisi",
molangi,,bottle,
molaí,,"long; tall
Antonym: mokúsé",
molílí,,darkness,
mompɛpɛ,,wind,
mondɔngɛ,,termite,
mongóngó,,throat,
monkandá,,"skin, Synonym: lomposo, paper, letter (written message),",
monkúwa,,bone,
monsɔ́mbɛ,,ant,
moníngá,,friend,
monɔkɔ,,mouth,
monɛ́nɛ,,"big; large
Antonym: mokɛ́",
mosapi,,"finger
Synonym: monsai",
mosíká,,far,
mosúsu,,other,
moto,,"person, man, human",
motéma,,"heart, character, personality, courage",
motó,,head,
motóbá,,six,
moyémi,,"designer, illustrator
moyémi ndáko -- architect",
moyíbi,,thief; burglar,
moyíbi,,theft; burglary,
moyíndo,,black,
moyíndo,,black (colour),
moyíndo,,black person,
moómbo,,Alternative spelling of moúmbu,
moúmbu,,slave,
mpe,,Alternative spelling of mpé,
mpo,,Alternative form of mpó,
mpondú,,Alternative form of mpɔndú,
mpumpu,,gorilla,
mpási,,"pain, hurt, grief, difficulty",
mpé,,also,
mpé,,and,
mpó,,"for, because",
mpɔndú,,cassava leaves (a vegetable),
mpɔ̂,,Alternative form of mpó,
mwambe,,eight,
mwana,,Alternative form of mwǎna,
mweté,,"tree
Synonym: nzeté",
mwána,,Alternative form of mwǎna,
mwésé,,"sun
Synonym: mói",
mwǎmba,,"paste, more particularly palm butter or peanut butter",
mwǎna,,child,
mwǎsí,,woman,
mái,,water,
mésá,,table,
míbalé,,two,
míliki,,"milk, Synonym: mabɛ́lɛ",milk
mínei,,four,
míngi,,"a lot of, many, Synonym: ebelé, Antonym: mokɛ́",
mísáto,,three,
mítáno,,five,
mói,,sun,
mónganga,,"doctor, Synonym: dɔkɔtɔ́lɔ",
mɔ́nɔ,,to see; to perceive,
mɔ̌kɔ́,,one,
mɛlɛ,,to drink; to swallow,
na,,"with, and, in, at, of (form of ya before personal pronouns)",
nde,,Alternative spelling of ndé,
ndima,,"to believe, to have faith in",
ndáko,,house,
ndé,,"rather, however",
ndúnda,,vegetables,
ndɔki,,sorcerer; sorceress; evil spirit,
neoni,,(chemistry) neon,
ngandó,,"crocodile, alligator, caiman",
ngubú,,"hippopotamus, Synonym: kibɔ́kɔ",
ngulúbɛ,,"pig, boar, Synonym: ngúlu",
ngáí,,The first person singular pronoun; I.,
