L2_orth,L2_ipa,L2_gloss,L2_etym
𐤀𐤁,,father,
𐤀𐤋𐤐,,thousand,
𐤀𐤍𐤊,,"I, 840 BCE, Mesha Stele:, ‏𐤀𐤍𐤊 𐤟 𐤌𐤔𐤏 𐤟 𐤁𐤍 𐤟 𐤊𐤌𐤔 [...]",
𐤀𐤓𐤑,,earth,
𐤁𐤍,,"son, 840 BCE, Mesha Stele:, ‏𐤀𐤍𐤊 𐤟 𐤌𐤔𐤏 𐤟 𐤁𐤍 𐤟 𐤊𐤌𐤔 [...]",
𐤄𐤀,,she,
𐤄𐤀,,he,
𐤄𐤀,,he,
𐤉𐤄𐤅𐤄,,"The Tetragrammaton
c. 840 B.C.E., Mesha Stele, lines 17-18:
‏𐤅𐤀𐤒𐤇𐤟𐤌𐤔𐤌𐤟𐤀[𐤕𐤟𐤊] / 𐤋𐤉𐤟𐤉𐤄𐤅𐤄𐤟𐤅𐤀𐤎𐤇𐤁𐤟𐤄𐤌𐤟𐤋𐤐𐤍𐤉𐤟𐤊𐤌𐤔‎wʾqḥ mšm ʾ[t k] / ly yhwh wʾsḥb hm lpny kmšAnd I took from there th[e ve]- / ssels of YHWH and dragged them before Chemosh.",
𐤉𐤌𐤍,,days,
𐤉𐤔𐤓𐤀𐤋,,"Israel (ancient kingdom), 840 BCE, Mesha Stele:, ‏𐤏𐤌𐤓",
𐤊𐤌𐤔,,"Chemosh, the chief deity of Moab",
𐤌𐤀𐤁,,"Moab
840 BCE, Mesha Stele:
‏𐤀𐤍𐤊 𐤟 𐤌𐤔𐤏 𐤟 𐤁𐤍 𐤟 𐤊𐤌𐤔 [...] 𐤌𐤋𐤊 𐤟 𐤌𐤀𐤁‎‎ʾnk   mšʿ   bn   kmš [...] mlk   mʾbI am Mesha son of Kemosh [...] king of Moab.",
𐤌𐤀𐤕,,hundred,
𐤌𐤀𐤕𐤍,,two hundred,
𐤌𐤋𐤊,,"king, 840 BCE, Mesha Stele:, ‏𐤀𐤍𐤊 𐤟 𐤌𐤔𐤏 𐤟 𐤁𐤍 𐤟 𐤊𐤌𐤔",
𐤌𐤎𐤋𐤕,,road,
𐤌𐤒𐤃𐤋,,tower,
𐤓𐤁𐤍,,great,
𐤓𐤔,,head,
𐤔𐤁𐤏𐤕,,seven,
𐤔𐤋𐤔𐤍,,thirty,
𐤔𐤕,,year,
