L2_orth,L2_ipa,L2_gloss,L2_etym
i-Afrika,,Africa (a continent),
u-Agasti,,"August, Synonym: uNcwaba",August
isi-Alabhu,,Arabic language,
u-Apreli,,Alternative form of u-Ephreli,
i-Ayilendi,,Ireland (a country in Europe),Ireland
u-Ephreli,,"April, Synonym: uMbaso",April
i-Eshiya,,Asia (a continent),Asia
u-Okthoba,,"October, Synonym: uMfumfu",October
i-Ostreliya,,Australia (a country in Oceania),Australia
a,,"The first letter of the Zulu alphabet, written in the Latin script.",
a-,,"he, she, it; class 1 subject concord, used in the subjunctive",
a-,,they; class 6 subject concord.,
a-,,of; class 6 possessive concord.,
a-,,Used to form relative clauses.,
a-,,Class 6 relative concord.,
a-,,not,
a-,,Alternative form of ma- (hortative),
a-,,they; class 6 subject concord.,
a-,,of; class 6 possessive concord.,
a-,,Used to form relative clauses.,
a-,,Class 6 relative concord.,
a-,,not,
a-,,Alternative form of ma- (hortative),
a-,,of; class 6 possessive concord.,
a-,,Used to form relative clauses.,
a-,,Class 6 relative concord.,
a-,,not,
a-,,Alternative form of ma- (hortative),
a-,,Used to form relative clauses.,
a-,,Class 6 relative concord.,
a-,,not,
a-,,Alternative form of ma- (hortative),
a-,,Class 6 relative concord.,
a-,,not,
a-,,Alternative form of ma- (hortative),
a-,,not,
a-,,Alternative form of ma- (hortative),
a-,,Alternative form of ma- (hortative),
aba,,"(transitive) to divide, to apportion, to distribute,",
izaba,/ízaːɓá/,"last-ditch effort, excuse, pretext",
aba-,,Class 2 noun prefix.,
aba-,,Class 2 adjective concord.,
aba-,,Class 2 relative concord.,
aba-,,Class 2 adjective concord.,
aba-,,Class 2 relative concord.,
aba-,,Class 2 relative concord.,
abe-,,"Class 2 noun prefix, used by some nouns.",
abela,,"(transitive) to apportion to, to distribute among,",
isabelo,/isáɓeːlo/,"portion, share, allocation, grant, reserve",
umabelo,/umáɓeːlo/,share in a wedding gift or estate,
umabi,/umáːɓi/,"one who apportions, executor (of a will)",
isabizwana,/ísaɓizwâːna/,(grammar) pronoun,
umabo,/umáːɓo/,distribution of wedding gifts from the bride to the,
izabulo,/ízaɓúːlo/,private matters of the family,
ahlula,,"to overcome, to overpower, to beat, to conquer, to",
akha,,"(transitive) to build, to construct, (transitive) to",
umakhi,/úmâːkʰi/,"builder, constructor, erector",
akhiwa,,"(intransitive) to be built, constructed, (intransitive)",
isakhiwo,,building,
akubhenywa,,no smoking,
ala,,"to deny, refuse, decline, to forbid, to reject, to",
isala,/ísaːla/,"bunch of feathers, worn on the back of the head",
utshwala,/útʃwaːlá/,"alcohol, traditional beer",
isalukazi,,old woman,
ama-,,Class 6 noun prefix.,
ama-,,Class 6 adjective concord.,
ama-,,Class 6 adjective concord.,
amba,,to be sarcastic,
isambane,/isámbaːne/,aardvark,
ambatha,,to dress,
ambathisa,,"to clothe, to cover",
isambulela,,"umbrella, Synonym: ilulwane",umbrella
amuka,,"(transitive, intransitive) Alternative form of -emuka",
amukela,,"to hold out the hands to receive, to receive, to accept,",
-ana,,"Noun diminutive suffix, creates a noun meaning something",
-ana,,each other; forms reciprocal verbs.,
-ana,,each other; forms reciprocal verbs.,
anda,,"(intransitive) to increase, multiply, (intransitive)",
isanda,/isáːnda/,"surplus, increase, ground plan of a hut, layer of reeds",
andisa,,"(transitive) to increase, (transitive) to cause to",
isandiso,/isándiːso/,"adulteration, profit, interest, (grammar) adverb",
isandla,/isáːnɮa/,"hand, handful, Synonym: ukhweshe, hand, handwriting",
isando,/isáːndo/,hammer,
isandu,/ísaːndú/,palm species,
andula,,(intransitive) to start cultivating,
-ane,,Alternative form of -ana.,
anela,,"to suffice, to be sufficient for, to be enough for,",
anelisa,,"(transitive) to satisfy, (transitive) to convince",
anga,,to kiss,
angazi,,I don't know,
angiqondi,,I don't understand,
isangoma,/isánɡoːma/,"sangoma, witch doctor, diviner",
utshani,/útʃâːni/,grass,
u-anyanisi,/úʔaɲániːsi/,onion,onions
aphuka,,"(intransitive) to break, to become broken, (intransitive)",
aphula,,"(transitive) to break, to fracture, (transitive) to",
i-awunsi,/iːʔáwuːnsi/,ounce,ounce
ayina,,to iron,iron
u-ayisikhilimu,,ice cream,ice cream
-azi,,"Feminine suffix, used with a few nouns ending in -o.",
azi,,"(transitive) to know, (auxiliary) to know how to, to",
azisa,,"(transitive) to announce, to advertise, to proclaim,",
ukwazisa,,"infinitive of -azisa, introduction, advertising",
b,,"The second letter of the Zulu alphabet, written in the Latin script.",
B,,"The second letter of the Zulu alphabet, written in the Latin script.",
ba,,"to be, to become",
ba-,,Class 2 simple noun prefix.,
ba-,,"they; class 2 subject concord., them; class 2 object",
ba-,,of; class 2 possessive concord.,
ba-,,of; class 14 possessive concord.,
ba-,,"they; class 2 subject concord., them; class 2 object",
ba-,,of; class 2 possessive concord.,
ba-,,of; class 14 possessive concord.,
ba-,,of; class 2 possessive concord.,
ba-,,of; class 14 possessive concord.,
ba-,,of; class 14 possessive concord.,
baba,,"(intransitive) to taste hot, spicy, (intransitive)",
baba,,simple singular of ubaba,
baba,,simple singular of ubaba,
ubaba,/úɓaːɓá/,my father,
imbabala,/ímbaɓaːlá/,bushbuck,
ubabekazi,/úɓaɓéɠaːzi/,"my/our father's sister, paternal aunt",
isibabule,/isiɓáɓuːle/,sulfur,
bala,,"to count, to calculate",
