L2_orth,L2_ipa,L2_gloss,L2_etym
3D,,Abbreviation of tredimensjonal.,
3D,,Abbreviation of tre dimensjonar (“three dimensions”).,
-a,,,
A,/a/,"The first letter of the Norwegian Nynorsk alphabet, written in the Latin script.",
A,/a/,letter A,
-a-,,This term needs a translation to English. Please help,
a-,,"a- (not, without)",
a-bombe,,Short for atombombe.,
A-dur,,(music) A major,
a-dur,,Alternative letter-case form of A-dur,
A-menneske,,"morning person
Antonym: B-menneske",
a-menneske,,"Alternative letter-case form of A-menneske (“morning person”)
Antonym: b-menneske",
a-moll,,(music) A minor,
a-mål,,(linguistics) Dialect in which the infinitive of verbs and/or the indefinite singular of weak feminine nouns ends in -a,
a-verb,,"(grammar) a weak verb that is conjugated, ending in -a in its past tense and supine forms
Coordinate term: e-verb
kasta er eit a-verb fordi preteritum kasta sluttar på -a.(please add an English translation of this usage example)",
A4,,(Should we delete(+) this sense?) A standard paper paper size that's in common use,
A4-ark,,A piece of paper in the standard A4 format,
A4-liv,,A person's life that's lived exactly as society would,
A4-menneske,,"A person who lives a perfect, average life, and who",
aa,,obsolete typography of og,
aa,,obsolete typography of å,
aa,,obsolete typography of å,
aa,,obsolete typography of å,
aa,,obsolete typography of å,
aa,,obsolete typography of å,
Aa,,obsolete typography of å,
aaborr,,form removed with the spelling reform of 1917; superseded by åbor,
aadr,,form removed with the spelling reform of 1917; superseded by år,
aal,,obsolete typography of ål,
aalogu,,form removed with the spelling reform of 1917; superseded by åloge,
abakus,,"abacus (a counting frame), Synonym: kuleramme, (architecture)",
abbed,,an abbot,
abbedi,,an abbey (monastery headed by an abbot),
abbedisse,,an abbess,
ABC,,"ABC (often in book form), alphabet",
abc,,ABC (often in book form),
abdikasjon,,abdication,abdicatio
abdisera,,to abdicate,
abdisere,,to abdicate,
-abel,,-able (used for forming adjectives),
abelsk,,(mathematics) abelian,
abesa,,Obsolete form of abc,
Abessinia,,Abyssinia,
abessinsk,,Abyssinian (of or pertaining to Abyssinia),
Abkhasia,,Abkhazia (a de facto republic in the Caucasus without international recognition),
abkhasisk,,Abkhazian (of or pertaining to Abkhazia),
abkhasisk,,"Abkhaz, Abkhazian (a Northwest Caucasian language spoken",
ablegøye,,a prank,
ablegøyer,/ɑblə²ɡœʏər/,feminine indefinite plural of ablegøye (prank),
abnorm,,abnormal (not conforming to rule or system),
abnormitet,,"abnormality, abnormity",
abonnement,,a subscription,
abonnent,,a subscriber,
abonnera,,Alternative form of abonnere,
abonnere,/ɑbʊˈneːrə/,to subscribe,
aborigin,,an Aborigine (aboriginal inhabitant of Australia),
aboriginsk,,Aboriginal,
abort,,an abortion (deliberate termination of a pregnancy),
abortera,,Alternative form of abortere,
abortere,,to miscarry (abort a foetus involuntarily),
abortiv,/ɑbɔˈʈiːʋ/,(pharmacology) an abortifacient (a drug or an agent,
abortiv,/ɑbɔˈʈiːʋ/,"(medicine) abortive (produced by abortion; born prematurely),",
absint,,absinth or absinthe,
absolusjon,,(religion) absolution (forgiveness of sins),
absolutisme,/ɑbsʊlʉˈtɪsmə/,absolutism,
absolutistisk,,absolutistic,
absolutt,,absolute,
absolutt,,absolutely,
absolvera,,Alternative form of absolvere,
absolvere,,to absolve,
absorbera,,to absorb,
absorbere,,to absorb,
absorbering,,absorption,
absorpsjon,,absorption,
abstraksjon,,abstraction,
abstrakt,,"abstract, Kjærleik er eit abstrakt.Love is an abstract.,",abstract
abstrakt,,"abstract, Matematikk er for abstrakt etter smaken min.Mathematics",abstract
abstrakt,,"abstract, Matematikk er for abstrakt etter smaken min.Mathematics",abstract
absurd,,absurd,
absurditet,,absurdity,
acappellakor,,an a cappella choir,
aceton,,(organic chemistry) acetone,
acre,/ˈæɪ.kər/,an acre (an English unit of land area (symbol: ac.),acre
-ad,,(archaic)(nonstandard) Used to form past participle form of many weak verbs,
adagio,,(music) adagio,
adagio,,(music) an adagio,
adam,,"(metonymically) man, Coordinate term: eva, (figuratively)",
adamsdrakt,,"(idiomatic) nakedness, nudity, Synonym: nakenskap",
adamseple,,an Adam's apple (as above),
addend,,(mathematics) an addend,
addera,,alternative form of addere,
addisjon,,addition (as above),
adekvat,,adequate (equal to some requirement),
adel,/ˈɑːdɛl/,nobility,
adelsmann,,a nobleman,
adelsmerke,,"(figuratively) mark of (spiritual) nobility, distinction;",
adept,/ɑˈdɛpt/,"an adept, skillful person, an inductee to an order,",adeptus
adept,/ɑˈdɛpt/,adept (very skilled),adeptus
adjektiv,,an adjective (as above),
adjø,,"an adieu, a farewell, a goodbye, Med eit siste adjø",
adjø,,"goodbye, farewell, Adjø, då!Goodbye then!, Adjø så",
adjø,,"goodbye, farewell, Adjø, då!Goodbye then!, Adjø så",
