L2_orth,L2_ipa,L2_gloss,L2_etym
1r,,Abbreviation of primièr (“first”).,
A,,"The first letter of the Occitan alphabet, written in the Latin script.",
ab,,(Guardiol) with,
abadalhar,,to open,
abadiá,[aβaˈðjɔ],abbey,
abaishar,,"to lower, (figuratively) to humiliate, Synonym: umiliar",
abaissar,,"to lower, (figuratively) to humiliate, Synonym: umiliar",
abajanir,,"(transitive) to weaken, (reflexive, s'abajanir) to",
abajon,/aβaˈd͡ʒu/,"(Languedoc) blueberry, fruit of the plant Vaccinium myrtillus",
abalausir,,to dazzle (with light),
abalir,,"to raise (children), to keep; to tend to (animals or",
abandonament,,"abandonment, Synonym: abandon",
abandonar,,to abandon,
abandounar,,(Mistralian) to abandon; to leave,
abans,,before (earlier than in time),
abarbar,,to take root; to enroot,
abarbassir,,"(reflexive, s'abarbassir) to grow a beard; to become",
abarrejar,,to mix (mix together),
abasar,,to demolish,
abastardir,,to spoil; to worsen; to degrade,
abat,[aˈβat],abbot,
abatalhar,,to attack; to assail,
abàter,,to knock down; to push down,
abatre,,to knock down; to push down,
abaucar,,"(transitive) to calm down; to appease, (reflexive,",
abauquir,[aβawˈki],"(reflexive) to become grassy, (reflexive) to cover",
abausir,,"to abound, be plentiful, to brag, exaggerate",
abautir,,"to falter; to stumble (figuratively), to lose consciousness",
abdicacion,,abdication,
abdicar,,to abdicate,
abdomèn,,(anatomy) abdomen,
abecar,,(of a bird) to feed its young,
abelar,,to embellish (make more attractive),
abelha,,bee (insect),
abelhana,,(Melissa officinalis L.)[1],
abelhièr,,beehive,
abeliana,,(Melissa officinalis L.)[1],
abelir,,to embellish (make more attractive),
abenar,,"to use up; to wear out, to consume; to use",
abeurar,,to give water (chiefly to an animal),
abilhament,,"clothes, habiliments",
abitar,,to inhabit,
ablanquir,,"to whiten, bleach, to whitewash, daub, smear with plaster",
ablucion,,ablution,
abocar,,to pour (a liquid),
abolicion,,abolition,
abonaçar,,(of the weather) to calm; to become fairer,
abonir,,to improve,
aborrir,,to despise; to detest,
abraçar,,to embrace; to hug,
abrandar,,to set alight; to set fire to,
abrascar,,"to break, branches, (of branches) to break under the",
abrasiu,,abrasive,
abrasiu,,abrasive,
abrelle,,(botany) horsetail (plant),
abreujar,,to shorten (make shorter),
abril,,April (month),
abriu,,(Gascony) April (month),
abséncia,,absence,
absoludament,,absolutely,
absolut,,absolute,
abstrait,,abstract,
absurdament,,absurdly,
absurde,,absurd,
absurditat,,absurdity,
acabada,,"achievement, completion",
acabament,,completion,
acabar,,to finish; to complete,
acadèmia,[akaˈdɛmjo],academy,
acalhaudar,,to stone,
acaminar,,to transport; send (off),
acampada,,"pursuit, chase, hunt",
acampar,,"to gather; to collect, to lead a herd to pasture, to",
acarral,,opening in a hedge to allow the passage of carts,
acasar,,"(Languedoc) to provide with a fief, (Gascony) to marry",
acavalar,,to mount a horse,
accentuar,,to accentuate,
acceptar,,to accept,
accès,,access,
accion,,"action, This term needs a translation to English. Please",
acèr,,(Gascony) Alternative form of acièr (“steel”),
acha,,"aitch (the letter h, H)",
acièr,[aˈsjɛ],steel (metal alloy),
-acion,,-ation (suffix used to form nouns),
acip,,"strike, hit, crash, bump, collision",
aclap,,pile of stones,
aclapar,,to inter; to bury (literally cover in stones),
acocolar,,to squat (bend down; crouch),
acoijar,,"(intransitive, ergative) to give birth (de to), to go into labour
Synonyms: ajaire, jasilhar",
acompanhar,,to accompany,
acostumar,/a.kus.tyˈma/,"to accustom, habituate",
acrin,,"crest, summit",
actitud,,attitude,
actiu,,active,
activar,,to activate,
activista,,activist,
activitat,,activity,
actor,,An actor.,
actual,,current,
actualament,,currently,
actualizar,,"to update, Synonym: metre a jorn",
actuau,,(Gascony) Alternative form of actual,
acuèlh,,"reception, hospitality, acceptance",
aculhent,,"welcoming, accommodating",
acusacion,/akyzaˈsju/,accusation,
adara,,(Gascony) now,
adieu,,hello,
adieussiatz,,"hello, goodbye",
adieussiatz,,goodbye,
adishatz,,hello,
adissiatz,,goodbye,
adissiatz,,goodbye,
adiussiatz,,goodbye,
adiussiatz,,"goodbye
Après un adiussiatz de la man, torneren dins lo parc.(please add an English translation of this usage example)",
adjacent,,adjacent (lying next to),
adjectiu,,(grammar) adjective,
administracion,[amministɾaˈsju],administration,
administrar,,to administer,
administratiu,,administrative,
admiracion,,admiration,
adolescéncia,,adolescence,
adoracion,,adoration,
adralhar,,"(transitive) to send, transport, (reflexive) to get",
adreça,/aˈðɾeso/,"address, skill, ability",
adreiça,,address,
adromit,,(Gascony) past participle of adromir,
adromit,,(Gascony) asleep,
aduire,,"(transitive) to lead (a person, animal), to bring (a",
advèrbi,,(grammar) adverb,
aeropòrt,,airport,
afavorir,,(Provençal) to favor,
Afganistan,,Afghanistan (a country in Asia),
afichar,,"to put up (a notice, a poster, etc.)",
afògament,,"burning passion, ardor",
afogar,,"to set fire to, to alight",
Africa,,Africa (a continent),
african,,African,
afrontar,,"to face, to confront",
agaça,,magpie,
agachar,,to look,
agantar,/aɣanˈta/,to grab; to seize,
agarrir,/aɣaˈri/,"to attack, to provoke, to agitate",
agast,/aˈɣast/,"(Languedoc, Provençal, Vivaro-alpine) maple, (Acer",
-age,,(Mistralian) Alternative form of -atge,
agenés,,"from Agen, agenais",
agenolhar,,"(reflexive, s'agenolhar) to kneel (down), Aprèp qu'elis",
agil,,agile,
agir,/aˈʒi/,"to act, (reflexive, with de) to be about, to deal with,",
agnéu,,Alternative form of anhèl,
agost,,"(Gascony, Languedoc) August (month)",
Agoust,,August,
agradar,/aɣraˈða/,"to like, to please",
agradiu,/aɣɾaˈðiw/,"pleasant, agreeable",
agranhonièr,,(Prunus spinosa L.)[1],
agre,,sour,
agrelha,/aˈɣreʎo/,"(botany) sorrel, (Rumex acetosa)",
agrepir,,"to dull, make numb",
agression,,aggression,
agreu,/aˈɣrew/,(botany) holly,
agricultura,[aɣɾikylˈtyɾo],agriculture,
agulha,/aˈɣyʎo/,needle,
agut,[aˈɣyt],sharp,
agut,[aˈɣyt],past participle of aver,
agut,[aˈɣyt],past participle of aver,
aiga,/ˈajɡɔ/,water (H2O),
aiganha,/ajˈɣaɲo̞/,(Languedoc) dew,
aigo,,(Mistralian) water,
aiguo,,(Mistralian) water,
ailàs,,alas,
aimablament,,friendly (in a friendly manner),
aimar,/ajˈma/,"to like, to love",
aiqui,,"(Mistralian, Gascony) Alternative form of aquí",
airal,[ajˈral],(Languedoc) place,
-aire,,"-er; suffix used to form agent nouns.
‎dançar (“to dance”) + ‎-aire → ‎dançaire (“dancer”)",
aire,,air (mixture of gases),
Ais,,Aix-en-Provence (a city in France),
aisina,,tool (a mechanical device intended to make a task easier),
aisir,,"to facilitate (make easier, or more doable)",
aisit,[ajˈzit],easy,
aissada,,hoe,
aissèla,,"(anatomy) armpit, axilla",
aital,,"so, thus, like this",
aitanlèu,,"immediately, as soon as",
aitant,,so much,
ajaire,,"(intransitive, ergative) to give birth (de to), to go into labour
Synonyms: enfantar, jasilhar",
ajocar,,"(Gascony) to roost, perch",
ajuda,,"help, assistance",
ajudar,,"to help, aid, Synonym: aidar",
ajúnher,,to adjoin,
ala,[alo̞],wing,
alabrena,,(Salamandra salamandra)[1] fire salamander,
alachar,,to breastfeed (an infant),
alaitar,,to breastfeed (an infant),
alavetz,,(Gascony) then,
albanés,,Albanian,
albanés,,Albanian language,
albricòt,/albɾiˈkɔt/,apricot,
