L2_orth,L2_ipa,L2_gloss,L2_etym
आॽवा,,crow,
एभालाङ्,,society,
किबा,,tiger,
किसा,,wild deer,
कुचुमा,,dog,
केङ्,,tooth,
खाप,,roof,
खारायो,,"hare, rabbit",
खेॽवा,,"finger, toe",
चिछिॽवा,,"malabar ebony, Diospyros malabarica",
चोमोलुङ्,,Mt. Everest,
छुबु,,"sal, Shorea robusta",
छुबुक,,ashes,
झ़,[dzʱ],Used to represent the [dzʱ] sound in Yakkha. [1],
तिसालेन,,newspaper,
तिॽवा,,wild pheasant,
नाचिक,,"face, appearance, shape",
नाभाक,,ear,
नाभुक,,nose,
नाम,,sun,
न्वाक,,bird,
पिक,,cow,
फा,,five,
मि,,fire,
मिमा,,"rat, mouse",
ला,,moon,
लाङ्,,"foot, feet, leg, legs, area, region, direction",
लाप्थुक,,"quill, feather",
लाभाक,,leaf,
लायोक,,lunar eclipse,
लाराम,,"respect, honor, regard, reputation",
लारिक,,moonlight,
लालामेक,,"reflection, shadow, image, picture",
लावा,,consciousness,
लेॽवा,,"damp land, marsh, mud, slime, clay",
साखेॽवा,,pigeon,
सालापुला,,"conversation dialogue, talk",
सालुङ्,,"body, person, figure",
हाङ्लेन,,"president, head of a republic",
हुॽलुङ्,,"fireplace, oven",
ॽ,[ʔ],Used to represent the [ʔ] sound. [1],
