L2_orth,L2_ipa,L2_gloss,L2_etym
ab,,of,
aband,,"evening, eve, west",
aband,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
abur,,however,
abur,,but,
abur,,"Braune, Wilhelm. Althochdeutsches Lesebuch, zusammengestellt",
ackar,/ˈakːar/,"farmland, field, plot of land",
Ackilinda,,(Bavaria) A female given name,
Ackilinda,,"Schatz, Josef, Altbairische Grammatik, Laut- und Flexionslehre, 80.",
adal,/ˈa.dal/,noble,*aþalaz
adal,/ˈa.dal/,"nobility, noble race",*aþalaz
adal,/ˈa.dal/,"nobility, noble race",*aþalaz
Adalfrao,,(Bavaria) An unknown-gender given name,
Adalfrao,,"Schatz, Josef, Altbairische Grammatik, Laut- und Flexionslehre, 22.",
Adalfrit,,(Bavaria) A female given name,
Adalfrit,,"Schatz, Josef, Altbairische Grammatik, Laut- und Flexionslehre, 71.",
Adalhaoh,,(Bavaria) An unknown-gender given name,
Adalhaoh,,"Schatz, Josef, Altbairische Grammatik, Laut- und Flexionslehre, 22.",
Adalheidis,,A female given name.,
adallich,,lordly,
adallich,,"Schade, Oscar. Altdeutsches Worterbuch, 3.",
adallicho,,Alternative form of adallihho,
adallihho,,"nobly, elegantly",
adallihho,,"Schade, Oscar. Altdeutsches Worterbuch, 3",
Adalni,,(Bavaria) A female given name,
Adalni,,"Schatz, Josef, Altbairische Grammatik, Laut- und Flexionslehre, 126.",
adank,,invention,
adank,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage) 2014",
affaltar,,apple tree,
affaltar,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
affaltarboum,,apple tree,
affaltarboum,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
affo,,"monkey, ape",*apô
aftar,/ˈaf.tar/,Alternative form of after,
after,/ˈaf.ter/,"after, after zweim tagonafter two days, according to,",*after
after,/ˈaf.ter/,"behind, after, back",*after
afterling,,rectum,
afterling,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
afternel,,occiput,
afternel,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
afterreif,,crupper,
afterreif,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
aftersluzzil,,skeleton key,
aftersluzzil,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
afur,,but,*afar
agatstein,,"agate, amber",
agatstein,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
Aginesheim,,a place name,
Aginesheim,,"Dr. Förstemann Ernst. Altdeutsches Namenbuch, 32.",
Aguringas,,a place name,
Aguringas,,"Dr. Förstemann Ernst. Altdeutsches Namenbuch, 38.",
ahhalm,,chilblain,
ahhalm,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
ahir,,(botany) ear (of corn),
ahorn,,maple,
ahsa,,"axis, axle",
ahsalari,,pillow,
ahsalari,,"Köbler, Gerhard, Althochdeutsches Wörterbuch, (6. Auflage)",
ahsling,,little tile,
