L2_orth,L2_ipa,L2_gloss,L2_etym
ƕ,,"a letter used to transliterate the Gothic letter 𐍈, probably representing /ʍ/.",
Ƕ,,"a letter used to transliterate the Gothic letter 𐍈, probably representing /ʍ/.",
ᚱᚨᚾᛃᚨ,,"(hapax) something which causes others to run, runner,",
-𐌰,,"Forms agent nouns, sometimes from the zero-grade form",
𐌰,,"The first letter of the Gothic alphabet, representing",
𐌰𐌱𐌰,,"man; husband, 6th c.: Ulfilas (tr.), Luke 1:34 (Codex",
𐌰𐌱𐌱𐌰,,"father, Gothic Bible, Galatians 4.6:, 𐌰𐌸𐌸𐌰𐌽 𐌸𐌰𐍄𐌴𐌹 𐍃𐌹𐌾𐌿𐌸",
𐌰𐌱𐌿,/ˈa.bu/,Compound of 𐌰𐍆 (af)+ the clitic -𐌿 (-u).,
𐌰𐌱𐍂𐌰𐌱𐌰,,"very, severely, extremely",
𐌰𐌱𐍂𐌰𐌷𐌰𐌼,,"Abraham, the Biblical character",
𐌰𐌱𐍂𐍃,,"severe, extreme",
𐌰𐌲𐌲𐌴𐌻𐌿𐍃,,Alternative form of 𐌰𐌲𐌲𐌹𐌻𐌿𐍃 (aggilus),
𐌰𐌲𐌲𐌹𐌻𐌿𐍃,/ˈaŋɡilus/,"(Christianity) angel, 6th century, Wulfila, Codex Argenteus,",
𐌰𐌲𐌲𐍅𐌹𐌸𐌰,/aŋɡwiθa/,"distress, anguish, affliction, tribulation, Romans",
𐌰𐌲𐌲𐍅𐌿𐍃,,"narrow, strait, Gothic Bible, Matthew 7:13–14:, 𐌹̈𐌽𐌽𐌲𐌰𐌲𐌲𐌰𐌹𐌸",
𐌰𐌲𐌹𐍃,,"fear, Synonym: 𐍆𐌰𐌿𐍂𐌷𐍄𐌴𐌹 (faurhtei)",*agaz
𐌰𐌲𐌹𐍃𐌻𐌴𐌹𐌺𐍃,,"terrible, fearful",
𐌰𐌲𐌻𐌰𐌹𐍄𐌲𐌰𐍃𐍄𐌰𐌻𐌳𐍃,,shamelessly greedy,
𐌰𐌲𐌻𐌰𐌹𐍄𐌴𐌹,,"fornication, lustfulness, lewdness, lasciviousness",
𐌰𐌲𐌻𐌰𐌹𐍄𐌹,,"lewdness, lasciviousness",
𐌰𐌲𐌻𐌰𐌹𐍄𐌹𐍅𐌰𐌿𐍂𐌳𐌴𐌹,,shameful or obscene speech,
𐌰𐌲𐌻𐌹𐌸𐌰,/aɣliθa/,tribulation,
𐌰𐌲𐌻𐌾𐌰𐌽,,"to hurt, injure, damage",
𐌰𐌲𐌻𐌿𐌱𐌰,,with difficulty,
𐌰𐌲𐌻𐌿𐍃,,difficult,
𐌰𐌲𐌻𐍃,,"shameful, humiliating, awkward",*aglaz
𐌰𐌲𐌻𐍉,/ˈaɣloː/,"trouble, tribulation, suffering, anguish",
𐌰𐌲𐌿𐍃𐍄𐌿𐍃,,"Augustus, the Roman emperor",
-𐌰𐌲𐍃,,Alternative form of -𐌲𐍃 (-gs),
𐌰𐌵𐌹𐌶𐌹,/ˈa.kʷi.zi/," (hapax) axe (tool for felling trees), 4th Century,",*akwisī
𐌰𐌶𐌲𐍉,/ˈazɡoː/,"ash, 6th century, Wulfila, Codex Argenteus, Matthew",
𐌰𐌶𐌴𐍄𐌰𐌱𐌰,,"easily, gladly",
𐌰𐌶𐌴𐍄𐌹,,"ease, comfort",
𐌰𐌶𐍅𐌼𐌿𐍃,/ˈazymus/,"unleavened bread, Mark 14:12:, 𐌾𐌰𐌷 𐌸𐌰𐌼𐌼𐌰 𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐌹𐌽",
