L2_orth,L2_ipa,L2_gloss,L2_etym
Ø,,"The third person singular, and second person singular, dual and plural agent marker.
пыӈлулатки (Ø-пӈылулатки)we asked him
туткынин туюн (Ø-туткынин туюн)she is eating the food",
А,,"The first letter of the Alutor alphabet, written in the Cyrillic script.",
ав'алмиӄ,,"tinder, dry sticks and fibre used to help light a fire.,",
акык,/ˈa.kək/,"son, Гыммы такканналгынкув'в'атавыткын.I am making",
алаал,/aˈla.al/,"summer, Гаалаалруг'ылӄив яӄяӄу яллат.When summer had",
анутваны,/aˈnut.va.nə/,"summer camp, a place where children are housed during",
асги,/ˈas.ɣi/,"today, now
асги гымньанньус ал аӄлавулка тыгакаӈылг'атыткын. [1]Today I go by reindeer sled without my husband.",
аӈӄан,/ˈaŋ.qan/,"sea, Тэӈатки мытаратмык аӈӄаӈ.We fell into the sea",
в'ала,/ˈwa.la/,"knife, Матка талгуӈи гав'алата?Will he kill the reindeer",
в'апаӄ,/ˈwa.paq/,"fly agaric
Мытнуткына мури в'апаӄав'в'иWe (two) are eating fly agarics
Гуттаӄу в'апаӄав'в'и иньас иллаыткынав'в'иThese fly agarics are enough",
-в'в'и,/w.wi/,"Used to form the plural form of regular nouns.
тылгылӈын → тылгув'в'и = finger → (many) fingers
ӄураӈа → ӄурав'в'и = reindeer → (many) reindeers",
в'унук,/ˈwu.nuk/,"to crack nuts
В'унуткын тита мильут итти.He was crushing nuts when a reindeer appeared.
Тытоюсав'ӈык уньуньу в'унук.She thought the child how to crush nuts.",
в'ытв'ыт,/ˈwət.wət/,"leaf
Итыткылат в'ытв'ыта нуталӄык.There are leaves on the ground.
Гаӈарӈарруг'ылӄив в'ытв'ытув'в'и араллат аӈӄаӈ.When autumn came, the leaves fell into the sea.",
виг'э,/ˈvi.ʕe/,"grass, Кэӈа талаӈи виг'э.The bear wanted to walk on",
г'игылӈын,/ʕiˈɣəl.ŋən/,"(male) wolf, Г'ига ӄураӈа гатулин.It appears a wolf",
