L2_orth,L2_ipa,L2_gloss,L2_etym
lor,,,
㕭,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㕰,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㕳,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㕶,,an expletive or exclamation,
㕸,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㕺,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㕼,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㖁,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㖂,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㖃,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㖄,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㖅,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㖇,,to sip,
㖏,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㖐,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㖔,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㖦,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㘀,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㘊,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㘋,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㘌,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㘑,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㘙,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㠜,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨅,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨉,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨌,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨍,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨎,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨏,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨐,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨑,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨒,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨓,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨔,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨕,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨙,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨚,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨜,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨝,,to wedge in,
㨞,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨟,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨠,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨡,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨢,,to join,
㨤,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨨,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨭,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨯,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨱,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨲,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨵,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨶,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨷,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨸,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨹,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨺,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨻,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㨼,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㩈,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㩊,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㩋,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㩌,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㩍,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㩎,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㩕,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㩖,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
㩙,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
