L2_orth,L2_ipa,L2_gloss,L2_etym
's,,"(Sette Comuni) the; definite article for two declensions:,",
's,,(Sette Comuni) Alternative form of es (“it”),
's,,(Sette Comuni) Alternative form of es (“it”),
'z,,(Luserna) it,
a,,"(Luserna) a, an, Maria iz a lavròunaren. ― Maria is",
å,,"(+ dative) on; For stationary objects, e.g. It is on",an
å,,"(Luserna) on, onward",an
aabend,,"(Sette Comuni) evening, Kan aabende roat, de zéechta",ābent
aadar,,"(Sette Comuni) vein, De khröol zèint ane aadarn.The",āder
aala,,"(Sette Comuni) bradawl, Dar suustar nützet d'aala so",āle
aan,,"(+ dative) on; For stationary objects, e.g. It is on",an
aan,,"(Sette Comuni) on, onward",an
aanbórtan,,"(Sette Comuni) to answer, Aanbóorte bóol odar sbàig.Answer",
aanléghe,,"(Sette Comuni) garment, piece of clothing, Amme bìntare,",
aanlòoneg,,"(not comparative) lone, solitary, (comparative) lonely",
aanlòonekhot,,"solitude, loneliness, Léeban in lòonekhot tüut bóol",
aanrüufan,,"(Sette Comuni) to endorse, support, Dar baatar hat",
aapar,,"(Sette Comuni) snow-free place, ghéenan àus bor d'éeparewalking",
aaparan,,"(Sette Comuni, of snow) to thaw",
aars,,"buttocks, Habanten 's püuble net gabòlghet, dar baatar",ars
aatom,,"(Sette Comuni) breath, Bénne dar aatom khìmmet net",Atem
aatom,,"(Sette Comuni) moment, instant, Ich kìmme sònname aatome.I'll",Atem
aatom,,"(Sette Comuni) moment, instant, Ich kìmme sònname aatome.I'll",Atem
abar,,"(Sette Comuni) down, khàmman abar ― to come down, Synonyms:",
abarbissar,,"(Sette Comuni) an ignorant person, idiot, An abarbissar",
abarkhemmar,,(Sette Comuni) descendant,
abas,,(Luserna) evening,
abe,,"down, south, down south, Ich ghéa abe kan Ròome.I'm",
abedékhinghe,,"discovery (act or instance of finding something out),",
abeziang,,"(Luserna, of clothing) to take off",
abito,,dress (of a woman),
abrèl,,"(Luserna) August, Synonym: aprile",
achte,,"(Sette Comuni, Luserna) eight, Achte zèint sbéen béerte",ahte
achtete,,(Sette Comuni) eighth,ahtode
achtete,,"(Sette Comuni) the eighth one, Dar achtete khimmet",ahtode
achtzane,,"(Luserna, Sette Comuni) eighteen, zibantzane, achtzane,",ahzehen
achtzante,,(Sette Comuni) eighteenth,achtzane
achtzante,,(Sette Comuni) the eighteenth one,achtzane
achtzekh,,(Luserna) eighty,ahzec
adlar,,"eagle, earn",
affa,,"(Sette Comuni) toad, De affa ist an óarnes badar nöotighes",
agale,,"(Sette Comuni) fishbone, Biss bör péssor ane agale.The",
