L2_orth,L2_ipa,L2_gloss,L2_etym
一等,,"one, c. 750,  月明師 (Wolmyeongsa),  “祭亡妹歌 (Jemangmae-ga)”,",
上只,,(hapax) top; above,
不冬,,"not; negates a verb, c. 965,  均如 (Gyunyeo),  “恒順衆生歌",
不只,,cannot; denotes inability to carry out the verb,
不知,,"Particle negating an adjacent noun or noun phrase.,",
世理,,"world
737,  信忠 (Sinchung),  “怨歌 (Won-ga)”, in  三國遺事 (Samguk Yusa) [Memorabilia of the Three Kingdoms]:世理都之叱逸烏隱第也It is after all the world has become like this",
丘物叱丘物叱,,"(hapax) moving slowly in succession
c. 965,  均如 (Gyunyeo),  “恒順衆生歌 (Hangsunjungsaeng-ga)”, in  均如傳 (Gyunyeo-jeon) [Works of Gyunyeo]:法界居得丘物叱丘物叱爲乙*PEP.KYEY kotok kwumulskwumuls HO-norfor [the sentient beings] are moving slowly in succession, filling the world of dharma",
中,,"in; at; amid (locative case marker, attested in isolation only before the eleventh century)
c. 690,  得烏 (Deugo),  “慕竹旨郞歌 (Mojukjirang-ga)”, in  三國遺事 (Samguk Yusa) [Memorabilia of the Three Kingdoms]:蓬次叱巷中宿尸夜音nights where you will sleep in a village of mugwort plants
c. 740,  忠談師 (Chungdamsa),  “讚耆婆郞歌 (Changiparang-ga)”, in  三國遺事 (Samguk Yusa) [Memorabilia of the Three Kingdoms]:川理叱磧惡希by the side of the stream
c. 965,  均如 (Gyunyeo),  “常隨彿學歌 (Sangsubulhak-ga)”, in  均如傳 (Gyunyeo-jeon) [Works of Gyunyeo]:命乙施好尸歲史中置even in the age that I cast my life away",
乃,,"to speak; to say
c. 1250,  Interpretive gugyeol glosses to the Golden Light Sutra:佛隱[言]乃示尸善男子良五種法乙依良PWUTHYE-n nwoy-si-l SYEN.NAM.CO-ya WO.CYONG.PEP-ur UY[?]-aAs for the Buddha, his [honored] sayings: ""O good men! Rely on the Five Laws, and...""(N.B. Gugyeol glyphs are given in non-abbreviated forms. Bracketed terms were ignored when read.)",
乎,,A syllabic phonogram denoting either final syllable,
乎,,"A very common verbal suffix, sometimes called the ""modulator""",
乎,,An adverb-deriving suffix.,
乎,,"Form with modulator suffix of 爲 (*ho(y)-, “to do”)",
乎,,"A very common verbal suffix, sometimes called the ""modulator""",
乎,,An adverb-deriving suffix.,
乎,,"Form with modulator suffix of 爲 (*ho(y)-, “to do”)",
乎,,An adverb-deriving suffix.,
乎,,"Form with modulator suffix of 爲 (*ho(y)-, “to do”)",
乎,,"Form with modulator suffix of 爲 (*ho(y)-, “to do”)",
乙,,A consonantal phonogram denoting coda consonant *-r,
乙,,"Accusative case marker, 1120,  King Yejong of Goryeo,",
乙,,"Accusative case marker, 1120,  King Yejong of Goryeo,",
二尸,,"two, c. 760,  希明 (Huimyeong),  “禱千手觀音歌 (Docheonsugwaneum-ga)”,",
佛體,,"Buddha, c. 965,  均如 (Gyunyeo),  “普皆廻向歌 (Bogaehoehyang-ga)”,",
倭理,,"(hapax) the Japanese, c. 600,  融天師 (Yungcheonsa), ",
入乙,,"(hapax) to enter
c. 1200,  Interpretive gugyeol glosses to the Avatamsaka Sutra, vol. 14, page 04.19:無依處良中入乙飛立MWU.UY.CHYE-akuy TUr-no-syeMay you enter the place of non-attachment(N.B. Gugyeol glyphs are given in non-abbreviated forms.)",
初叱音,,the first time,
利,,"and (connecting particle for nouns)
mid-6th century,  Wooden Tablet #221 from Seongsan Sanseong, Haman:人次人嗚many people [lit. people and people] lamented
c. 965,  均如 (Gyunyeo),  “隨喜功德歌 (Suhuigongdeok-ga)”, in  均如傳 (Gyunyeo-jeon) [Works of Gyunyeo]:佛伊衆生毛叱所只so that there is no [more] ""Buddha and the sentient beings""
10th century,  Interpretive jeomto gugyeol glosses to Volume 20 of the Jinbon Avatamsaka Sutra:一切諸佛刂菩薩Each and every Buddha and bodhisattva",
勤火叱,,"diligently
c. 1200,  Interpretive gugyeol glosses to the Avatamsaka Sutra, vol. 14, page 11.04:勤火叱佛功德乙修飛利㢱*[?]-pos PWUL.KWONG.TEK-ur TASKO-no-l-i-myeIt being that one will diligently cultivate the Buddha's good works(N.B. Gugyeol glyphs are given in non-abbreviated forms.)",
十尸,,"ten
c. 1170,  Interpretive gugyeol glosses to the Avatamsaka Sutra, vol. 35, page 26:11—12:十尸 種叱無盡乙[有]斗良YEl KAc MWU.CIN-ur twu-eIt has ten kinds of inexhaustibilities(N.B. Gugyeol glyphs are given in non-abbreviated forms. Bracketed terms were ignored when read.)",
又,,"we, us, c. 1170,  Interpretive gugyeol glosses to the",
只,,A consonantal phonogram denoting coda consonant *-k.,
只,,An emphatic particle attached to the connective form,
只,,The meaning of this term is uncertain. It usually appears,
只,,An emphatic particle attached to the connective form,
只,,The meaning of this term is uncertain. It usually appears,
只,,The meaning of this term is uncertain. It usually appears,
叱,,A consonantal phonogram denoting coda consonant *-s,
叱,,"Genitive case marker, chiefly for inanimate nouns.",
叱,,"Genitive case marker, chiefly for inanimate nouns.",
吾里,,"(hapax) we; us; our, c. 965,  均如 (Gyunyeo),  “請佛住世歌",
國惡,,"(hapax) country, 765,  忠談師 (Chungdamsa),  “安民歌 (Anmin-ga)”,",
在,,"to exist, to be at
Synonym: 有叱 (*Is-)",
城叱,,"(hapax) castle, fortress",
天乙,,"(hapax) sky; heaven
1120,  King Yejong of Goryeo,  “悼二將歌 (Doijang-ga)”, in  平山申氏系譜 (Pyeongsan Sin-ssi Gyebo) [Genealogy of the Pyeongsan Sin descent group]:心聞際天乙及昆*MOSOm-on KOS-HANOr MISkwonthe heart reaches onto the extremities of heaven",
如,,"The declarative mood sentence-final verbal suffix.,",
如,,The imperfective aspect verb-internal suffix.,
如,,The imperfective aspect verb-internal suffix.,
尸,,A consonantal phonogram denoting coda consonant *-l,
尸,,"The irrealis/prospective verbal gerund-marking suffix:,",
尸,,A genitive case marker chiefly attested after honored,
尸,,"The irrealis/prospective verbal gerund-marking suffix:,",
尸,,A genitive case marker chiefly attested after honored,
尸,,A genitive case marker chiefly attested after honored,
岩乎,,(hapax) rock,
川理,,"(hapax) stream
c. 740,  忠談師 (Chungdamsa),  “讚耆婆郞歌 (Changiparang-ga)”, in  三國遺事 (Samguk Yusa) [Memorabilia of the Three Kingdoms]:川理叱磧惡希*NAli-s COPYek-huyBy the pebbles of the stream",
心音,,"mind
c. 965,  均如 (Gyunyeo),  “請佛住世歌 (Cheongbuljuse-ga)”, in  均如傳 (Gyunyeo-jeon) [Works of Gyunyeo]:吾里心音水淸等that the water of our minds is clear",
慕理,,"(hapax) to long for; to miss [someone]
c. 690,  得烏 (Deugo),  “慕竹旨郞歌 (Mojukjirang-ga)”, in  三國遺事 (Samguk Yusa) [Memorabilia of the Three Kingdoms]:慕理尸心未行乎尸道尸*KUli-lq MOSOm-oy NYE-wo-lq KIlhThe path that the longing mind is on",
