L2_orth,L2_ipa,L2_gloss,L2_etym
A,,"The first letter of the Maori alphabet, written in the Latin script.",
a,,of,
aha,,what (interrogative pronoun),
ahakoa,,although,
ahau,,Alternative form of au,
ahi,,fire (oxidation reaction),
Ahitereiria,,Australia (a continent and country in Oceania),Australia
Ahuriri,,Napier (a city in New Zealand),
ahuwhenua,,"industrious, hard-working",
ahuwhenua,,agriculture,
aihe,,"The short-beaked common dolphin, Delphinus delphis",
aihikirīmi,/ai̯.hi.kriː.mi/,ice cream,ice cream
Airangi,,"Ireland (a country in Europe)
Synonym: Airani",
Airani,,"Ireland (a country in Europe)
Synonym: Airangi",
aitu,,"(mythology) atua of disaster and death, demons, sickness,",
aitu,,"sorrowful, woeful",
aka,,root (of plant),
akiri,,"to discard, reject",
ako,,to learn,
aku,,"my (when talking of more than one thing), Ko aku tīpuna",
amo,,carry (on a litter),
amokura,,red-tailed tropicbird,
ana,,cave,
Anakora,,Angola (a country in Africa),
anaterope,,antelope,antelope
-anga,,"-ness, -ity (derived noun suffix)",
angengi,,a type of fish (clarification of this definition is needed),
Ani,,"A female given name, equivalent to English Ann.",
anuanu,,aversion,
anuhe,,"caterpillar of the convolvulus hawk-moth (Agrius convolvuli)
Synonyms: āwheto, hōtete, huarangi, mūharu, mūwharu, ngurengure",
anō,,again,
ao,,daytime,
ao,,world,
ao,,cloud,
ao,,world,
ao,,cloud,
ao,,cloud,
Aoraki,[ˈaɔɾaki],(southern dialect) Mount Cook (tallest mountain in,
Aotearoa,/aɔˈtearɔa/,"(obsolete) North Island (of New Zealand), New Zealand",
ara,,"path (a trail for the use of, or worn by, pedestrians),",
ara,,"to rise up, awake, arise, revive, Nā tētahi nūpepa",
ara,,"to rise up, awake, arise, revive, Nā tētahi nūpepa",
Aranga,,(holiday) (Te ~) Easter,
Arapeinia,,Albania (a country in Europe),
arero,,(anatomy) tongue,
arewhana,,elephant,elephant
ariki,,"paramount chief of a tribe, the most senior by descent",
aro,,"front (facing side), Kua maringi i a koe ki runga i",
aro,,"(transitive) to turn toward something or someone, Me",
aroha,,Love.,
aronga,,definition,
aru,,"to chase, to follow",
ata,,shadow,
atanga,,"(computing) interface, Synonym: tāhono",
ate,,(anatomy) liver (organ of the body),
atekōkiri,,driver (program acting as interface between an application,
Atepaihānia,,Azerbaijan (a country in Europe and Asia),
Ateria,,Austria (a country in Europe),
ato,/a.to/,"to thatch, I taua moutere ka atohia ngā whare ki ngā",
atua,,god (deity),
au,,"I (personal pronoun), me (direct object of a verb),",
au,,current (water),
au,,current (water),
aua,,herring,
auahi,,smoke,
auau,,To bark,
auau,,Bark (of a dog),
