L2_orth,L2_ipa,L2_gloss,L2_etym
،,,The Persian comma punctuation mark.,
؛,,The Persian semicolon punctuation mark.,
؟,,"the Persian question mark
‏ببخشید؟‎‎ ― bebaxšid? ― Excuse me?",
ء,/ʔ/,Hamzeh. Its name is همزه‎.,
آ,/ɒː/,alef-e madde,
آ,/ɒː/,present stem form of آمدن‎,
آئین,,"institution, rite, ceremony, custom, ordinance, canon,",
آئینه,,mirror,
آب,/ɑːb/,"water, liquid, juice, river, honour, reputation, standing",
آباد,/ɑːbɑːd/,"inhabitable, inhabited, populous, cultivated, good,",
آباد,/ɑːbɑːd/,"a city, building, habitation, an open plain, the Kaʻba",
آباد,/ɑːbɑːd/,"Forms names of towns and populated or inhabited areas.,",
آبادان,[ʔɒːbɒːd̪ɒn],cultivated or inhabited place,
آبادان,[ʔɒːbɒːd̪ɒn],"cultivated, inhabited",
آبادان,[ʔɒːbɒːd̪ɒn],Abadan (a city in Iran),
آبادانی,,"development, improvement, advancement, prosperity,",
آبادی,,"village, prosperity",
آبان,/ɒːbɒːn/,"Aban, the eighth month of the solar Persian calendar.,",
آباژور,[ʔɒbɒˈʒuːɾ],lampshade,
آبتنی,[ɒːbt̪ʰæˈniː],bathing,
آبجو,,beer,
آبجی,,sister,
آبدست,/ɑːbdast/,"(archaic, Islam) abdest, wudu, Synonym: وضو‎ (vozu),",
آبراهامیان,,"A  surname, from Armenian​.",
آبرو,[ɒːb(e)ˈɾuː],"face, honour, reputation, standing",
آبروی,[ɒːb(e)ˈɾuːj],Alternative form of آبرو‎,
آبزن,[ʔɒːbˈzæn],"bath, pool",
آبزی,,marine,
آبزی,,aquatic,
آبستن,,"pregnant
Synonyms: حامله‎ (hâmele), باردار‎ (bârdâr)",
آبستنی,,pregnancy,
آبسنگ,,reef,
آبسه,,abscess,
آبشار,/ɑːbʃɑːɾ/,waterfall,
آبشخور,,trough,
آبشینه,,"Abshineh, village in Hamadan province of Iran",
آبله,,(pathology) smallpox,
آبلیمو,/ɒːbliːˈmuː/,"lemon juice, lime juice, lemonade, limeade",
آبنوس,/ɑːbnuːs/,ebony,
آبچین,[ʔɒːbˈt͡ʃʰin],"towel (cloth used for wiping)
Synonym: حوله‎ (howle)",
آبکند,,"ravine, Synonym: دَرّه‎ (darre), gully, gorge",
آبیاری,,irrigation,
آتشکده,,fire temple,
آجر,/ɑːd͡ʒuɾ/,burned brick,
آخ,/ɒːχ/,ouch,
آختن,[ɒːxˈt̪ʰæn],"to draw out, to pull up, to extract",
آخر,/ɒːxæɾ/,last,
آخر,/ɒːxæɾ/,"at last, finally",
آخر,/ɒːxæɾ/,"end, 1967,  Samad Behrangi,  ماهی سیاه کوچولو [The",
آدرس,/ɒːdɾes/,"address, ‏آدرس فرستاده‎ ― âdres-e ferestâde ― sender",
آدم,/ɑːdam/,"human, person, man, bloke, man (A person, usually male,",
آدم,/ɑːdam/,"(religion) Adam, A male given name, Adam.",
آدمکش,[ɒːd̪æmˈkʰoʃ],"assassin, murderer",
آدینه,/ɑːdiːna/,"Friday, Synonym: جمعه‎ (jom'e)",
آذر,/ɑːzaɾ/,(archaic) fire,
آذر,/ɑːzaɾ/,"Azar (the ninth month of the solar Persian calendar),",
آذرآبادگان,,Alternative form of آذربایجان‎,
آذرآبادگان,,fire temple,
آذربایجان,/ɑːzaɾbɑːjd͡ʒɑːn/,"Azerbaijan (a region in northwestern Iran), Azerbaijan",
آذربایجانی,,"Azerbaijani, Azeri",
آذربایجانی,,"Azerbaijani, Azeri (person)",
آذرخش,/ɑːðaɾaxʃ/,"lightning, Synonym: صاعقه‎ (sâ'eqe)",
آذرگون,,marigold (Calendula officinalis),
آذری,,"Azerbaijani, Azeri",
آذری,,"Azerbaijani, Azeri (person)",
آذوقه,,provision,
آذین,,"ornament, decoration",
آرارات,,Ararat (mountain),
آراستن,,"to arrange, to array, to decorate, to adorn",
آرام,/ɑːɾɑːm/,"quiet, calm, tranquil, relaxed, ‏اقیانوس آرام‎ ― oqyânus-e",
آرام,/ɑːɾɑːm/,"quiet, calm, rest, tranquility, peace, c. 1100,  Omar",
آرام,/ɑːɾɑːm/,"A female or male given name, Aram.",
آرامش,[ɒːɾɒːˈmeʃ],quietness,
آرامی,,calm,
آرامی,,Aramaic,
آرامی,,Aramaic,
آرامی,,Aramaic,
آرامی,,Aramaic,
آرایش,/ɑːɾɑːjiʃ/,makeup (colorants and other substances applied to the,
آرتساخ,,Artsakh,
آرتور,,"A male given name, Arthur, from English.",Arthur
آرد,/ɑːɾd/,flour,
آرزو,/ɑːɾ(i)zuː/,"desire, wish, hope",
آرزو,/ɑːɾ(i)zuː/,"A female given name, Arezoo, Arezou, Arezu, or Arzu,",
آرزومند,[ɒːɾezuːˈmæːnd̪],"wishful, desirous; eager",
آرش,[ʔɒːˈɾæʃ],"A male given name, Arash.",
