L2_orth,L2_ipa,L2_gloss,L2_etym
𐤀𐤁,,father,
𐤀𐤁,,Alternative form of 𐤁‎ (b /bi/),
𐤀𐤁,,Alternative form of 𐤁‎ (b /bi/),
𐤀𐤁𐤍,,"stone, rock",
𐤀𐤃𐤍,,"sir, lord",
𐤀𐤇,/ʔoːħ/,brother,
𐤀𐤇𐤃,,one,
𐤀𐤇𐤕,/ʔaħoːtʰ/,sister,
𐤀𐤇𐤕,/ʔaħoːtʰ/,one,
𐤀𐤇𐤕,/ʔaħoːtʰ/,one,
𐤀𐤋,/ʔil/,"god, deity",
𐤀𐤍𐤊,/ʔaniːkʰ(i)/,I,
𐤀𐤍𐤊𐤉,,"Alternative spelling of 𐤀𐤍𐤊‎ (ʾnk, “I”)",
𐤀𐤎𐤕,/ʔit͡sʰtʰ/,wife,
𐤀𐤓𐤁𐤏,,four,
𐤀𐤓𐤎,,Alternative form of 𐤀𐤓𐤑‎ (ʾrṣ),
𐤀𐤓𐤑,/ʔart͡sʼ/,"earth, land",
𐤀𐤔,,man,
𐤀𐤔,,"who, where",
𐤀𐤔,,"who, where",
𐤀𐤕,,Used to introduce a semantically definite direct object,
𐤀𐤕,,you (masculine second person singular personal pronoun),
𐤀𐤕,,you (masculine second person singular personal pronoun),
𐤀𐤕𐤀,,Form of 𐤀𐤕 including third-person masculine singular,
𐤀𐤕𐤀,,Form of 𐤀𐤕 including third-person feminine singular,
𐤀𐤕𐤀,,Form of 𐤀𐤕 including third-person feminine singular,
𐤁𐤀,,"to come, c. 189 BCE,  Plautus,  Poenulus, line 941:Con",
𐤁𐤉𐤍,,son,
𐤁𐤍,,son,
𐤁𐤍𐤕,/bintʰ/,daughter,
𐤁𐤏𐤋,/baʕl/,"lord, master, Baal, burgher, citizen",
𐤁𐤕,/biːtʰ/,house,
𐤂𐤃,/ɡid/,"coriander, 40 CE – 90 CE, Dioscorides, De Materia Medica",
𐤂𐤃𐤓,/ɡaːdeːr/,"wall, compound",
𐤂𐤃𐤓,/ɡaːdeːr/,"Gades, the ancient Punic settlement at Cádiz, Spain",
𐤂𐤆𐤓,/ɡid͡zaɾ/,"earthnut, kippernut, 40 CE – 90 CE, Dioscorides, De",
𐤃𐤁𐤓𐤕,/dobrotʰ/,wasp,
𐤃𐤌,/dom/,blood,
𐤄,/haː/,the,
𐤄𐤀,,he,
𐤄𐤀,,she,
𐤄𐤀,,she,
𐤄𐤉,,(Late Punic) she,
𐤆𐤓𐤀,/d͡zira/,seed,
𐤇𐤃,,(Late Punic) one,
𐤇𐤋𐤁,/ħaliːb/,milk,
𐤇𐤌𐤋𐤒𐤓𐤕,,"A male given name, most notably borne by general Hamilcar",
𐤇𐤍𐤁𐤏𐤋,/ħanˈniːbaʕl/,"A male given name from Carthage, most notably borne",
𐤇𐤑𐤓,,"grass, weed, herb",
𐤇𐤑𐤓,,"settlement, fortified locality, courtyard, walled court",
𐤇𐤑𐤓,,"settlement, fortified locality, courtyard, walled court",
𐤇𐤓𐤑,,gold,
𐤉𐤁𐤋,,"ram, he-goat, 1962,  Donner, Herbert; Röllig, Wolfgang,",
𐤉𐤁𐤋,,"dogtooth grass (Cynodon dactylon), 40 CE – 90 CE, Dioscorides,",
𐤉𐤁𐤋,,"dogtooth grass (Cynodon dactylon), 40 CE – 90 CE, Dioscorides,",
𐤉𐤍,/jeːn/,wine,
𐤉𐤓𐤇,/jiraħ/,"moon, month",
𐤊𐤋𐤁,/kʰalb/,dog,
𐤊𐤋𐤌,/kʰuːluːm/,"common knotgrass, Polygonum aviculare, 40 CE – 90 CE,",
𐤊𐤌𐤍,/kʰammaːn/,"cumin, 40 CE – 90 CE, Dioscorides, De Materia Medica",
𐤋𐤁,/lib/,heart,
𐤋𐤁𐤍,/labaːn/,white,
𐤋𐤅𐤕,,"Etruscan honeysuckle, Lonicera etrusca, 40 CE – 90",
𐤋𐤔𐤍,/lisaːn/,tongue,
𐤌𐤀𐤕𐤌,,two hundred,
𐤌𐤉𐤒𐤃𐤔,,(Late Punic) sacred place,
𐤌𐤍𐤌,,anything,
𐤌𐤎𐤐𐤓,/mit͡sʰpar/,number,
𐤌𐤒𐤌,/makʼom/,city,
𐤍𐤃𐤓,/nidr/,vow,
𐤏𐤁𐤃,/ʕabd/,"slave, servant, 2nd Century B.C.E., Cippi of Melqart,",
𐤏𐤆𐤓𐤁𐤏𐤋,/ʕad͡zˈroːbaʕl/,"A male given name from Carthage, most notably borne",
𐤏𐤋𐤌,/ʕuːloːm/,eternity,
𐤏𐤑,/ʕit͡sʼ/,tree,
𐤏𐤔𐤓,,ten.,
𐤏𐤔𐤓𐤕,,(Late Punic) ten,
𐤐,/peː/,mouth,
𐤐𐤋𐤔,,architect,
𐤐𐤍,/pani/,face,
𐤐𐤔𐤕,/pistʰ/,"flax, linen",
𐤒𐤋,/kʼuːl/,voice,
𐤒𐤍𐤀,/kʼanaː/,"cane, reed, CIS 3889 (in Part I. Tome III, first fascicle),",
𐤒𐤓𐤀,,"to call, to read",
𐤒𐤓𐤕𐤇𐤃𐤔𐤕,,Carthage,
𐤒𐤔𐤀,/kʼissuːʔ/,"cucumber, 40 CE – 90 CE, Dioscorides, De Materia Medica",
𐤓𐤀𐤔,/ruːʔs/,head,
𐤔𐤁𐤏𐤕,,seven,
𐤔𐤋𐤀,,his,
𐤔𐤋𐤀,,her,
𐤔𐤋𐤀,,her,
𐤔𐤋𐤉,,my,
𐤔𐤋𐤌,,peace,
𐤔𐤋𐤌,,their (masculine or mixed group),
𐤔𐤋𐤌,,their (masculine or mixed group),
𐤔𐤋𐤔,/saluːs/,three,
𐤔𐤌,/sim/,name,
𐤔𐤌𐤔,/sams/,sun,
𐤔𐤍,,two,
𐤔𐤏𐤋𐤔,,three,
𐤔𐤏𐤓,/saʕr/,"gate (of a city, temple etc.)",
