L2_orth,L2_ipa,L2_gloss,L2_etym
abril,,April,
acahya,,companion.,
achakalin,,shrimp,
achi,,a little.,
achtihuiehquetl,,The oldest son or daughter.,
achtohui,,first.,
achtohui,,before.,
agosto,,August,
ahacatl,,wind.,
ahahuilli,,Obsolete spelling of ahawilli,
ahakatl,,wind,
ahqueya,,who?,
ahqui,,to swim.,
ahsi,,to arrive.,
ahuacacuahuitl,,avocado tree.,
ahuacatl,,Obsolete spelling of awakatl,
ahuiyac,,Obsolete spelling of awiyak,
akachikiwitl,,basquet cane,
aketzpalin,,aligator,
alaxox,[ˈala.ʃoːʃ],orange[1],
altepetl,,"altepetl, city, town.",
altepetlehquetl,,"the inhabitant of an altepetl, town.",
ama,,now,
amacamanalli,,map.,
amantzi,,right now,
amatl,,"paper., book.",
amatlahcuilolli,,A letter.,
amelli,,well.,
amigo,,friend,
amohuanti,,second person; you (plural),
apipiyalotl,,dragonfly,
aqui,,to be (negative).,
atemitl,,river.,
atl,,water,
atli,,to drink water.,
awakatl,/aːwakatɬ/,"(Ixcatepec, Tantoyuca, Tepetzintla and Temapache) avocado",
ax,,not,
axcahua,,sheep.,
axcaneli,,ant.,
axtle,,"no, negative response.",
aya,,not yet,
ayohtli,,"gourd, squash.",
ayotl,,turtle.,
azoltic,,blue.,
burro,,donkey.,
cafe,,coffee,
cahualtoahui,,widow (female).,
cahualtotlayi,,widow (male).,
cahuatlehco,,to ride a horse.,
cahuayo,,Obsolete spelling of kawayo,
calaqui,,to enter.,
calendario,,calendar,
cali,,"Alternative spelling of calli, house.",
caltlacatl,,person.,
camanalli,,"word., language.",
camohtli,,sweet potato.,
campa,,where,
canque,,where,
carro,,"car., chariot.",
cartilla,,"card, book",
caxtiltecacamanali,,Alternative spelling of caxtiltecacamanalli.,
caxtiltecacamanalli,,the Spanish language.,
caxtolli,,fifteen.,
cayochi,,fox.,
ce,,one.,
cecuiliztli,,the cold.,
cenquiztoc,,pure.,
chichiltic,,Obsolete spelling of chichiltik,
chichiltik,,red,
chicnahui,,nine.,
chicuace,,six.,
chilcaxitl,,"Molcajete, a traditional Mexican stone tool, equivalent",
chivo,,goat,
chocolatl,,chocolate,
cholohua,,to flee.,
ciento,,hundred.,
cihuamizto,,(female)cat,
cihuapil,,Obsolete spelling of siwapil,
cihuatl,,Obsolete spelling of siwatl,
cilchilli,,pequin pepper.,
ciltomatl,,tomatillo,
cimolotl,,cob(corn).,
cincuahuitl,,cuttings.,
cinolotl,,cob(corn).,
cintli,,corncob,
cochi,,to sleep.,
cocoliztli,,sickness.,
cocotl,,"wound, sore.",
cocoxquetl,,Obsolete spelling of kokoxketl,
cohuatl,,Obsolete spelling of kowatl,
comalli,,Obsolete spelling of komalli,
comitl,,"pot, pan.",
conepiya,,to have a child.,
conetl,,Obsolete spelling of konetl,
costlaquemitl,,"Alternative spelling of coztlaquemitl, pancho.",
coto,,shirt.,
coxtalli,,a sack.,
coyotl,,Obsolete spelling of koyotl,
coztic,,Obsolete spelling of kostik,
coztlaquemitl,,pancho.,
cuacamohtli,,yuca.,
cuacarro,,"car., chariot.",
cuahuitl,,Obsolete spelling of kuawitl,
cualantoc,,angry,
cualca,,early.,
cualli,,good.,
cualli,,well.,
cualtitoc,,"fine, ok.",
cuapelechi,,Obsolete spelling of kuapelechin,
cuatitlamitl,,forest.,
cuatitlanehquetl,,"mountain inhabitant., forest animal",
cuatlahcayotl,,fruit.,
cuatochi,,Obsolete spelling of kuatochin,
cuatopilli,,"rod., wooden spear.",
cuaxilocuahuitl,,banana tree.,
cuaxilomiltitla,,banana plantation.,
cuaxilotl,,Obsolete spelling of kuaxilotl,
cuecuetzi,,tiny.,
cueyitl,,skirt.,
cuitlapil,,"tail, rear.",
cuitlatl,,"excrement, feces.",
diciembre,,December,
ehquetl,,being.,
ehua,,to be from.,
elchiqui,,rib (anatomy).,
elhuicac,,heaven.,
elhuicactli,,the sky.,
eli,,to be.,
elotl,,A fresh ear of corn.,
eltlapal,,wing.,
eltoc,,to be.,
eltoya,,very,
enero,,January,
escuela,,school,
estado,,state,
estli,[ˈes.tɬi],"Alternative spelling of eztli, blood.",
etixtli,[eˈtiʃ.tɬi],Dough made from ground beans.,
etl,,bean.,
etzontli,,a bean bush.,
exinachtli,,bean seed.,
eyi,,three.,
eyoli,,bean seed.,
eztli,,Obsolete spelling of estli,
familia,,family.,
gobierno,,government.,
hasta,,until,
hora,,hour.,
huacax,,cow,
huacaxcuitlatl,,cow manure.,
huactlatlaxixtli,,tuberculosis.,
huahca,,then; at that time; next.,
huampo,,friend.,
huapalli,,"board, plank.",
huehca,,"far away, distant.",
huehcapa,,above,
huehcapan,,"lineage, ancestry",
huehcapantic,,tall.,
huehcatla,,deep.,
huehuecafentzontli,,an old coffee tree.,
huehuentzi,,old.,
huehuentzi,,old man.,
hueyatl,,river.,
hueyi,,"big, great.",
hueyinana,,grandmother.,
hueyitata,,grandfather.,
huica,,to sing.,
huicatl,,song.,
huihuiciquitic,,thin.,
