L2_orth,L2_ipa,L2_gloss,L2_etym
अक्खइ,,"Devanagari script form of 𑀅𑀓𑁆𑀔𑀇
c. 778 CE, Uddyotana, Kuvalayamālā folio 58, lines 2c-3a[1]
अरे, अत्थि चउत्था भासा पेसाया । ता सा इमा होहि त्ति । एत्थ वड-पायववरे पिसायान उल्लावो अक्खइ त्ति ।are, atthi cautthā bhāsā pesāyā. tā sā imā hohi tti. ettha vaḍa-pāyavavare pisāyāna ullāvo akkhaï tti.Here at the great banian tree the Piśācas are conversing. Then again he stood thinking, ""What is their conversation?""",
अज्जम,,Devanagari script form of 𑀅𑀚𑁆𑀚𑀫 (“Aryaman”),
अट्ठम,,Devanagari script form of 𑀅𑀝𑁆𑀞𑀫 (“eighth”),
अणु-,,Devanagari script form of 𑀅𑀡𑀼-,
अणुगच्छइ,,Devanagari script form of 𑀅𑀡𑀼𑀕𑀘𑁆𑀙𑀇 (“to follow”),
अत्थि,,Devanagari script form of 𑀅𑀢𑁆𑀣𑀺 (“to be”),
अद्धमागहा,,Devanagari script form of 𑀅𑀤𑁆𑀥𑀫𑀸𑀕𑀳𑀸,
अद्धमागही,,Devanagari script form of 𑀅𑀤𑁆𑀥𑀫𑀸𑀕𑀳𑀻,
अभिसेअ,,Devanagari script form of 𑀅𑀪𑀺𑀲𑁂𑀅 (“abhisheka”),
अभिसेग,,Devanagari script form of 𑀅𑀪𑀺𑀲𑁂𑀕 (“abhisheka”),
अभिसेण,,Devanagari script form of 𑀅𑀪𑀺𑀲𑁂𑀡,
अमयकिरण,,Devanagari script form of 𑀅𑀫𑀬𑀓𑀺𑀭𑀡 (“Moon”),
अहिसेअ,,Devanagari script form of 𑀅𑀳𑀺𑀲𑁂𑀅 (“abhisheka”),
अहुणा,/ˈɐ.ɦu.ɳɑː/,"Devanagari script form of 𑀅𑀳𑀼𑀡𑀸 (“now”)
1999,  Udayacanda Jaina,  Bāla rūpa Prākr̥ta, page 17:अहुणा तुमं किं पढेसि।ahuṇā tumaṃ kiṃ paḍhesi.What are you studying now?
1967,  Pāiavinnāṇa kahā - Volume 2, page 235:अओ अहुणा इह किं कायव्वं?ao ahuṇā iha kiṃ kāyavvaṃ?What is the work here, now?
1997,  Mrchhakatikam of Sudraka, page 652:अहुणा कुसलिणी संवृत्तम्हि।ahuṇā kusaliṇī saṃvṛttamhi.I'm fine [feminine] now.",
उत्थाण,,Devanagari script form of 𑀉𑀢𑁆𑀣𑀸𑀡,
उदण्णा,,Devanagari script form of 𑀉𑀤𑀡𑁆𑀡𑀸 (“thirst; desire for water”),
उवट्टण,,Devanagari script form of 𑀉𑀯𑀝𑁆𑀝𑀡,
उवविसइ,,Devanagari script form of 𑀉𑀯𑀯𑀺𑀲𑀇 (“to sit”),
उव्वट्टण,,Devanagari script form of 𑀉𑀯𑁆𑀯𑀝𑁆𑀝𑀡,
एदि,,Devanagari script form of 𑀏𑀤𑀺 (“to go”),
ओइण्ण,,Devanagari script form of 𑀑𑀇𑀡𑁆𑀡 (“descended”),
ओइण्ण,,Devanagari script form of 𑀑𑀇𑀡𑁆𑀡 (past participle of ओअरइ (oaraï)),
ओदण,,Devanagari script form of 𑀑𑀤𑀡 (“boiled rice”),
ओयण,,Devanagari script form of 𑀑𑀬𑀡 (“boiled rice”),
कारण,,Devanagari script form of 𑀓𑀸𑀭𑀡,
खज्जू,,Devanagari script form of 𑀔𑀚𑁆𑀚𑀽 (“itch; itching”),
खाण,,Devanagari script form of 𑀔𑀸𑀡 (“food”),
गिद्ध,,Devanagari script form of 𑀕𑀺𑀤𑁆𑀥 (“vulture”),
गिद्ध,,Devanagari script form of 𑀕𑀺𑀤𑁆𑀥 (“greedy”),
गुज्जरत्ता,,"Devanagari script form of 𑀕𑀼𑀚𑁆𑀚𑀭𑀢𑁆𑀢𑀸
c. 861 CE, Ghaṭayāla Inscription line 16:मरुमाडवल्लतमणीपरिअङ्काअज्जगुज्जरत्तासु। जणिओ जेण जणाणं सच्चरिअगुणेहि अणुराओ॥marumāḍavallatamaṇīpariaṅkāajjagujjarattāsu. jaṇio jeṇa jaṇāṇaṃ saccariaguṇehi aṇurāo.By Kakkuka's excellent behaviour and qualities he has won the love of the people in Marumāḍa, Valla, Tamaṇī, . . . . . . and Gujarat.",
गोधा,,Devanagari script form of 𑀕𑁄𑀥𑀸 (“monitor lizard”),
