L2_orth,L2_ipa,L2_gloss,L2_etym
adat,,custom,
adrenalin,,adrenaline,
Afganistan,,Afghanistan (a country in Asia),
Afrika,,Africa,
agawa,,agave,
agaç,/aɡat͡ʃ/,tree,
aglamak,/aːɡlamak/,"to cry, bewail, wail, weep.",
agyr,/aɡɯr/,heavy,
agyz,/aɡɯð/,mouth,
agşam,/aɡʃam/,evening,
ajy,[ad͡ʒɯ],bitter (having an acrid taste),
ajy,[ad͡ʒɯ],pain,
ak,/aːk/,white,
akademiýa,/akademija/,academy,
Akja,,A female given name.,
akula,,shark,
akyl,/akɯl/,mind,
alaşa,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
Albaniýa,,Albania (a country in Europe),
alma,,apple,
altmyş,/altmɯʃ/,sixty,
alty,,six,
altyn,,gold,
altyn,,golden,
altьn,,Yañalif spelling of altyn (“gold”),
altьn,,Yañalif spelling of altyn (“golden”),
Alžir,,Algeria (a country in Africa),
ammar,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
Amyderýa,,Amu Darya,
Andorra,,Andorra (a country in Europe),
anna,,Friday,
ant,,oath,
aprel,,April,
aram,,peacefulness,
Argentina,,Argentina (a country in South America),
arpa,,barley,
ary,,bee,
arzuw,/arðuβ/,desire,
asyr,,century,
at,,horse,
at,,name,
at,,name,
awgust,,August,
awlamak,,to hunt,
Awstraliýa,,Australia (a continent and country in Oceania),
Awstriýa,,Austria (a country in Europe),
awtobus,,bus,
azat,,free,
azatlyk,,"freedom, liberty",
Azerbaýjan,,Azerbaijan (a country in Europe and Asia),
Aziýa,,Asia,
aý,/aːj/,"month, moon",
aýak,,(anatomy) leg,
aýakgap,,shoe,
aýaz,[ajað],frost,
aýdym,,song,
aýy,,(zoology) bear,
aýy,,accusative singular of aý,
aýy,,accusative singular of aý,
Aşgabat,,Ashgabat (the capital city of Turkmenistan),
b,/b/,"The second letter of the Turkmen alphabet, written in the Latin script.",
badam,,almond,
bag,,garden,
Bagdat,,Baghdad (the capital city of Iraq),
bagyr,,liver,
Bahreýn,,Bahrain (a country in Asia),
bakmak,,"to look, to graze",
bal,,honey,
baldyz,,a woman's husband's younger sister,
balyk,,fish,
balykçy,/baːlɯkt͡ʃɯ/,fisherman,
banan,,banana,
Bangladeş,,Bangladesh (a country in Asia),
bap,,chapter,
barmak,,finger,
baýdak,,flag,
baýlyk,,wealth,
baş,,(anatomy) head,
baş,,wound,
baş,,wound,
beash,,Obsolete spelling of bäş,
bel,,"archaic and dialectal form of pil (“shovel, spade”)",
Belgiýa,,Belgium (a country in Europe),
bermek,,to give,
bilim,,science,
bilmek,,to know (something),
bir,,one,
birinji,,first,
birlik,,"union, uniqueness, partnership, lonesome",
bit,/bit̪/,(zoology) louse,
biz,,(personal) we,
Bişkek,,Bishkek (the capital city of Kyrgyzstan),
bogaz,,(anatomy) throat,
Bolgariýa,,Bulgaria (a country in Europe),
Boliwiýa,,Bolivia (a country in South America),
bolmak,/boːɫmɑk/,"to be, to become, to happen, occur",
boran,,"This term needs a translation to English. Please help out and add a translation, then remove the text {{rfdef}}.",
Braziliýa,,Brazil (a country in South America),
Bruneý,,Brunei,
bugdaý,,wheat,
bulut,,cloud,
burun,,(anatomy) nose,
Butan,,Bhutan (a country in Asia),
buz,,ice,
bäri,,here,
bä¢,,Obsolete spelling of bäş,
bäş,,five,
bäşinji,,fifth,
böri,/bøːri/,wolf,
böwürslen,/bøβyrθløn/,blackberry,
bürgüt,,eagle,
bürünç,,rice,
bürünç,,bronze,
bürünç,,bronze,
bütin,[byˈtin],"all, whole, entire, all",
d,/d/,"The fourth letter of the Turkmen alphabet, called de and written in the Latin script.",
dag,,mountain,
damja,,drop,
Daniýa,,Denmark,
daramak,,(transitive) to comb,
daş,,stone,
dekabr,,December,
demirgazyk,,north,
derýa,,river,
deňiz,/deŋið/,sea,
disket,,"(computing) diskette, floppy disk",
