L2_orth,L2_ipa,L2_gloss,L2_etym
abanay,,"here, this place
Kasà à abanay kà mazàh anu ala, tsa kaslà adàslay dadàŋ aw takay? (Mata 8:29)[1]Have you come here to torment us before the time? (Matthew 8:29)
Delga à uwana məga la abanay zla (Mata 17:4)[2][It is] good that we are here. (Matthew 17:4)",
abatà,,"here, this place
Ŋgaha tadzàh madzay la abatà kà manəŋla. (Mata 27:36)[1]And they sat down and were watching over him there. (Matthew 27:36)
Tadà aŋatà la abatà, taguwà à uda la kutso Galili la abà (mark 9:30)[2]And from there they went out and passed through Galilee (Mark 9:30)",
adi,,face,
afats,[áfáts],"sun, Ŋgaha uwana afats adàdzəka mavəɗay la ndzəɗa,",
afaɗ,,"wind
Iyaw adzəkà masuway, ahənà à mukwà à afik, afaɗ aɗə̀ɗ la ndzəɗa, ŋgaha gày atə̀ɗ à ahəŋ gərim, matəɗ à ahəŋ aŋha kà panàhhà."" (Mata 7:27)[1]And the rain came down and the river came and the wind blew and beat against that house, and it collapsed, and its fall was great.” (Matthew 7:27)
Tadà à kəslah iyaw à afik atà səla, ŋgaha afaɗ aɗə̀ɗ aya aw, adzà à ahəŋ titi. (Mata 14:32)[2]And when they got into the boat, the wind didn't blow any more. (Matthew 14:32)",
ahàf,,"tree
Kəla ahàf uwana av mayyay delga aw, agay manats à ahəŋ gà ŋgaha maduw à akàl à tsəh. (Mata 3:10)[1]therefore every tree not producing good fruit is cut down and thrown into the fire. (Matthew 3:10)",
ahàl,,"hand
Baŋa kà ahàl aŋak la uwana katəɗ à tsakana à abà, nàts à tsəh ala, ŋuləm kà kaɓəz à sifa la ahàl tekula, kà magay la ahàl səla nna, uwana adàdala kà à gày akàl uwana à abà adàməts ala aw (Mark 9:43)[1]And if your hand causes you to sin, cut it off! It is better for you to enter into life crippled than, having two hands, to go into hell—into the unquenchable fire! (Mark 9:43)",
akur,,"stone
Kiya uwaga seteni azà vok à slaka aŋha la magoɗal: ""Baŋa kak Kona aŋa Zəzagəla ndzer kà, 'Pàk kaf!', gòɗ à akur uwanay."" (Mata 4:3)[1]And the tempter approached and said to him, “If you are the Son of God, order that this stone become bread.” (Matthew 4:3)",
akàl,,"fire, Akàl asa à ahəŋ la zagəla, abaɓəh atà à gay.[2]Fire",
alàh,[álàh],"tongue
Adəɓanì alàh aŋha (Mark 7:33)[2]He touched his tongue (Mark 7:33)",
