L2_orth,L2_ipa,L2_gloss,L2_etym
ಀ,[ə̃],chandrabindu (a nasal vowel diacritic of the Old kannada,
ಁ,[aə̃],chandrabindu (a nasal vowel diacritic of the Old Kannada  script),
ಂ,[ə̃ŋ],anusvara,
಄,,Used to write before writing a poem in olden times.,
ಅ,[ə],The first vowel of the Kannada alphabet.,
ಅ,[ə],"Vishnu, a Hindu god in AUM.",
ಅ,[ə],un-,
ಅ,[ə],remote demonstrative base,
ಅ,[ə],of,
ಅ,[ə],"A vocative particle; o, oh",
ಅ,[ə],a pronominal base (Used in olden times while writing a poem),
ಅಂಕ,,"number, numeral, Synonym: ಸಂಖ್ಯೆ (saṅkhye), mark, spot,",
ಅಂಕಣ,,The place between two pillars in a house.,
ಅಂಗ,,component,
ಅಂಗಡಿ,,"store, shop
ಮಿಠಾಯಿ ಅಂಗಡಿಗೆ ಹೋಗುತ್ತಿದ್ದೇನೆ; ಯಾರು ಬರುತ್ತಾರೆ?miṭhāyi aṅgaḍige hōguttiddēne; yāru baruttāre?I am going to the sweet shop; who will come?",
ಅಂಗಾಲು,,sole of leg,
ಅಂಗೈ,,palm,
ಅಂಟಂಟಾದ,,"glutinous, adhesive",
ಅಂಟಾದ,,"glutinous, adhesive",
ಅಂಟು,,"glue, adhesive
ಅದನ್ನೊಡೆದರೆ ಈ ಅಂಟನ್ನು ಸರಿಪಡಿಸಲಿಕ್ಕೆ ಬಳಸು.adannoḍedare ī aṇṭannu saripaḍisalikke baḷasu.If you break it, use this glue in order to fix it.",
ಅಂಟು,,"To stick, to be sticking
ನನ್ನ ಪಾದಗಳು ನೆಲಕ್ಕೇಕಂಟುತ್ತಿವೆ?nanna pādagaḷu nelakkēkaṇṭuttive?Why are my feet sticking to the ground?
ಅದನ್ನು ಕಾಗದಕ್ಕಂಟುವೆನು.adannu kāgadakkaṇṭuvenu.I will stick it to the paper.",
ಅಂಟುವ,,"glutinous, adhesive",
ಅಂತಃಕರಣ,,"heart, mind",
ಅಂತಃಕಲಹ,/əntəxkələɦa/,"internal struggle
ಅಮೇರಿಕದ ಅಂತಃಕಲಹದ ಪರಿಣಾಮವು ಅಮೇರಿಕ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನದ ಗೆಲುವು.amērikada antaḥkalahada pariṇāmavu amērika saṃyukta saṃsthānada geluvu.The result of the American Civil War was a win by the United States of America.",
ಅಂವ,,"he, that one, that person, ಅಂವ ನನ್ನ ಅಪ್ಪ.aṃva nanna",
ಅಂಶ,,"part, portion",
