L2_orth,L2_ipa,L2_gloss,L2_etym
امدی,,"now, XIII-th century,  Şeyyad Hamza,  Yūsuf u Züleyhā;",
اولوم,,"death, XIIIth century [from a XVth century copy], ",
بر,,"a, an",
بر,,one (1),
توترغن,[tutuɾˈɣɑn],"(rare) rice, XIIIth century [from a XVIth century copy],",
دسته,,"grasp of the hand, handful, bunch, bouquet",
رهبر,,"guide, who leads on the way, Synonyms: قلاغوز‎ (qulağuz,",
زردالو,,apricot,
سراغ,,"news, tidings",
شفتالو,,peach,
طد,[d̥ad],"to taste, XIIIth century [from a XVth century copy],",
قاشق,,spoon,
قاپو,,"door, gate, XIIIth century [from a XVth century copy],",
قردآش,,"brother
XIIIth century [from a XVth century copy],  Ahmed Fakih,  Çarhnâme-i Ahmed Fakıh der Bîvefâî-i Rûzigâr; republished as Mecdut Mansuroğlu, editor, Ahmed Fakih. Çarhname, İstanbul: Pulhan Matbaası, 1956, page 4:‏ايشد امدى بواحوالى اى قردآش  چون امّت‌در برى بيرينه اخوان‎2.Išid emdi bu aḥvālï e qardaš  Čün ümmetdür biri birine iḥvānNow hear this story, brother, Because the ummah are brethren to one another.",
قلاغوز,,guide,
قلاق,,"ear, ‏طوتك قلاق‎‎ ― dutuŋ qulaq ― listen! (literally,",
قورداشنی,,"nettle-rash, urticaria",
كرك,,"necessary, XIIIth century [from a XVth century copy],",
كشی,,"person, XIII-th century,  Şeyyad Hamza,  Yūsuf u Züleyhā;",
كندو,,"he, she, him, himself, herself, XIII-th century,  Şeyyad",
كندوز,,"day, daytime
‏کیجه کندوز‎ ― gejä gündüz ― day and night
XIIIth century [from a XVth century copy],  Ahmed Fakih,  Çarhnâme-i Ahmed Fakıh der Bîvefâî-i Rûzigâr; republished as Mecdut Mansuroğlu, editor, Ahmed Fakih. Çarhname, İstanbul: Pulhan Matbaası, 1956, page 7:‏عبادت‌ قل حقیچون کیجه کندوزعبادت‌در بلور‌سك کنج پنهان‎‎‘Ibādät qïl Ḥaq ičün gejä, gündüz!  ‘Ibādätdür, bilürseŋ [bilürsiŋ?], gänj-i pinhān.     Worship God [both] night [and] day!     Worship is, you know, a hidden treasure.",
كچمك,,"to pass through, XIIIth century [from a XVth century",
كیجه,,"night, ‏کیجه کندوز‎ ― gejä gündüz ― day and night,",
مهره,,"bead or any sort of globule, vertebra",
چاغشیر,,a kind of baggy trousers,
گُزَل,,"beautiful, pretty, nice, handsome",
یارین,,tomorrow,
یدی,,"seven (7), XIII-th century,  Şeyyad Hamza,  Yūsuf u",
