ID,Target_Form_ID,Source_Form_ID
0,10,1063
1,49,1064
2,73,1065
3,74,1066
4,84,1067
5,92,1068
6,93,1069
7,108,1070
8,191,1071
9,192,1072
10,193,1073
11,213,1074
12,214,1075
13,215,1076
14,216,1077
15,230,1078
16,233,1079
17,234,1080
18,248,1081
19,249,1082
20,268,1083
21,271,1084
22,298,1085
23,299,1086
24,346,1087
25,347,1088
26,397,1089
27,404,1090
28,405,1091
29,406,1092
30,489,1093
31,490,1094
32,509,1095
33,510,1096
34,516,1097
35,517,1098
36,524,1099
37,525,1100
38,526,1101
39,534,1102
40,550,1103
41,642,1104
42,645,1105
43,646,1106
44,650,1107
45,678,1108
46,679,1109
47,706,1110
48,749,1111
49,750,1112
50,751,1113
51,752,1114
52,753,1115
53,754,1116
54,773,1117
55,812,1118
56,817,1119
57,818,1120
58,821,1121
59,837,1122
60,838,1123
61,923,1124
62,942,1125
63,943,1126
64,975,1127
65,976,1128
66,977,1129
67,993,1130
68,1021,1131
69,1036,1132
70,1044,1133
71,1045,1134
72,1062,1135
