L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
amar,/amar/,"to love, c. 1110, Guilhèm de Peitieus, ‘Canso’:, Ma",,
autre,/ˈawtɾe/,other,,
auzel,/awˈzɛl/,"bird (flying animal), c. 1130, Jaufre Rudel, canso:,",,
auzelh,/awzɛʎ/,Alternative form of auzel,,
beure,/ˈbewɾe/,to drink,,
bou,/bɔw/,ox,,
breu,/bɾɛw/,short,,
bueu,/bwɛw/,Alternative form of bou,,
camjar,/kamdʒar/,to change,,
colhir,/kuˈʎiɾ/,to receive,,
conoiser,/kuˈnujseɾ/,"to know, to recognise",,
cuidar,/ˈkyjdaɾ/,"to believe, to think",,
domna,/dɔmna/,"woman, lady (female adult human being), circa 1000,",,
dous,/duws/,"soft (not hard), (by extension) soft, tender, sweet",,
ela,/ela/,"she, c. 1130, Marcabru, pastorela:, «Don, dis ela,",,
espital,/es.piˈtal/,Alternative form of hospital,,
estiu,/eˈstiw/,summer,,
eu,/ɛw/,I (first-person singular subject pronoun),,
fam,/fam/,"hunger, c. 1110, Guilhèm de Peitieus, ‘Canso’:, Quar",,
far,/far/,"to do, c. 1130, Jaufre Rudel, canso:, Dieus que fetz",,
flor,/fluɾ/,flower,,
gauch,/ɡawtʃ/,joy,,
guisa,/ɡiza/,"way, manner, c. 1110, Guilhèm de Peitieus, ‘Canso’:,",wise,wˈaɪz
hospital,/us.piˈtal/,"hospital, 12th c.,  Lo codi [The Code], translation",,
ieu,/jɛw/,Alternative form of eu (I),,
Jaufre,/dʒawˈfɾe/,"A male given name, equivalent to English Geoffrey",,
loc,/lɔk/,place,,
mais,/majs/,"more, c. 1170, Bernart de Ventadorn, canso:, Val us",,
melhs,/mɛʎs/,better,,
miels,/mjɛls/,Alternative form of melhs,,
mos,/mos/,"my
c. 1160, Bernart de Ventadorn, canso:
Que mos chantars no·m val gaire / Ni mas voutas ni mei so [...].
For my song little avails me, nor my verses, nor my airs.",,
mot,/mot/,much; alot,,
mot,/mot/,word,,
mot,/mot/,word,,
mover,/muˈvɛɾe/,to move,,
noch,/nɔtʃ/,night,,
nuoit,/nwɔjt/,Alternative form of noch,,
paire,/pajɾe/,father,,
plueva,/plwɛva/,"rain, c. 1110, Guilhèm de Peitieus, ‘Canso’:, Farai",,
pois,/pɔjs/,then,,
prince,/ˈpɾintse/,"prince, c. 1235, anonymous, Vida of Jaufre Rudel:,",,
pueis,/pw.ɛjs/,Alternative form of pois,,
seis,/sɛjs/,six,,
ses,/ses/,without,,
tosa,/toza/,"young woman, girl
c. 1130, Marcabru, pastorela:
«Toza, fi·m eu, res faitissa, / Dol ai gran del ven que·us fissa.»
‘Girl,’ I said, ‘beautiful thing, I have great concern about the wind which is biting you.’",,
vezer,/vezeɾ/,to see (perceive using the eyes),,
vila,/ˈvila/,"serf, countryman, peasant, c. 1130, Marcabru, pastorela:,",,
