L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
-a,/a/,"suffix denoting adjective.
‎arjento (“silver”, noun) + ‎-a → ‎arjenta (“silver”, adjective)",,
a,/a/,"The first letter of the Ido alphabet, written in the Latin script.",,
a,/a/,The name of the Latin script letter A/a.,,
a,/a/,Apocopic form of ad,,
abandonar,/abandoˈnar/,"(transitive) to abandon, (wholly) give up, (totally)",abandon,ɐbˈændən
abasar,/a.baˈsar/,"(transitive) to lower: let down to a lower level, Antonyms:",abase,ɐbˈeɪs
abase,/aˈba.se/,down with,,
abatajaro,/abataˈʒarɔ/,(military) abatis,,
abatar,/a.baˈtar/,"(transitive) to knock, beat, strike down, fell (a tree,",abattre,ˈæbæɾɚ
abatiso,/a.baˈti.so/,"refuse parts, as head, feet, wings, skin, etc. (of",,
abdikar,/abdiˈkar/,(transitive) to abdicate,abdiki,ˈæbdɪki
abelo,/aˈbelo/,bee,,
abieto,/aˈbi̯eto/,"spruce (tree), fir (tree)",,
abjekta,/abˈʒek.ta/,"abject, terrible, despicable",abjekt,ɐbd͡ʒˈɛkt
ablativo,/ablaˈtivo/,(grammar) ablative,ablativo,ˌæblɐtˈɪvoʊ
abnegar,/abneˈɡar/,"(transitive) to abnegate, deny oneself",abnegate,ˈæbnɪɡˌeɪt
abolisar,/aboliˈsaɾ/,(transitive) to abolish (an institution or custom),abolish,ɐbˈɑːlɪʃ
aboliso,/aboˈliso/,abolition,,
abono,/aˈbo.no/,subscription,,
abordar,/a.bɔrˈdar/,"(transitive) to land on a (shore, a wharf, etc.), (transitive)",board,bˈoː͡ɹd
abortar,/aborˈtar/,"(intransitive) to abort, miscarry, (figuratively) to",abort,ɐbˈɔː͡ɹt
abortigar,/a.bor.tiˈɡar/,to make (someone) miscarry,,
aboyar,/a.boˈjar/,"(intransitive) to bark, bay (also figuratively), La",,
abrejar,/abreˈʒar/,"(transitive, archaic) Alternative form of abreviar;",,
abreviar,/abreˈvi̯ar/,"(transitive) to abbreviate (words), Synonym: abrejar",abbreviate,ɐbɹˈiːvɪˌeɪt
abrevio,/aˈbrevi̯o/,"abbreviation
Synonyms: abreviado, abreviuro",,
abrikoto,/a.briˈko.to/,apricot,abrikoto,ɐbɹɪkˈoʊɾoʊ
abrupta,/aˈbrupta/,abrupt,,
absinto,/abˈsinto/,absinthe,,
absoluta,/ab.soˈlu.ta/,absolute,,
absolute,/ab.soˈlu.te/,absolutely,,
