L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
aacatlah,[aʔˈaː.kat͡ɬ],"reed bed, 1555, Alonso de Molina, Aqui comienca vn",,
ac,/aːk/,who?,,
acacalotl,/ aːˈkakaloːt͡ɬ /,A jabiru.,,
acah,/ˈakaʔ/,Someone; somebody.,,
acahualli,/ˈáː.kawa.lːi/,weed,,
acaicpalli,[aːˈka.ikˈpa.lːi],reed chair,,
acalchimalli,/ˈákaːl.tʃiː.ˈma.lːi/,"war canoe, war ship.",,
acalli,/aːˈka.lːi/,"An small vessel; especially a boat or canoe., 1555,",,
acalmaitl,[aː.kaɬˈmaː.it͡ɬ],"flank (of a ship), 1555, Alonso de Molina, Aqui comienca",,
acalyacatl,[aː.kaɬˈja.kat͡ɬ],"bow (of a ship), 1555, Alonso de Molina, Aqui comienca",,
Acapolco,/ˈaːkapoːlko/,"Acapulco (the largest city in the modern state of Guerrero,",,
acatl,[ˈáː.kat͡ɬ],"reed, 1555, Alonso de Molina, Aqui comienca vn vocabulario",,
acatlah,[aːˈka.t͡ɬaʔ],"reed bed, 1555, Alonso de Molina, Aqui comienca vn",,
acatlan,[aːˈka.t͡ɬan],reed bed,,
acattopa,/akatˈtopa/,"first, in the first place, beforehand, 1645,  Horacio",,
acaxitl,[aːˈka.ʃit͡ɬ],"pool, trough",,
acaxtontli,/aːkaʃˈtoːnt͡ɬi/,"Diminutive of ācaxitl; a trough, a small pool or tank.,",,
acayotl,/aːkajoːtɬ/,"piping, male genitalia",,
acecec,/aːˈse.seːk/,fresh water,,
acelli,/ˈaseːlli/,"nit (egg of a louse)
1571, Alonso de Molina, Vocabulario en lengua castellana y mexicana y mexicana y castellana, f. 2r. col. 1.
Acelli. liendre.
(Acelli. nit.)",,
acelloh,[aˈseː.lːoʔ],"Something nitty; covered in nits., 1555, Alonso de",,
achcolli,/ˈat͡ʃkoːlli/,"great-grandfather, ancestor",,
achtontli,/atʃtoːntɬi/,"Great-grandfather., 1555, Alonso de Molina, Aqui comienca",,
acoatl,[aːˈkoː.aːt͡ɬ],"aquatic snake, 1571, Alonso de Molina, Vocabulario",,
acxoyatl,[akˈʃoːjat͡ɬ],sacred fir (Abies religiosa).,,
ahcan,/aʔkaːn/,Nowhere.,,
ahhua,/ˈaʔwa/,"(transitive) To scold someone, to argue",,
ahhuachchoh,[aʔˈwat.t͡ʃoʔ],"something dewy; wet with or covered in dew., 1555,",,
ahhuachtli,[aʔˈwat͡ʃ.t͡ɬi],"dew
1555, Alonso de Molina, Aqui comienca vn vocabulario en la lengua castellana y mexicana, f. 216v.
Rocio.  auechtli.auachtli.
Dew.  auechtli. auachtli.
1571, Idem, Vocabulario en lengua castellana y mexicana y mexicana y castellana, f. 105r. col. 2.
Rocio.auechtli.auachtli.
Dew. auechtli. auachtli.",,
ahhuatl,/ˈaʔwat͡ɬ/,"A long, slender thorn.
1571, Alonso de Molina, Vocabulario en lengua castellana y mexicana y mexicana y castellana, f. 9r. col. 2.
auatl. enzina, roble, gusano lanudo. o espina.
(auatl. oak, hairy worm. or thorn.)",,
ahhuechchoh,[aʔˈwet.t͡ʃoʔ],"something dewy; wet with or covered in dew., 1555,",,
ahhuechtli,[aʔˈwet͡ʃ.t͡ɬi],"dew
1555, Alonso de Molina, Aqui comienca vn vocabulario en la lengua castellana y mexicana, f. 216v.
Rocio.  auechtli.auachtli.
Dew.  auechtli. auachtli.
1571, Idem, Vocabulario en lengua castellana y mexicana y mexicana y castellana, f. 105r. col. 2.
Rocio.auechtli.auachtli.
Dew.auechtli. auachtli.",,
ahmicqui,[aʔˈmik.ki],"Someone or something immortal., 1571, Alonso de Molina,",,
