L2_orth,L2_ipa,L2_gloss,L2_etym
ailid,ˈæstɚɹˌɪsk ɐlˈɛɾi,"to nourish, c. 800, Würzburg Glosses on the Pauline",*aleti
ar,ˈæstɚɹˌɪsk ɑː͡ɹ,"for, for the sake of, because of",*ɸare
ar,ˈæstɚɹˌɪsk ɑː͡ɹ,"Alternative spelling of air (“for, since”)",*ɸare
ar,ˈæstɚɹˌɪsk ɑː͡ɹ,"our, c. 800, Würzburg Glosses on the Pauline Epistles,",*ɸare
ar,ˈæstɚɹˌɪsk ɑː͡ɹ,"our, c. 800, Würzburg Glosses on the Pauline Epistles,",*ɸare
atbaill,ɐbˈæluː,"to perish, die, Synonyms: ara·chrin, baïd",aballu
bech,ˈæstɚɹˌɪsk bᵻkˈoʊz,"bee, “Daith bech buide”:[1], Daith bech buide a húaim",*bekos
brisid,bɹˈɛz,"to break, to smash, to defeat",bres
bróc,bˌiːˈɑː͡ɹ,"shoe, sandal, greave, (in the plural) greaves, leggings,",brók
cathair,ˈæstɚɹˌɪsk kˈeɪtɹɪksz,"stone enclosure, fortress, castle; dwelling, monastic",*katrixs
cloth,ˈæstɚɹˌɪsk klˈuːɾəm,"fame, honor, reputation",*klutom
cnáim,ˈæstɚɹˌɪsk nˈɑːmiz,"bone, c. 800, Würzburg Glosses on the Pauline Epistles,",*knāmis
cóem,ˈæstɚɹˌɪsk kˈɔɪmoʊz,"dear, gentle, beloved",*koimos
cuilenn,ˈæstɚɹˌɪsk kəlˈɪnoʊz,(wood of the) holly tree,*kolinnos
dam,ˈæstɚɹˌɪsk dˈɑːmoʊz,"ox, c. 800, Würzburg Glosses on the Pauline Epistles,",*damos
dam,ˈæstɚɹˌɪsk dˈɑːmoʊz,"hind, cow (old feminine form of previous)",*damos
dam,ˈæstɚɹˌɪsk dˈɑːmoʊz,"inflection of daimid:, first-person singular present",*damos
dam,ˈæstɚɹˌɪsk dˈɑːmoʊz,third-person singular present indicative conjunct of,*damos
dam,ˈæstɚɹˌɪsk dˈɑːmoʊz,Alternative form of dom (“to/for me”),*damos
dam,ˈæstɚɹˌɪsk dˈɑːmoʊz,"inflection of daimid:, first-person singular present",*damos
dam,ˈæstɚɹˌɪsk dˈɑːmoʊz,third-person singular present indicative conjunct of,*damos
dam,ˈæstɚɹˌɪsk dˈɑːmoʊz,Alternative form of dom (“to/for me”),*damos
dam,ˈæstɚɹˌɪsk dˈɑːmoʊz,Alternative form of dom (“to/for me”),*damos
derb,ˈæstɚɹˌɪsk dˈɜːwoʊz,"sure, certain, fixed, determinate, c. 845, St. Gall",*derwos
derg,ˈæstɚɹˌɪsk dˈɜːɡoʊz,"red, Synonyms: flann, rúad",*dergos
día,ˈæstɚɹˌɪsk dˈuːoʊz,"god, c. 800, Würzburg Glosses on the Pauline Epistles,",*dēwos
día,ˈæstɚɹˌɪsk dˈuːoʊz,"god, c. 800, Würzburg Glosses on the Pauline Epistles,",*dēwos
dorus,ˈæstɚɹˌɪsk dwˈoːɹɛstəs,door,*dworestus
druimm,ˈæstɚɹˌɪsk dɹˈɑːzmən,"back, ridge",*drosman
fáilte,wˈiːl,"joy, happiness, c. 800–825, Diarmait, Milan Glosses",wele
fáilte,wˈiːl,"inflection of fáilid:, genitive singular feminine,",wele
fáith,ˈæstɚɹˌɪsk wˈæɾiz,"(paganism) seer, soothsayer, (Christianity) prophet,",*wātis
folt,ˈæstɚɹˌɪsk wˈoʊltoʊz,hair,*woltos
