L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
泡,/ʔaː/,"bubbles, froth, foam",,
石蓴,[ʔaːsa],sea lettuce,,
泡盛,[ʔaːmui],awamori (strong rice whiskey),,
蟻,/ʔai/,ant,,
赤,/ʔaka/,red,,
明かい,/ʔakai/,light,,
暁,[akat͡ɕit͡ɕi],"the dawn, daybreak",,
あがっ,[ʔaɡa(ː)],"ouch, ow",,
東,/ʔaɡaɾi/,east,,
あちさん,/ʔat͡ɕisaŋ̍/,"熱さん: hot (to touch), 暑さん: hot (said of a natural phenomenon",,
熱さん,/ʔat͡ɕisaŋ̍/,"hot (thing), hot (weather)",,
アメリカー,[ʔameɾikaː],"Alternative form of アミリカー (Amirikā, “American”)",,
有ん,/aŋ/,to be,,
油,[ʔan̩da],oil,,
あんまー,/ʔanmaː/,(familiar) A term used to refer to one's own mother:,,
枝,/jida/,branch (of a tree or plant); bough,,
指,/ʔiːbi/,finger,,
八重山,/je̞ːma/,"Yaeyama, Okinawa",,
八重山口,/(ʲ)eːmaɡut͡ɕi/,Yaeyama language,,
戦,[ʔikusa],"a battle, combat, conflict, war",,
苺,/ˀit͡ɕubi/,strawberry,,
犬,[ʔiŋ̍],dog (Canis familiaris); domestic dog,,
起きみそーちー,[ʔukimisoːt͡ɕiː],"good morning
Synonyms: (1formal) 起きみしぇーびてぃ (ukimishēbiti), (informal) 起きてぃ (ukiti)",,
起きゆん,/ʔukijuŋ/,to wake up,,
う菓子,/ukʷaːɕi/,"sweet, confection, candy, pastry, cake, cookie",,
牛,/ʔuɕi/,"cow, cattle",,
牛ぬ乳,/ʔuɕinut͡ɕiː/,cow's milk,,
押しゅん,/ʔuɕuŋ̍/,"Alternative form of 押すん (usun, “to push”)",,
押すん,/ʔusuŋ̍/,"to push; to thrust; to shove, 荷(に)車(ぐるま)押(う)すんniguruma",,
歌,/ʔuta/,song,,
うちなー,/ʔut͡ɕinaː/,沖縄: Okinawa,,
沖縄,/ʔut͡ɕinaː/,Okinawa,,
沖縄口,/ʔut͡ɕinaːɡut͡ɕi/,"Okinawan language, 我 (わ)んねー沖縄口 (うちなーぐち)話 (はな)さりゆん！Wannē",,
沖縄ん人,/ʔut͡ɕinaːn̩t͡ɕu/,"Okinawan person, Okinawan people",,
音,/ʔutu/,sound,,
多さん,/ʔuɸusaŋ̍/,"there are many, there is much, there are numerous",,
大大和,/ʔuɸujamatu/,"Japan, Mainland Japan in contrast to Okinawan",,
大大和ん人,/uɸuyamatun̩t͡ɕu/,"Japanese person, non-Ryukyuan Japanese people, a mainlander",,
朧月,[ʔuburuʑit͡ɕi],the moon on a hazy night,,
朧月夜,[ʔuburuʑit͡ɕuː],a hazy-mooned night,,
御所,[ʔun̩d͡ʑu],"(formal) you, yourself (second person pronoun)",,
鹿児島,/kaɡuɕima/,"Kagoshima (a prefecture in southwestern Japan), Kagoshima",,
書ちゅん,/kat͡ɕuŋ̍/,"to write, 書物 (しむち)書 (か)ちゅん。Shimuchi kachun.(I'm) writing",,
学校,/ɡakkoː/,school (institution dedicated to teaching and learning),,
愛さん,/kanasaŋ̍/,"dear, beloved, lovely, endearing, adorable, cute, pretty",,
食ぬん,/kanuŋ̍/,"Obsolete form of 食むん (kamun, “to eat”).",,
神,[kamʲi],"a spirit or an essence present in all things, a god,",,
食むん,/kamuŋ̍/,"to eat, 餅 (むーちー)ぬ食 (か)み欲 (ぶ)さん。Mūchī-nu kamibusan.(I)",,
胡瓜,[kiːʔui],cucumber,,
警察,[kiːsat͡ɕi~t͡ɕiːsat͡ɕi],police,,
傷,/kid͡ʑi/,wound,,
声,[kʷiː],"voice, news (of someone); word (of someone); something",,
蜘蛛,[kuːbaː],spider,,
鯨,/ɡud͡ʑiɾa/,whale,,
口,/kut͡ɕi/,mouth,,
言葉,[kutuba],"language; speech; lingo; dialect; way of speaking,",,
雲,[kumu],a cloud (visible mass of water droplets or other related,,
くり,/kuɾi/,this,,
黒,/kuɾu/,black,,
黒砂糖,[kuɾud͡ʑaːtaː],"brown sugar
Synonym: (usual) 砂糖 (sātā)",,
車,/kuɾuma/,car,,
黒猫,/kuɾumajaː/,a black cat,,
広東瓜,[kʷan̩tuʔui],"watermelon, Synonym: 西瓜 (shīkwa)",,
広東,/kʷan̩tuŋ̍/,Guangdong (a province of China),,
官話,/kʷam̩ɸaː/,Mandarin; Guanhua (group of Northern Chinese dialects,,
ゴーブレーキ,/ɡo̞ːbuɾe̞ːki/,goldbrick,goldbrick,ɡˈoʊldbɹɪk
酒,[saki],"any alcoholic beverage (wine, whisky, sake, etc.)",,
桜,[sakuɾa],a cherry tree,,
写真,/saɕiŋ̍/,"photograph
写真 (さしん)撮 (とぅ)ゆんsashin tuyuntake a picture",,
さんさなー,/saŋ̍sanaː/,"a cicada of the species Cryptotympana facialis, tomboy",,
三線,[sãɴɕĩɴ],a fretless plucked lute with three strings and skin-covered,,
西瓜,/ɕiːkʷa/,"watermelon
Synonym: 広東瓜 (kwantuui)",,
煤,[ɕiːɕi],soot (fine particles of amorphous carbon and tar),,
しーじゃ,/ɕiːd͡ʑa/,"older sibling, older brother, Hypernyms: うふあふぃー (ufu",,
しけー,/ɕikeː/,"世界: world, society",,
世界,/ɕikeː/,"world, society",,
舌,/ɕit͡ɕa/,tongue,,
しちゃふぃじ,[ɕit͡ɕaɸiʑi],beard,,
捨てぃゆん,/ɕi̥tijuŋ/,to abandon,,
唇,/ɕiba/,"lip; pertaining to the lips, 下 (しちゃ)唇 (しば)shichashibalower",,
島,/ɕima/,"a community, an island",,
書物,/ɕimut͡ɕi/,"a book, 太郎 (たるー)や毎日 (めーなち)書物 (しむち)読 (ゆ)むん。Tarū-ya mēnachi",,
霜月,[ɕimut͡ɕit͡ɕi],"November (the month of frost), Synonym: 十一月 (jūichigwachi)",,
自由,/d͡ʑijuː/,"freedom, liberty, as one expects",,
銭,/d͡ʑiŋ̍/,"money, coins",,
すー,/suː/,"father, dad
我 (わー)すーやいびーん。Wā sū yaibīn.It is my father.",,
空,/suɾa/,"(literary) the sky, heavens",,
そーゆー,/soːjuː/,醤油: soy sauce,,
醤油,[soːjuː],soy sauce,,
