L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
агаар,/a.ɢaːr/,air,,
Ази,/aː.zi/,Asia,,
-б,/b/,"agglutinated after a vowel, forms a first-person singular",,
Байгал,/bɛː.ɢal/,"Baikal (world’s largest freshwater lake by volume),",,
би,/bi/,(first-person singular) I,,
биологи,/bʲɔː.lɔː.ɡi/,biology,,
буряад,/bʊ.rʲaːd/,"(attributive) Buryat, Buriat, буряад зон ― burjaad",,
Буряад,/bʊ.rʲaːd/,"synonym of Буряад орон (Burjaad oron, “Buryatia”)",,
Доржо,/dɔr.ʒɔ/,"A male given name, Dorzho, from Classical Mongolian",,
дуулаха,/dʊː.la.χa/,"From Proto-Mongolic *dawu-la-, cognate with Mongolian",,
дуулаха,/dʊː.la.χa/,to sing,,
дуун,/dʊːn/,"voice; song, дуу дуулаха ― duu duulaxa ― to sing a",,
Европо,/jev.rɔː.pɔ/,"Europe, Европын Холбоон ― Jevropyn Xolboon ― the European",,
загаһан,/za.ɢa.han/,fish,,
загаһашан,/za.ɢa.ħa.ʃan/,fisher,,
либерал,/li.bʲe.raːl/,liberal,,
луу,/lʊː/,"dragon, луу жэл ― luu žel ― year of the Dragon",,
манжа,/man.ʒa/,"Manchu, манжа зон ― manža zon ― the Manchu people,",,
минии,/mi.niː/,(first-person singular possessive) my,,
Монгол,/mɔŋ.ɢɔl/,"Mongolia (a country in northeastern Asia; capital: Ulaanbaatar)
Монгол орон ― Mongol oron ― Mongolia as region or country
Монгол улас ― Mongol ulas ― Mongolia as country or state
Монгол Улас ― Mongol Ulas ― Mongolia (official and full name of the state)",,
морин,/mɔ.rin/,horse,,
морихон,/mɔ.ri.χɔn/,"diminutive of морин (morin, “horse”)",,
музей,/mʊ.zʲeːj/,a museum,,
ойрад,/œ͡ɛ.rad/,"the Oirats (Mongolic people), дүрбэн ойрад ― dürben",,
Орос,/ɔ.rɔs/,"Russia, Орос орон ― Oros oron ― Russia (as geological",,
орос,/ɔ.rɔs/,"Synonym of ород (orod, “Russian”)",,
официальна,/a.fiˈt͜saːlʲ.na/,"official, Synonym: албан ёһоной (alban johonoj)",,
пивэ,/piː.ve/,beer,,
республика,/rʲes.pʊːb.li.ka/,"republic, Буряад Республика ― Burjaad Rjespublika ―",,
Росси,/raˈsiː/,"Russia, Россиин Федераци (Rossiin Fjedjeraci, “the",,
сан,/saŋ/,"treasury; exchequer, fund, stock, reserve",,
сангаха,/saŋ.ɢa.χa/,"From Proto-Mongolic *caŋga-, compare Mongolian цангах",,
сангаха,/saŋ.ɢa.χa/,to languish from thirst,,
сая,/sa.ja/,million,,
симфони,/simˈfɔː.ni/,(music) a symphony,,
соёл,/sɔ.jɔl/,"culture, Буряад Республикын Соёлой министерство ― Burjaad",,
Сэлэнгэ,/se.leŋ.ɡe/,"Selenga (river in Mongolia and Buryatia, Russia; flowing into the Lake Baikal)
Сэлэнгэ мүрэн ― Selenge müren ― the Selenga River",,
театр,/tʲaːtr/,theatre,,
толи,/tɔ.li/,"short for толи бэшэг (toli bešeg, “dictionary”)",,
тугша,/tʊɢ.ʃa/,standard-bearer,,
тыквэ,/tɨːk.ve/,pumpkin,,
Улаан-Үдэ,/ʊ.laːn u.de/,"Ulan-Ude (a city in Russia, capital of Buryatia), Улаан-Үдэ",,
улас,/ʊ.las/,"state, country, people, nation",,
улус,/ʊ.lʊːs/,an ulus (type of indigenous rural locality in Buryatia),,
уһан,/ʊ.han/,"water, State Anthem of the Republic of Buryatia, Эмтэй",,
федераци,/fʲe.dʲeˈraː.t͜sa/,"federation, Россиин Федераци ― Rossiin Fjedjeraci ―",,
хото,/χɔ.tɔ/,"a city or a town (not distinguished by population),",,
хэлэн,/xe.len/,"tongue, language, буряад хэлэн ― burjaad xelen ― the",,
хүбүүн,/xu.buːn/,"boy, son",,
Швейцари,/ʃvʲej.t͜saː.ri/,Switzerland,,
Шэтэ,/ʃe.te/,"Chitinka (a river in Trans-Baikalian Russia, left tributary",,
энэ,/e.ne/,"this, this one",,
Эрхүү,/er.xuː/,"Irkut, left tributary of the Angara River
Эрхүү гол, Эрхүү мүрэн ― Erxüü gol, Erxüü müren ― the Irkut River",,
үглөө,/uɡ.lɵː/,"in the morning, tomorrow, үглөө үглөөгүүр ― üglöö üglöögüür",,
үглөө,/uɡ.lɵː/,morning,,
һайн,[hɛ͡e̞ŋ],"good, fine",,
һалхин,/hal.xin/,wind,,
