L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
at’eedn,[atʰʔeːtn],girl,,
besh,[pɛ́ʃ],knife,,
bichan,[pitʃʰan],feces,,
bichizh,[pitʃʰɪʒ],firewood,,
-bid,/pɪ̀t/,"belly, stomach, abdomen, shibid (“my belly”), bibid",,
biditlid,[pɪtɪtʰlɪt],brand,,
big,[pɪ̀k],"belly, stomach, abdomen, shibig ― my belly, bibig ―",,
bigad,[pɪkatʰ],cedar,,
bikʼisn,[pɪkʰʔɪsn],brother,,
bitsʼinn,[pɪtʰsʔɪnː],bone,,
bitʼiis,[pɪtʰʔɪːs],(tree) cottonwood,,
bąą,[pãː],mother,,
chʼid,[tʃʰʔɪt],blanket,,
chʼini,/tʃɪ̃˨nɪ̃˦ː/,advertisement,,
dagotʼee,[takotʔeː],hello,,
daha,[taxa],hurry,,
dahnídah,[dàdìdɑ̀ʔ],(of boxes in the back of a vehicle) to rattle,,
dasáhndi,[dɑ˨sɑ̃ːn˦ɾĩ˨],he/she is alone,,
deyaa,[tejaː],leave,,
dełichíʼé,[teɬɪtʃʰɪ́ʔé],pink,,
deʼdoljéég,[tɛ̀ʔtòltʃéːk],campfire,,
dikos,[dìkʰò̤ːs],cough,,
dił,[tiɬ],blood,,
dleesh,[d̥lɛ̀ːʃ],clay (white),,
dlǫ́ʼ,[d͡lõʔ˦],bird,,
dohatʼeeda,[toxatʰʔeːta],nothing,,
dotłʼizhihíí,[totʰɬʔɪʒɪxɪ́ː],"green, blue",,
dził,[tsɪɬ],mountain,,
Dziłtʼaadn,[dzɪ̀ɬtɑ́ːdǹ̩],"The Apache of Cibecue, Arizona.",,
dábikʼeh,[da˨bɪ˨˥˩kʰɛ̈ː˨˥˩],appropriate,,
eʼilzaa,[ɛʔɪlzaː],picture,,
eʼiléhí,[iː˨lɛ˦˥˩ʔi˦],artist,,
gad,[kàt],"cedar or juniper tree, especially Juniperus deppeana.",,
gochʼitał,[kòtʃʼɪ̀tʰàɬ],ceremony,,
goodé,[koːté],nightjar,,
goshkʼan,[kòʃkʼàn],banana,,
gosnih,[kosnɪx],"bee, honey",,
gowąh,[kowãx],home,,
gozsʼa̜a̜ge,[kozsʔáːke],place,,
góchiʼ,[kótʃʰɪʔ],pig,,
góshé,[kótʃɛ́],dog,,
hayaazhiʼ,[hɑ˨jɑː˨ʒĩ˨˩˥],afternoon,,
ha’do’aał,[xaʔtoʔaːɬ],sing,,
hidląąnhí,[hɪ˨d̥lɑ̃˦nĩ˦],beverage,,
hilwozh,[hìɫwóːʒ],canyon,,
hishtłish,[hɪ̀ʃtl̥ɪ̀ʃ],brown,,
hishtłish,[hɪ̀ʃtl̥ɪ̀ʃ],be brown,,
ibann,[ipanː],buckskin,,
ighaa,[ʔɪ̀ɣàː],"(anatomy) body hair, fur",,
ikał,[ɪkʰaɬ],hide (skin of an animal),,
ikʼah,[ɪkʰʔax],"fat, oil, lard",,
ikʼahkǫʼí,[ɪ̀kʼàhkʰõ̀ʔɪ́],candle,,
ishkiin,[ɪʃ˨kĩːn˨],boy,,
isáłigai,[ɪsáɬɪkaɪ],bald eagle,,
itsáłigai,[ɪ̀tsʰáɬɪ̀kàɪ̀],bald eagle,,
itʼoh,[ɪtʰʔox],nest,,
iwoo,[ɪwoː],teeth,,
izaʼá,[ɪ́tsɑ́ʔɑ́ʔ],bridle (headgear for a horse),,
iłdíʼgee,[ɪɬtɪ́ʔkeː],center,,
iłtį́ʼtsį́h,[ɪɬtʰɪ̃́ʔtsʰɪ̃́x],bow,,
jaa,[d͡ʒàː],"(anatomy) ear, outer ear, shijaa ― my ear, bijaa ―",,
jaadi,[dʒɑ́ːdí],"The antelope or, more specifically, the pronghorn, Antilocapra americana.",,
jaage,[tʃʰaːke],pronghorn,,
kaz,[kʰàz],"corn stalk, mescal stalk
bikaz ― its stalk",,
kowa̜,[kʰowã],home,,
kʼaaʼ,[kɑ̃ː˨],"arrow, bullet",,
maghashi,[makxaʃɪ],cattle,,
mbá,[mpá],coyote,,
méʼ,[mɛ̃ʔ˦],baby,,
múh,[múx],owl,,
nadzeeł,[nɑ̀dzɛ̀ːɬ],he/she dreams,,
nadą́ʼ,[natã́],corn,,
nagonełchʼiigi,[nakoneɬtʃʔɪːkɪ],locust,,
nalbiil,[nɑ̀lbíːl],"car, automobile",,
nawołkaadi,[nawoɬkʰaːtɪ],"war, warrior",,
naʼchagi,[nàʔtʃʰàkɪ̀],grasshopper,,
naʼiniihí,[na˨inĩ˨hi˦],airplane,,
nchaa,[ǹ̩tʃɑ̀ː],"big, large",,
nchǫʼ,/n̩˨tʃõʔ˨/,bad,,
nchʼííʼ,[n̩˨tʃĩː˦],bitter,,
ndołkah,[ntoɬkʰax],cougar,,
ndéʼsdzan,[ntéʔstzan],male-bodied two-spirit,,
niʼ,[nɪʔ],"ground, earth",,
nohwíí,[nõ˨wĩː˦],we,,
noi,/nòj/,"something stored away, cache",,
non,[nòn],"something stored away, cache",,
nos,[nòs],manzanita plant,,
nyeeʼ,[ǹ̩jéː],difficult,,
nłtʼéégo,[ǹ̩ɬtʼéːkò],clear,,
ooro,[oːro],gold,,
piishi,[pʰɪːtʃɪ],(bird) swallow,,
pish,[pʰɪ̀ʃ],fish,fish,fˈɪʃ
shash,[ʃaʃ],bear,,
shid,[ʃɪ̀t],scar,,
shiyí,[ʃi˨jĩ˦],brother-in-law,,
sid,[sɪ̀t],scar,,
sig,[sɪ̀k],scar,,
silaada,[sɪlaːta],soldier,,
sis,[sɪ̀s],belt,,
sáánts’ǫ́sé,[sáːntsʼṍsé],new moon,,
taba̜a̜zhide,[tʰapãːʒɪte],kingfisher,,
tazhikʼáné,[taʒ˨i˨˩˥kɑ̃n˦ɛ̃˦],chicken,,
tlʼókʼaʼ,[tɬʼókʼàʔ],the shaft of an arrow,,
totlʼizh,[tʰótɬʔɪʒ],"be blue, be green",,
tsinaʼeełí,[tsĩ˦nɑ˦ʔɛ˨ɬi˨],boat,,
tsénchóʼ,[tsɛ̀n̥tʃóʔ],"big rock, boulder",,
tséé,[tseː˦˩˥],rock,,
tsʼaał,[tsɑ́ːɬ],cradleboard,,
tubąąyú,[tʊ˦˩˥baɪ˦jo˦],riverbank,,
tudiłhiłi,[tʊ˨˩˥d̪i˨˩˥ɬhɪ˨˥˩ɬi˦],coffee,,
tátsʼaaʼ,[tʰátsʼàːʔ],basket,,
táwosh,[tʰáwòʃ],bubble,,
túnálį́į́’,[tʰúnálɪ̃́ːʔ],waterfall,,
tłád,[tɬʰát],oil,,
tłʼéʼgonaʼáí,[tɬʼéʔkonaʔáɪ́],moon,,
tʼaah,[tʰʔaːh],father,,
tʼabįhgo,[tʼàpɪ̃̀hkò],in the morning,,
tʼąązhįʼ,[tʼã̀ːʒɪ̃̀ʔ],backwards,,
yatʼihitʼą,[jatʔɪxɪtʔã],message,,
yidits’įh,[jɪtɪtsʼɪ̃x],hear,,
yiyąą,[jɪjãã],eat,,
yiʼaał,[jiʔ˨ɑ̃ːɬ˨],he/she chews,,
yoo,[jòː],"bead, beads, shiyo’ ― my beads, biyo’ ― her/his/their",,
yo’įį,[joʔɪ̃ː],see,,
yuneʼ,[juneʔ],inside,,
yáá,[jáː],sky,,
yídiłig,[jídɪ́ɬɪ́kʰ],he/she brands,,
zas,[zàs],snow,,
zhááli,[ʒɑ́ːlí],(money) change,,
áho,[áxo],thank you,,
ííchoʼ,[ɪ̃ː˦tʃõ˦],coat,,
ę́ʼ,[ɛ̃́ʔ],prairie dog,,
łetʼeesh,[ɬɛ̀tʼèːʃ],charcoal,,
łibaa,[ɬi˨˩˥bɑ̃ː˦],"be gray, be brown; be any dull color",,
łibáá’í,[ɬɪpáːʔɪ́],gray,,
łichíí,[ɬɪtʃʰɪ́ɪ́],red,,
łigai,[ɬɪ́kài],white,,
łigai,[ɬɪ́kài],be white,,
łitsog,[ɬɪtʰsok],yellow,,
łóg,[ɬók],fish,,
ǫ́ʼáá,[ṍʔáː],evening,,
