L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
a'-,[aʔ-],derivational prefix forming intransitive verbs from,,
a'ba,[ˈaʔba],flood,,
a'bebe,[aʔˈbɛbɛ],(intransitive) to drool,,
a'je'ne',[aʔˈɟeʔneʔ],(intransitive) to bathe,,
a'lu',[ˈaʔluʔ],(transitive) to swallow,,
a'masa',[ˈaʔmasaʔ],"wet (e.g. soaked cloth)
A'masaki bajungku ri songo'. ― My shirt is soaking wet with sweat.
Antonym: kalotoro'",,
a'rappungang,[aʔraˈpːuŋaŋ],(intransitive) to gather (come together),,
abang,[ˈabaŋ],(anatomy) forehead,,
accera',[aˈcːeraʔ],(intransitive) to bleed,,
accokko,[aˈcːɔkːɔ],(intransitive) to hide,,
akkalimbu',[akːaˈlimbuʔ],(intransitive) to cover oneself with a blanket,,
akkaluru',[akːaˈluruʔ],(intransitive) to smoke (cigarettes),,
akkulantu',[akːuˈlantuʔ],(intransitive) to kneel,,
alimbu'bu',[alimˈbuʔbuʔ],dust,,
alle,[ˈalːɛ],(transitive) to take,,
allo,[ˈalːɔ],"day, sun",,
alloi,[aˈlːoi],(transitive) to sun-dry,,
ambani,[amˈbani],"near
Antonym: bella",,
ammang,/ammaŋ/,"general, common",,
ammenteng,[ˈenteŋ],(intransitive) to stand,,
amminro,[amːˈinro],(intransitive) to rotate,,
ammotere',[aˈmːotereʔ],"(intransitive) to return, go home",,
ammuko,[aˈmːukɔ],tomorrow,,
ana',[ˈanaʔ],child,,
Anggarrisi',[aŋˈɡarːisiʔ],England,,
Anggarrisi',[aŋˈɡarːisiʔ],English,,
anging,[ˈaŋiŋ],wind,,
anjo,[ˈaɲɟɔ],"that (demonstrative, remote from speaker and addressee)",,
anjoreng,[aɲˈɟoreŋ],"there (deictic, remote from speaker and addressee)",,
annang,[ˈanːaŋ],six,,
anne,[ˈanːɛ],"this (demonstrative, close to speaker)",,
anngarru',[aˈŋːarːuʔ],(intransitive) to cry,,
anri'ba',[anˈriʔbaʔ],(intransitive) to fly,,
anrinni,[anˈrinːi],"here (deictic, close to speaker)",,
antu,[ˈantu],"that (demonstrative, close to addressee)",,
antureng,[anˈtureŋ],"there (deictic, close to addresse)",,
Araba,[araˈba],Wednesday,,
areng,[ˈareŋ],name,,
ase,[ˈasɛ],"rice plant, rice (harvested, but still unhusked)",,
assaluara',[asːaˈluaraʔ],(intransitive) to wear trousers,,
assongo',[aˈsːoŋoʔ],(intransitive) to sweat,,
assulu',[aˈsːuluʔ],(intransitive) to go out,,
atta'gala',[aˈtːaʔɡalaʔ],(intransitive) to hold on,,
au,[ˈau],ash,,
ba'lalo,/baʔlalo/,immediately,,
ba'le,/baʔle/,"across, opposite",,
ba'leang,/baʔleaŋ/,"across from, other side of",,
ba'nusu',/baʔnusuʔ/,to peel off,,
ba'ra',/baʔraʔ/,"talcum powder, face powder",,
baine,[baˈinɛ],"woman, wife",,
balao,[baˈlaɔ],"mouse, rat",,
balli,[ˈbalːi],price,,
balli,[ˈbalːi],(transitive) to buy,,
bambang,[ˈbambaŋ],"hot, warm
Antonym: dinging",,
bangkeng,[ˈbaŋkeŋ],(anatomy) foot (part of body),,
battala',[ˈbatːalaʔ],heavy,,
battang,[ˈbatːaŋ],(anatomy) belly (abdomen),,
bau',[ˈbauʔ],"fragrant
Antonym: botto'",,
bawi,[ˈbawi],pig,,
bayao,[baˈjaɔ],egg,,
bebe,[ˈbɛbɛ],saliva,,
bedeng,[ˈbedeŋ],adverb marking a statement as hearsay,,
bella,[ˈbelːa],"far
Antonym: ambani",,
benteng,[ˈbenteŋ],pillar,,
berang,[ˈberaŋ],machete,,
beru,[ˈberu],new,,
beso',[ˈbesoʔ],(transitive) to pull,,
bibere',[ˈbibereʔ],lip,,
bitisi',[ˈbitisiʔ],(anatomy) calf (anatomy: back of the leg below the,,
bo'bo',[ˈboʔboʔ],book,,
bodo,[ˈbɔdɔ],"short
Antonym: la'bu",,
boya,[ˈboja],(transitive) to look for,,
Bugisi',[ˈbuɡisiʔ],"relating to the Buginese ethnic group or their language.,",,
bukkuleng,[buˈkːuleŋ],(anatomy) skin,,
bulo,[ˈbulɔ],bamboo,,
bungung,[ˈbuŋuŋ],"well (a hole sunk into the ground as a source of water, oil, natural gas or other fluids)",,
bura'ne,[buˈraʔnɛ],man (male person); husband,,
butta,[ˈbutːa],"land, soil",,
ca'di,[ˈcaʔdi],"small
Antonym: lompo",,
cammi',[ˈcamːiʔ],(Turatea dialect) cat,,
cara'de',[caˈraʔdeʔ],"clever, Antonym: tolo",,
ce'la,[ˈceʔla],salt,,
ce'la,[ˈceʔla],salty,,
cera',[ˈceraʔ],blood,,
cidu',[ˈciduʔ],pointed,,
cikali,[ciˈkali],"first cousin
Synonym: sampo sikali",,
cini',[ˈciniʔ],(transitive) to see,,
cipuru',[ˈcipuruʔ],"hungry
Antonym: bassoro'",,
co'mo',[ˈcoʔmoʔ],"fat
Antonym: roso'",,
cokko,[ˈcɔkːɔ],(transitive) to hide,,
colo',[ˈcoloʔ],match (device to make fire),,
dapara',[ˈdaparaʔ],floor,,
dare',[ˈdareʔ],monkey,,
dengka,[ˈdeŋka],(transitive) to pound,,
dinging,[ˈdiŋiŋ],"cold, Antonym: bambang",,
doang,[ˈdɔaŋ],"shrimp, prawn",,
doke',[ˈdokeʔ],(anatomy) heart,,
eja,[ˈeɟa],(colour) red,,
epa,[ˈepa],(anatomy) armpit,,
erang,[ˈeraŋ],(transitive) to bring,,
ero',[ˈeroʔ],(intransitive) to want,,
gappa,[ˈɡapːa],(transitive) to get,,
garring,[ˈɡarːiŋ],ill,,
garu,[ˈɡaru],(transitive) to stir,,
gasing-gasing,[ˌɡasiŋˈɡasiŋ],ankle,,
gassing,[ˈɡasːiŋ],strong,,
gau',[ˈɡauʔ],(colour) blue,,
ingkong,[ˈiŋkoŋ],tail,,
inrang,[ˈinraŋ],debt,,
inrang,[ˈinraŋ],(transitive) to borrow,,
inro-inro,[ˌinroˈinro],toy windmill,,
inung,[ˈinuŋ],(transitive) to drink,,
isseng,[ˈisːeŋ],(transitive) to know,,
jaguru',[ˈɟaɡuruʔ],(transitive) to punch (to strike with one's fist),,
jakkala',[ˈɟakːalaʔ],"(transitive) to seize, to capture",,
jama,[ˈɟama],(transitive) to work on something,,
jamang,[ɟaˈmaŋ],"work, task",,
jangang,[ˈɟaŋaŋ],chicken,,
jangka,[ˈɟaŋka],comb,,
je'ne',[ˈɟeʔneʔ],water,,
je'ne',[ˈɟeʔneʔ],(transitive) to bathe,,
jo'jo',[ˈɟoʔɟoʔ],(transitive) to point at,,
juku',[ˈɟukuʔ],fish,,
ka'daro,[kaʔˈdarɔ],coconut husk,,
ka'muru,[kaʔˈmuru],(anatomy) nose,,
kacikoro',[kaˈcikoroʔ],nape (back part of the neck),,
kaeroki,[kaeˈroki],(transitive) to want,,
kakka',[ˈkakːaʔ],(transitive) to tear,,
kakka',[ˈkakːaʔ],torn,,
kalarroang,[kalaˈrːɔaŋ],(transitive) to be angry about,,
kale,[ˈkalɛ],body,,
kalimbu',[kaˈlimbuʔ],blanket,,
kalimbuki,[kalimˈbuki],(transitive) to cover with a blanket,,
kallong,[kaˈlːoŋ],(anatomy) neck,,
kallong,[kaˈlːoŋ],"(transitive) to choke on a solid object, Nakallonga'",,
kalotori,[kaloˈtori],(transitive) to dry,,
kalotoro',[kaˈlotoroʔ],"dry
Antonyms: a'masa', basa",,
kaluku,[kaˈluku],coconut,,
kaluru',[kaˈluruʔ],cigarette,,
kamallakkang,[kamaˈlːakːaŋ],(transitive) to fear,,
kambe,[ˈkambɛ],"we (first person plural exclusive; archaic, poetic)",,
kana,[ˈkana],(transitive) to say,,
kana,[ˈkana],word,,
kannying,[ˈkaɲːiŋ],(anatomy) eyebrow,,
kanre,[ˈkanrɛ],cooked rice,,
kanre,[ˈkanrɛ],(transitive) to eat,,
kapa'-kapasa',[ˌkapaˈkːapasaʔ],temple (part of head),,
karaeng,/kaˈraeŋ/,"king, ruler, lord, c. 1670,  Gowa Chronicle:Ka punna",,
karattasa',[kaˈratːasaʔ],paper,,
karemeng,[kaˈremeŋ],(anatomy) finger,,
karro'-karro',[ˌkarːoˈkːarːoʔ],throat,,
