L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
abrìl,/a.ˈbril/,April,,
abès,/a.ˈbes/,abyss,,
abét,/a.ˈbɛt/,"fir, wood of fir",,
abét,/a.ˈbɛt/,plural of abêt,,
abét,/a.ˈbɛt/,plural of abêt,,
abêt,/a.ˈbet/,abbot,,
abòz,/a.ˈbot͡s/,"draft, sketch",,
abóz,/a.ˈbɔt͡s/,plural of abòz,,
academèsta,/a.ca.dɛ.ˈmez.ta/,academic,,
academèstar,/a.ca.dɛ.ˈmez.tar/,academic,,
academést,/a.ca.dɛ.ˈmɛzt/,plural of academèsta,,
academéstar,/a.ca.dɛ.ˈmɛz.tar/,plural of academèstar,,
acadimi,/a.ca.ˈdi.mi/,plural of académia,,
acadimic,/a.ca.ˈdi.mic/,masculine plural of académic,,
acadimic,/a.ca.ˈdi.mic/,plural of académic,,
académia,/a.ca.ˈdɛ.mja/,academy,,
académic,/a.ca.ˈdɛ.mic/,"academic
Córp académic.Academic body.",,
académic,/a.ca.ˈdɛ.mic/,academic,,
académica,/a.ca.ˈdɛ.mi.ca/,feminine of académic,,
académici,/a.ca.ˈdɛ.mi.t͡ʃi/,feminine plural of académic,,
acv,/acv/,plural of acva,,
acva,/ˈac.va/,"water (chemical having the formula H2O, required by",,
acàcc,/a.ˈcat͡ʃː/,acacia,,
alẓir,/al.ˈðir/,"thin
September 2012, Gigliola Neri, Sófi in la Ludla, il Papiro, page 14:
Alẓir l’è e’ sófi dla vita.
The breath of life is thin.",,
anàdar,/a.ˈna.dar/,plural of anàdra,,
anàdra,/a.ˈna.dra/,duck,,
aquasânta,/a.ku̯.a.ˈsãn.ta/,holy water,,
aquasénta,/a.ku̯.a.ˈsɛn.ta/,plural of aquasânta,,
aquedót,/a.ku̯.ɛ.ˈdɔt/,aqueduct,,
aspèt,/az.ˈpet/,plural of aspët,,
aspët,/az.ˈpet/,"act of waiting
Sêla d'aspët.Waiting room.",,
avidri,/a.ˈvi.dri/,masculine plural of avidrê,,
avidrê,/a.vi.ˈdre/,"glassy, vitreous",,
avidrêda,/a.vi.ˈdre.da/,feminine of avidrê,,
avidrêdi,/a.vi.ˈdre.di/,feminine plural of avidrê,,
aziditê,/a.t͡si.di.ˈte/,acidity,,
babilân,/ba.bi.ˈlãn/,"impotent, powerless",,
babilân,/ba.bi.ˈlãn/,(sexually) male impotent,,
babilâna,/ba.bi.ˈlã.na/,feminine of babilân,,
babilâni,/ba.bi.ˈlã.ni/,feminine plural of babilân,,
babilén,/ba.bi.ˈlɛn/,masculine plural of babilân,,
babilén,/ba.bi.ˈlɛn/,plural of babilân,,
Babilògna,/ba.bi.ˈlo.ŋŋa/,"Babylonia, mess, hustle, commotion, Fnìla d'fê' tânta",,
babén,/ba.ˈbɛn/,child,,
balén,/ba.ˈlɛn/,plural of baléna,,
baléna,/ba.ˈlɛ.na/,whale,,
banân,/ba.ˈnãn/,banana tree,,
banân,/ba.ˈnãn/,plural of banâna,,
banân,/ba.ˈnãn/,plural of banâna,,
banâna,/ba.ˈnã.na/,banana,,
baracùda,/ba.ra.ˈcu.da/,barracuda,,
big,/ˈbiɡ/,"important person, Agnëli l'è un big dl'indóstria e",big,bˈɪɡ
bravùr,/bra.ˈvur/,plural of bravùra,,
bravùra,/bra.ˈvu.ra/,wellness,,
brèt,/ˈbret/,hat,,
bur,/buːr/,"darkness (lack of light), December 2007, Nevio Spadoni,",,
bus,/bus/,"hole
September 2012, Daniela Cortesi, Bônanòta in la Ludla, il Papiro, page 15:
un sorg e’ cor in priscia int e’ su bus.
a mouse runs hastily towards its hole.",,
bèsa,/ˈbe.sa/,"grass snake, snake",,
Bìbia,/ˈbi.bi.a̯/,Bible,,
bòcc,/bot͡ʃː/,plural of bòcia,,
bôn,/bõn/,"good, 1999, Adelmo Masotti, Vocabolario Romagnolo Italiano,",,
camsãnt,/kam.ˈsə̃nt/,"graveyard; cemetery (place where the dead are buried)
November 2012, Enrico Berti, E camsãnt ’d Valsèlva in la Ludla, il Papiro, page 15:
E camsãnt ’d Valsèlva
The graveyard of Valsalva",,
cavàl,/ca.ˈval/,horse,,
cavël,/ca.ˈvel/,plural of cavàl,,
chirùrg,/ki.ˈrurɡ/,surgeon,,
cêv,/t͡ʃeə̯v/,key (object designed to open and close a lock),,
Dalmàzia,/dal.ˈma.t͡si.a̯/,Dalmatia,,
Dalmêzia,/dal.ˈme.t͡sia/,Dalmatia,,
fabiul,/fa.bi.ˈu̯l/,plural of fabiöl,,
fabiöl,/fa.bi.ˈo̯l/,flageolet,,
fabrichëbil,/fa.bri.ˈce.bil/,masculine plural of fabricàbil,,
fabricàbil,/fa.bri.ˈca.bil/,manufacturable,,
fabricàbila,/fa.bri.ˈca.bi.la/,feminine of fabricàbil,,
fabricàbili,/fa.bri.ˈca.bi.li/,feminine plural of fabricàbil,,
farèna,/fa.ˈre.na/,flour,,
fior,/fi.ˈo̯r/,flower,,
fiùr,/fi.ˈu̯r/,plural of fior,,
fjór,/fjor/,"flower (reproductive structure in angiosperms), October",,
fugh,/ˈfuɡ/,fire (chemical reaction with the production of heat and the presence of flame or smouldering),,
fàbar,/ˈfa.bar/,blacksmith,,
fàbrica,/ˈfa.bri.ca/,factory,,
fëbar,/ˈfe.bar/,plural of fàbar,,
gal,/ɡal/,"rooster (male domestic fowl), September 2012, Loris",,
gat,/ˈɡat/,"cat (Felis silvestris catus, a domesticated feline",,
gvardê,/ɡu.arˈder/,to look,,
luš,/luːz/,light (electromagnetic radiation with a wavelength,,
mêr,/ˈmeə̯r/,"sea (large body of salty water), October 2007, Rosalba",,
parpàia,/par.ˈpa.ja/,(Ravenna) butterfly,,
prit,/pˈrit/,"priest; clergyman, (figuratively) hypocrite, a wooden",,
ranòcc,/ra.ˈnot͡ʃː/,frog,,
sêl,/ˈseə̯l/,salt (substance used extensively as a condiment and,,
tabàc,/ta.ˈbac/,(Ravenna) boy,,
tabèc,/ta.ˈbec/,plural of tabàc,,
vocadùr,/vo.ca.ˈdur/,plural of vocadùra,,
vocadùra,/vo.ca.ˈdu.ra/,advocacy,,
zil,/θil/,"sky, November 2012, Augusto Ancarani, Bon Nadel in",,
àbiș,/ˈa.biz/,pencil,,
àca,/ˈa.ca/,"aitch, the name of the H letter",,
àzar,/ˈa.t͡sar/,maple,,
ëzer,/ˈe.t͡ser/,plural of àzar,,
