L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
100fed,/ˈkanvɛd/,Abbreviation of canfed (“100th”).,,
101af,/ˌkəntav ˌwɛdɪr ˈkant/,Abbreviation of cyntaf wedi'r cant (“101st”).,,
10fed,/ˈdɛɡvɛd/,Abbreviation of degfed (“10th”).,,
11eg,/ˌɨ̞nvɛd ar ˈðeːɡ/,Abbreviation of unfed ar ddeg (“11th”).,,
12fed,/deɨ̯ˈðɛɡvɛd/,Abbreviation of deuddegfed (“12th”).,,
13eg,/ˌtrədɨ̞ð ar ˈðeːɡ/,Abbreviation of trydydd ar ddeg (“13th”).,,
13eg,/ˌtrədɨ̞ð ar ˈðeːɡ/,Abbreviation of trydedd ar ddeg (“13th”).,,
14eg,/pɛdˌwɛrɪ̞ð ar ˈðeːɡ/,Abbreviation of pedwerydd ar ddeg (“14th”).,,
14eg,/pɛdˌwɛrɪ̞ð ar ˈðeːɡ/,Abbreviation of pedwaredd ar ddeg (“14th”).,,
15fed,/pəmˈθɛɡvɛd/,Abbreviation of pymthegfed (“15th”).,,
16eg,/ˌɨ̞nvɛd ar ˈbəmθɛɡ/,Abbreviation of unfed ar bymtheg (“16th”).,,
17eg,/ˌai̯l ar ˈbəmθɛɡ/,Abbreviation of ail ar bymtheg (“17th”).,,
18fed,/deɨ̯ˈnau̯vɛd/,Abbreviation of deunawfed (“18th”).,,
19eg,/pɛdˌwɛrɪ̞ð ar ˈbəmθɛɡ/,Abbreviation of pedwerydd ar bymtheg (“19th”).,,
19eg,/pɛdˌwɛrɪ̞ð ar ˈbəmθɛɡ/,Abbreviation of pedwaredd ar bymtheg (“19th”).,,
1af,/ˈkəntav/,Abbreviation of cyntaf (“1st”).,,
20fed,/ɪˈɡei̯nvɛd/,Abbreviation of ugeinfed (“20th”).,,
21ain,/ˌɨ̞nvɛd ar ˈhɪɡai̯n/,Abbreviation of unfed ar hugain (“21st”).,,
22ain,/ˌai̯l ar ˈhɪɡai̯n/,Abbreviation of ail ar hugain (“22nd”).,,
23ain,/ˌtrədɨ̞ð ar ˈhɪɡai̯n/,Abbreviation of trydydd ar hugain (“23rd”).,,
23ain,/ˌtrədɨ̞ð ar ˈhɪɡai̯n/,Abbreviation of trydedd ar hugain (“23rd”).,,
24ain,/pɛdˌwɛrɪ̞ð ar ˈhɪɡai̯n/,Abbreviation of pedwerydd ar hugain (“24th”).,,
24ain,/pɛdˌwɛrɪ̞ð ar ˈhɪɡai̯n/,Abbreviation of pedwaredd ar hugain (“24th”).,,
25ain,/ˌpɨ̞mɛd ar ˈhɪɡai̯n/,Abbreviation of pumed ar hugain (“25th”).,,
26ain,/ˌχwɛχɛd ar ˈhɪɡai̯n/,Abbreviation of chweched ar hugain (“26th”).,,
27ain,/ˌsei̯θvɛd ar ˈhɪɡai̯n/,Abbreviation of seithfed ar hugain (“27th”).,,
28ain,/ˌʊɨ̯θvɛd ar ˈhɪɡai̯n/,Abbreviation of wythfed ar hugain (“28th”).,,
29ain,/ˌnau̯vɛd ar ˈhɪɡai̯n/,Abbreviation of nawfed ar hugain (“29th”).,,
2il,/ai̯l/,Abbreviation of ail (“2nd”).,,
30ain,/ˌdɛɡvɛd ar ˈhɪɡai̯n/,Abbreviation of degfed ar hugain (“30th”).,,
31ain,/ˌɨːn ar ˌðeːɡ ar ˈhɪɡai̯n/,Abbreviation of unfed ar ddeg ar hugain (“31st”).,,
3edd,/ˈtrədɛð/,Abbreviation of trydedd (“3rd”).,,
3ydd,/ˈtrədɨ̞ð/,Abbreviation of trydydd (“3rd”).,,
4edd,/pɛdˈwarɛð/,Abbreviation of pedwaredd (“4th”).,,
4ydd,/pɛdˈwɛrɪ̞ð/,Abbreviation of pedwerydd (“4th”).,,
5ed,/ˈpɨ̞mɛd/,Abbreviation of pumed (“5th”).,,
6ed,/ˈχwɛχɛd/,Abbreviation of chweched (“6th”).,,
7fed,/ˈsei̯θvɛd/,Abbreviation of seithfed (“7th”).,,
8fed,/ˈʊɨ̯θvɛd/,Abbreviation of wythfed (“8th”).,,
99ain,/pɛdˌwɛrɨ̞ð ar ˌbəmθɛɡ a ˌfɛdwar ˈɪɡai̯n/,Abbreviation of pedwerydd ar bymtheg a phedwar ugain (“99th”).,,
99ain,/pɛdˌwɛrɨ̞ð ar ˌbəmθɛɡ a ˌfɛdwar ˈɪɡai̯n/,Abbreviation of pedwaredd ar bymtheg a phedwar ugain (“99th”).,,
9fed,/ˈnau̯vɛd/,Abbreviation of nawfed (“9th”).,,
-a,/a/,(literary) verb suffix for the third-person singular present indicative/future,,
â,/a/,"with, by means of",,
â,/a/,"as (in equative constructions mor...â, cyn...â), mor",,
â,/a/,(literary) third-person singular present indicative/future,,
â,/a/,(literary) third-person singular present indicative/future,,
abadaeth,/aˈbadaɨ̯θ/,abbotship,,
abathocroalaidd,/ˌabaˌθɔkrɔˈalai̯ð/,abathochroal,,
aber,/ˈabɛr/,"estuary, mouth of a river, confluence, joining of two",,
Aberaeron,/ˌabɛˈreɨ̯rɔn/,"Aberaeron (a town in Ceredigion county borough, Wales)",,
abergofiant,/ˌabɛrˈɡɔvjant/,(dated) forgetfulness,,
Abergwaun,/ˌabɛrˈɡwaɨ̯n/,"Fishguard (a town in Pembrokeshire county borough,",,
Abermaw,/aˈbɛrmau̯/,"Barmouth (a town in Gwynedd county borough, Wales),",,
Abertawe,/ˌabɛrˈtau̯.ɛ/,Swansea (a town and county borough of Wales),,
Aberteifi,/ˌabɛrˈtei̯vi/,"Cardigan (a town in Ceredigion county borough, Wales)",,
aberth,/ˈabɛrθ/,sacrifice,,
aberthged,/aˈbɛrθɡɛd/,"oblation, offering of flowers or fruits in gorsedd",,
aberthu,/aˈbɛrθɨ̞/,to sacrifice,,
Aberhonddu,/ˌabɛrˈhɔnðɨ/,"Brecon (a town in Powys county borough, Wales)",,
abl,/ˈabl/,"able, capable, Synonyms: galluog, medrus, deheuig,",able,ˈeɪbəl
abladol,/abˈladɔl/,(grammar) ablative,,
abladol,/abˈladɔl/,(grammar) ablative,,
absen,/ˈabsɛn/,"absence, Synonym: absenoldeb, slander, Synonym: athrod",,
acennu,/aˈkɛnɨ/,"to accentuate, to stress",,
acer,/ˈakɛr/,"acre, Synonyms: cyfair, erw",aker,ˈeɪkɚ
actores,/akˈtɔrɛs/,actress,,
acw,/ˈaku/,"yonder, (North Wales) at home",,
-ach,/aχ/,"Forms a comparative adjective., ‎ifanc (“young”) +",,
-ach,/aχ/,"pejorative suffix, ‎cor (“dwarf”) + ‎-ach → ‎corrach",,
-ach,/aχ/,"suffix forming abstract nouns and some verbnouns, ‎cyfrin",,
-ach,/aχ/,"pejorative suffix, ‎cor (“dwarf”) + ‎-ach → ‎corrach",,
-ach,/aχ/,"suffix forming abstract nouns and some verbnouns, ‎cyfrin",,
-ach,/aχ/,"suffix forming abstract nouns and some verbnouns, ‎cyfrin",,
