L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ёзулуг,/jɔzʊˈɫʊɣ/,"real, true, genuine",,
аал,/aːɫ/,"village, tent (housing structure), (by extension) home",,
аар,/aːr/,"heavy, expensive (price)",,
аарыг,/ˌaːˈrɯɣ/,"sick, ill, Ол аарыг кылдыр көстүр. ― Ol aarıg kıldır",,
аарыг,/ˌaːˈrɯɣ/,"disease, illness",,
аарыыр,/ˌaːˈrɯːr/,"(intransitive, + ablative) to be sick, suffer of, Мал",,
аас,/ɐːs/,(anatomy) mouth,,
аас-кежик,/ˌaːs kɛˈʒɪk/,"happiness, 1999,  Vladimir Oidupaa (lyrics and music),",,
ава,/aˈβa/,mother,,
авырал,/a.βɯˈraɫ/,"help, assistance",,
агаар,/ɐ.ɡ̠ɐːɾ/,"air, weather",,
агаарлаар,/aˌɣaːrˈlaːr/,"(intransitive) to take a walk, stroll, Бис дүштеки",,
адаар,/aˈdaːr/,"(transitive) to name, entitle, (transitive) to pronounce,",,
адыг,/ɐ.dɤɡ̠/,bear,,
ажар,/ɐ̰.ʒɐɾ/,"(intransitive, transitive) to open",,
ажык,/aˈʒɯq/,open,,
ажык,/aˈʒɯq/,(phonetics) vowel,,
ажык,/aˈʒɯq/,"profit, gain",,
ажык,/aˈʒɯq/,"profitable, beneficial",,
ажык,/aˈʒɯq/,"profit, gain",,
ажык,/aˈʒɯq/,"profitable, beneficial",,
ажыл,/aˈʒɯɫ/,"work, job, Ол ажылга мээң хөңнүм чок. ― Ol ajılga meeñ",,
аза,/aˈza/,"demon, devil (evil spirit)",,
Азия,/a.zɪˈja/,Asia (a continent),,
азы,/aˈzɯ/,"or, Борта бөрү азы дилги чораан-дыр. ― Borta börü azı",,
ай,/ɐj/,"moon, month",,
айыыл,/aˈjɯːɫ/,"danger, accident, disaster",,
ак,/aq/,white,,
ак,/aq/,white (colour),,
акша,/ɐ̰k̠.ʃɐ/,"money, (by extension) ruble (national currency of Russia)",,
акы,/ɐk̠.k̠ɤ/,elder brother,,
акы-дуңма,/aˌqɯ.dʊŋˈma/,"siblings, brothers, sisters, 2011,  Bayantsagaan Oohiy",,
Алдай,/ɐl.dɐj/,"Altai (mountain range), Алдай даглары ― Alday dagları",,
алдан,/ɐ̰l.dɐn/,sixty,,
алды,/ɐ̰l.dɤ/,six,,
алдыгы,/aɫ.dɯˈʁɯ/,sixth,,
алдын,/ɐ̰l.dɤn/,"gold, (attributive) golden",,
амдыызында,/amˌdɯː.zɯnˈda/,"still, yet, Амдыызында келбейн тур. ― Amdıızında kelbeyn",,
амы,/aˈmɯ/,life,,
амыдыраар,/ɐ.mɤ.dɤ.rɐːr/,"(intransitive) to live, Мен силерниң үр амыдыраарыңарны",,
амыр,/ɐ.mɤr/,easy,,
амыр,/ɐ.mɤr/,"A greeting, more formal than экии; hello, greetings",,
амыр,/ɐ.mɤr/,"peace, tranquility",,
амыраар,/a.mɯˈraːr/,"to be relieved, to be glad, happy",,
амытан,/ɐ.mɤ.tɐn/,animal,,
анаа,/aˈnaː/,"normal, ordinary",,
аныяк,/a.nɯˈjaq/,young,,
апаар,/aˈpaːr/,"(intransitive) to become
Эмчи апарган чүве. ― Emçi apargan çüve. ― He became a doctor.",,
апрель,/ɐp.reˑlʲ/,April,,
арага,/a.raˈɣa/,"alcohol, liquor",,
арга,/arˈɣa/,forest of coniferous trees,,
арга,/arˈɣa/,"method, way",,
арга,/arˈɣa/,"method, way",,
арын,/aˈrɯn/,"face, page, (Internet) web page",,
ат,/at/,"name, Мээң дуңмамның ады Кара-оол. ― Meeñ duñmamnıñ",,
ача,/ɐ.t͡ʃɐ/,father,,
ашак,/aˈʃaq/,"elderly man, husband, male spouse",,
аът,/ɐ̰t/,horse,,
аэропорт,/a.e̞.rɔˈpɔrt/,airport,,
аң,/aŋ/,"beast, wild animal",,
аңгы,/aŋˈɡɯ/,"different, separate",,
аңгы,/aŋˈɡɯ/,"class, grade, rank",,
аңнаар,/aŋˈnaːr/,(transitive) to hunt (an animal),,
баар,/paːr/,"(intransitive) to go, Мен база киноже баар мен. ― Men",,
баар,/paːr/,(anatomy) liver,,
баар,/paːr/,(anatomy) liver,,
багай,/paˈʁaj/,"bad, faulty, Ашактың дыңнаары багай. ― Aşaktıñ dıñnaarı",,
бажың,[bɐ.ʒɤŋ̠],"house (fixed residence, as opposed to a yurt), building,",,
база,/paˈza/,"also, as well, Мен база киноже баар мен. ― Men baza",,
база,/paˈza/,and,,
бай,/paj/,"rich, wealthy, abundant, plentiful, Synonym: байлак",,
байырлыг,/pa.jɤɾ.lɤʁ/,"delighted, joyful",,
байырлыг,/pa.jɤɾ.lɤʁ/,goodbye,,
байыыр,/bɐ.jɤːɾ/,"(intransitive) to grow rich, 1921,  Ayana Samiyayevna",,
балыг,/paˈlɯʁ/,"wound, injury",,
балык,/bɐ.lɤk̠/,fish,,
барыын,/paˈɾɯːn/,west,,
баш,/pǎʃ/,"(anatomy) head, (figuratively) beginning",,
баштай,/bɐʃ.tɐj/,"imperfective converb of баштаар (baştaar, “to be in",,
баштайгы,/bɐʃ.tɐj.ɡ̠ɤ/,"initial, first, Synonym: бирги (birgi)",,
бе,/be̞/,"Particle for forming yes-or-no questions., Сен шай",,
бежен,/be.ʒen/,fifty,,
белен,/pɛˈlɛn/,"easy, simple, ready, prepared",,
берге,/pɛrˈɣɛ/,"difficult, hard",,
беш,/pɛʃ/,five,,
бешки,/pɛʃˈkɪ/,fifth,,
бижек,/pɪˈʒe̞q/,knife,,
бижиир,/pɪˈʒɪːɾ/,"(transitive) to write, Чагаа бижип тур мен. ― Çagaa",,
биле,/bɪ.le/,"Hyphenated after a word, forming its comitative or",,
биле,/bɪ.le/,and,,
билир,/pɪˈlɪr/,"(transitive) to know, understand, Чүнү чугаалаарыңны",,
бир,/bɪr/,one,,
бирги,/pɪrˈɣɪ/,first,,
бичии,/pɪˈt͡ʃɪː/,"small, little, Бичии уруг ам-даа чугаалап билбес. ―",,
бо,/pɔ/,"(demonstrative) this, Бо номнуң ады чүл? ― Bo nomnuñ",,
бодаар,/pɔˈdaːr/,"(transitive) to think, suppose, Ону ынчаар эки ырлаар",,
бодум,/bodum/,(reflexive) myself,,
бойдус,/pɔjˈdʊs/,"nature, environment",,
бок,/pɔq/,garbage,,
болгаш,/pɔlˈɡaʃ/,"and, Менде словарь болгаш номнар бар. ― Mende slovarʹ",,
болур,/pɔˈlʊr/,"to be, become, Эгезинде берге болган. ― Egezinde berge",,
боо,/boː/,"gun (firearm), боо-биле адар ― boo-bile adar ― to shoot",,
боолаар,/boː.lɐːɾ/,"to shoot, to fire",,
боостаа,/ˌpɔːsˈtaː/,"throat, windpipe",,
будук,/pʊˈdʊq/,"stick, branch",,
будук,/pʊˈdʊq/,"ink, paint",,
будук,/pʊˈdʊq/,"ink, paint",,
булут,/pʊˈɫʊt/,cloud,,
Бурган,/pʊrˈɢan/,"(Christianity) God, 2011, Ыдыктыг Библия, 2 Samuel",,
бурунгаар,/pʊ.rʊŋˈɢaːr/,"before (time), Дыштанылгадан бир ай бурунгаар. ― Dıştanılgadan",,
буруу,/pʊˈrʊː/,"wrongdoing, error",,
буряттаар,/buɾʲɑˑtːɑːɾ/,to speak in Buryat,,
бут,/pʊt/,"leg, foot",,
быштак,/pɯʃˈtaq/,cheese,,
бээр,/beːɾ/,"to give, Меңээ билеттен берип көрүңер. ― Meñee biletten",,
бүгү,/pʏˈɣʏ/,"all, Бүгү делегейниң пролетарлары болгаш дарлаткан",,
бүзүрел,/pʏ.zʏˈrɛl/,"faith, trust",,
бүзүрээр,/pʏ.zʏˈrɛːr/,"(transitive, + dative case) to believe, trust, Амдыызында",,
бүле,/bʏˈlɛ/,"(rare, poetic) family, 2011,  Bayantsagaan Oohiy (lyrics),",,
бүрү,/pʏˈrʏ/,"every, each, Кижи бүрүзү ажылдаар хүлээлгелиг. ― Kiji",,
бүүрек,/ˌpʏːˈreq/,kidney (organ),,
бөгүн,/bøɡyn/,(predicative) today,,
бөгүнгү,/bøɡynɡy/,(attributive) today,,
бөрү,/pøˈrʏ/,wolf,,
дааш,/taːʃ/,"noise, stir",,
даг,/taɣ/,(geography) mountain,,
дагаа,/taˈʁaː/,chicken,,
дазыл,/dɐ.zɤl/,root,,
дайзын,/tajˈzɯn/,"enemy, foe",,
дайын,/dɐ.jɤn/,war,,
дайынчы,/ta.jɯnˈd͡ʒɯ/,"warrior, soldier",,
далай,/taˈlaj/,"sea, ocean",,
даш,/taʃ/,stone,,
делгем,/tɛlˈɡɛm/,"wide, broad",,
делегей,/te̞.le̞ˈɣe̞j/,"world, Бүгү делегейниң пролетарлары болгаш дарлаткан",,
демир-үжүк,/tɛˌmɪr ʏˈʒʏk/,pen (writing tool),,
дилги,/tɪlˈɡɪ/,fox,,
дириг,/tɪˈrɪɣ/,alive,,
дискек,/tɪsˈke̞q/,knee,,
диш,/tɪʃ/,tooth,,
довурак,/tɔ.wʊˈrak/,"land, soil, earth",,
доктаадыр,/tɔqˌtaːˈdɯr/,(transitive) to stop,,
доктаал,/tɔqˈtaːɫ/,"decision, resolution",,
доктаамал,/tɔqˌtaːˈmaɫ/,"decided, determined",,
доктаар,/tɔqˈtaːr/,"(intransitive) to stop, halt",,
доозар,/tɔːˈzar/,"(transitive) to finish, end",,
доозун,/ˌtɔːˈzʊn/,dust,,
дораан,/tɔˈraːn/,"immediately, Аалыңга четкен дораан бижиир сен. ― Aalıñga",,
Доржу,/d̥o̞ɾʒu/,A male given name,,
дош,/do̰ʃ/,ice,,
дугаар,/tʊˈʁaːr/,"number (sequence of digits), телефон дугаары ― telefon",,
дугайында,/tʊ.ʁa.jɯnˈda/,"about, concerning, Ооң дугайында кандыг бодалдыг силер?",,
дуза,/tʊˈza/,"benefit, profit, help, assistance",,
дузалаар,/tʊ.zaˈlaːr/,"(transitive) to help, assist",,
думчук,/tʊmˈt͡ʃʊq/,nose,,
дус,/tʊs/,salt,,
дуңма,/tʊŋˈma/,a younger sibling of any gender,,
дыка,/tɯˈqa/,"very, quite
Ооң өңнүктери дыка хөй. ― Ooñ öñnükteri dıka xöy. ― He has very many friends.
Дыка өөрүп тур мен. ― Dıka öörüp tur men. ― I'm very happy.",,
дыл,/tɯɫ/,tongue,,
дыштаныр,/tɯʃ.taˈnɯr/,"to rest, 2011, Ыдыктыг Библия, Genesis 2:2-3:, Чедиги",,
дээр,/te̞ːr/,"(transitive) to say, tell, Ол мени мынчаар кыл дээн.",,
дээр,/te̞ːr/,(transitive) to touch,,
дээр,/te̞ːr/,"until, up to (of time), кажанга-даа дээр ― kajanga-daa",,
дээр,/te̞ːr/,sky,,
дээр,/te̞ːr/,(transitive) to touch,,
дээр,/te̞ːr/,"until, up to (of time), кажанга-даа дээр ― kajanga-daa",,
дээр,/te̞ːr/,sky,,
дээр,/te̞ːr/,sky,,
дээш,/tɛːʃ/,"for, in order to, Силерниң-биле чугаалажыр дээш келдим.",,
дээш,/tɛːʃ/,-геш converb of дээр (deer),,
дүжер,/tʏˈʒɛr/,"(intransitive) to descend, go down, (intransitive)",,
дүк,/tʏk/,"hair, fur",,
дүлгүүр,/tʏlˈɡʏːr/,key,,
дүрзү,/tʏrˈzʏ/,"appearance, look",,
дүүнгү,/dyːnɡy/,(attributive) today,,
дөрт,/tørt/,four,,
идегел,/ɪ.dɛˈɣɛl/,"hope, expectation",,
идегээр,/ɪ.dɛˈɣɛːr/,"(transitive) to hope for, expect, (transitive, + dative)",,
ижин,/ɪˈʒɪn/,"interior, Бажың иштинде ыржым-дыр. ― Bajıñ iştinde",,
изиг,/ɪˈzɪɣ/,heat,,
изиг,/ɪˈzɪɣ/,"warm, hot",,
ийи,/ɪ̰.jɪ/,two,,
ийиги,/ɪ.jɪˈɣɪ/,second,,
ийин,/ɪˈjɪn/,"Particle that softens a statement.
Шагым чок-тур ийин. ― Şagım çok-tur iyin. ― I don't have time.",,
ине,/ɪˈne̞/,needle,,
ирги,/ɪrˈɡɪ/,"Particle that softens a question.
Балык кайда садып турар ирги? ― Balık kayda sadıp turar irgi? ― Where do they sell fish?",,
июнь,/ɪˈjʊnʲ/,June,,
каар,/qaːr/,"(transitive) to leave, put down, place, (auxiliary,",,
кадай,/qaˈdaj/,"woman (adult female human), wife",,
