L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
abasia,/abaˈsia/,"(Limba Sarda Comuna, medicine) abasia (inability to",,
abba,/ˈabba/,"water, (by extension) rain, Synonym: proja",,
abe,/ˈabe/,"bee, S'abe faghet su mele. ― The bee makes honey.",,
acchendere,/akˈkendere/,"(transitive) to light, set alight, ignite, kindle,",,
achedda,/aˈkeɖɖa/,"bird, Synonyms: pizone, ae",,
achedu,/aˈkedu/,(Nuorese) vinegar,,
acherbu,/aˈkerbu/,"acerbic, sour, bitter",,
achetu,/aˈketu/,(Nuorese) vinegar,,
achetumine,/akeˈtumine/,A vinegary taste,,
achina,/ˈakina/,"(Nuorese) grape, (collective noun) grapes (fruit),",,
addichere,/adˈdikere/,"(transitive) to dedicate, Synonym: dedicare",,
addighere,/adˈdiɡere/,"(transitive) to dedicate, Synonym: dedicare",,
adecuamentu,/adekwaˈmentu/,"adjustment, adaptation",,
adecuare,/adeˈkware/,(transitive) to adjust (to),,
adecuàbile,/adeˈkwabile/,"(Limba Sarda Comuna) adaptable, adjustable",,
ae,/ˈae/,"(Logudorese) bird (in general), especially eagles or",,
aghedu,/aˈɡedu/,(Logudorese) vinegar,,
aghedumine,/aɡeˈdumine/,A vinegary taste,,
aghina,/ˈaɡina/,"(Logudorese) grape, (collective noun) grapes (fruit),",,
agnoni,/aɲˈɲoni/,"lamb (young sheep), lamb (meat), Synonym: (Gallurese)",,
albu,/ˈalbu/,"white (bright and colourless), Synonym: brancu",,
albu,/ˈalbu/,"white (color), Synonym: brancu",,
ambos,/ˈambos/,"both, Synonym: sos duos, sas duas",,
ambos,/ˈambos/,both,,
ambos,/ˈambos/,both,,
ampulla,/amˈpulla/,"(Limba Sarda Comuna) bottle, Hypernym: istèrgiu",,
ananas,/ananas/,pineapple,,
anchidda,/anˈkiɖɖa/,maid,,
anchilla,/anˈkilla/,maid,,
andare,/anˈdare/,"(Logudorese, Nuorese, Limba Sarda Comuna, intransitive)",,
anghelu,/ˈanɡelu/,angel,,
angioni,/anˈd͡ʒoni/,"lamb (young sheep), Hyponym: saccaju, lamb (meat),",,
anzone,/anˈd͡zone/,"lamb (young sheep), Hyponym: saccaju, lamb (meat),",,
aranza,/aˈrand͡za/,orange (fruit),,
Arghentina,/arɡenˈtina/,Argentina (country in South America),,
arghentu,/arˈɡentu/,silver,,
arredughere,/arreˈduɡere/,"(transitive) to reduce, (transitive) to cut or pare",,
arremattu,/arreˈmattu/,"(Logudorese) disheartenment, depression, Synonyms:",,
aràngiu,/aˈrand͡ʒu/,"orange (fruit), Hypernym: frutu, (botany) orange (tree),",,
atzàrgiu,/aˈt͡sard͡ʒu/,(Limba Sarda Comuna) steel,,
aurri,/ˈaurri/,(botany) hornbeam (Carpinus betulus),,
ave,/ˈabe/,"(Nuorese) Alternative form of ae
Synonyms: achedda, puzone",,
babbu,/ˈbabbu/,father,,
bacca,/ˈbakka/,cow,,
banana,/banana/,banana (fruit),,
baranta,/baˈranta/,forty (40),,
bator,/ˈbattor/,four,,
batòrdighi,/batˈtordiɡi/,fourteen (14),,
beddu,/ˈbeɖɖu/,"beautiful, nice, good-looking, handsome",,
bellu,/ˈbellu/,"beautiful, nice, good-looking, handsome",,
benedichere,/beneˈdikere/,"(transitive) to bless, (transitive) to consecrate,",,
benedighere,/beneˈdiɡere/,"(transitive) to bless, (transitive) to consecrate,",,
bentosu,/benˈtosu/,windy,,
bentu,/ˈbentu/,wind,,
berbeche,/berˈbeke/,(Nuorese) sheep,,
berbeghe,/berˈbeɡe/,sheep,,
beru,/ˈberu/,true,,
biancu,/ˈbjanku/,"white, Synonym: albu",,
biancu,/ˈbjanku/,"white (color), Synonym: albu",,
bibere,/ˈbibere/,"to drink, Synonym: podare, bufare",,
bichinu,/biˈkinu/,"beside, next to, neighboring",,
bichinu,/biˈkinu/,"neighbour, neighbor",,
bidda,/ˈbiɖɖa/,"village, town, hamlet",,
bighinu,/biˈɡinu/,"beside, next to, neighboring",,
bighinu,/biˈɡinu/,"neighbour, neighbor",,
binti,/ˈbinti/,twenty (20),,
binu,/ˈbinu/,wine,,
birde,/ˈbirde/,green,,
birde,/ˈbirde/,green (color),,
birra,/ˈbirra/,beer,,
bivere,/ˈbibere/,"to live, Synonym: abitare",,
bivere,/ˈbibere/,"to drink, Synonym: podare, bufare",,
bivere,/ˈbibere/,"to drink, Synonym: podare, bufare",,
boche,/ˈboke/,voice,,
boghe,/ˈboɡe/,voice,,
bois,/ˈbois/,"you (plural), ye, Synonym: bos, bosateros",,
bonu,/ˈbonu/,good,,
bonu,/ˈbonu/,goodness,,
bos,/ˈbos/,"you (plural), ye, Synonym: bois, bosateros",,
bosateros,/boˈsatteros/,"you (plural), (second person pronoun), Synonym: bois,",,
bostru,/ˈbostru/,"your, yours (plural)",,
brancu,/ˈbranku/,"white, Synonym: albu",,
brancu,/ˈbranku/,"white (color), Synonym: albu",,
bratzu,/ˈbrat͡su/,arm,,
bìdere,/ˈbidere/,(transitive) to see,,
bìdriga,/ˈbidriɡa/,"(Limba Sarda Comuna) stepmother, Antonym: bìdrigu,",,
bìdrigu,/ˈbidriɡu/,"(Limba Sarda Comuna) stepfather, Antonym: bìdriga,",,
bìndighi,/ˈbindiɡi/,fifteen (15),,
bìrdiu,/ˈbirdiu/,Alternative form of bìdrigu,,
bòidu,/ˈboidu/,empty,,
bòidu,/ˈboidu/,"(uncountable) emptiness, void (empty space)",,
bòlere,/ˈbolere/,"(transitive) to want, Synonym: cherere",,
cabaddu,/kaˈbaɖɖu/,(Nuorese) horse (male),,
caddu,/ˈkaɖɖu/,(male) horse,,
calche,/ˈkalke/,"kick, heel",,
calchina,/kalkina/,lime (from limestone),,
caliche,/ˈkalike/,"(Nuorese) cup, wine glass, chalice",,
calighe,/ˈkaliɡe/,"(Logudorese) cup, wine glass, chalice",,
cando,/ˈkando/,(interrogative) when,,
cando,/ˈkando/,when,,
cane,/ˈkane/,"(Logudorese, Nuorese) dog, Synonym: perru",,
cantu,/ˈkantu/,"(Logudorese, Nuorese) singing, chant",,
cantu,/ˈkantu/,"(Campidanese) singing, chant",,
carba,/ˈkarba/,tree branch,,
carne,/ˈkarne/,"meat, flesh, Synonym: petza",,
carre,/ˈkarre/,"meat, flesh, Synonym: petza",,
carri,/ˈkarri/,"flesh, meat",,
carri,/ˈkarri/,"flesh, meat",,
carri,/ˈkarri/,plural of carru,,
carri,/ˈkarri/,plural of carru,,
carru,/ˈkarru/,"(Logudorese, Nuorese) wagon, cart",,
carru,/ˈkarru/,"(Campidanese) wagon, cart",,
carru,/ˈkarru/,"(Sassarese) wagon, cart",,
casteddanu,/kasteɖˈɖanu/,castellan,,
Casteddu,/kasˈteɖɖu/,"Cagliari (a city and province of Sardinia, Italy)",,
casteddu,/kasˈteɖɖu/,castle (fortified building),,
casu,/ˈkasu/,cheese,,
casu,/ˈkasu/,case,,
casu,/ˈkasu/,case,,
cazziàre,/kaˈt͡sjare/,"to hunt, to chase",,
chebudda,/keˈbuɖɖa/,onion,,
chedda,/ˈkeɖɖa/,"alveole, alveolus, cell",,
chelu,/ˈkelu/,"sky, heaven, Synonym: paradisu",,
chena,/ˈkena/,dinner,,
chena,/ˈkena/,"without, Synonyms: sentza, chentza, sine, sene, chene,",,
chena,/ˈkena/,"without, Synonyms: sentza, chentza, sine, sene, chene,",,
chentru,/ˈkentru/,"center, centre",,
chentu,/ˈkentu/,hundred (100),,
chentza,/ˈkent͡sa/,"without, Synonyms: chena, sentza, sine, sene, chene,",,
chenàbura,/keˈnabura/,Friday (day of the week),,
chepudda,/keˈpuɖɖa/,onion,,
chera,/ˈkera/,wax,,
