L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
abandonar,/abandoˈnaɾ/,to abandon,,
abellota,/abeˈʎota/,acorn (fruit of the oak tree),,
abenayá,/abenaˈʝa/,"it has been some time (since)
2001, Academia de la Llingua Asturiana, Gramática de la Llingua Asturiana, 3rd edition, page 154:
abenayá que nun lu veo
it has been some time since I last saw him",,
abeyota,/abeˈʝota/,acorn (fruit of the oak tree),,
ablana,/aˈblana/,hazelnut (fruit),,
abruxar,/abɾuˈʃaɾ/,"bewitch (to cast a spell)
Dizse unos diañinos y'abruxórin ― They say some spirits bewitched him",,
abxasu,/abˈʃasu/,Abkhaz,,
aceptar,/aθebˈtaɾ/,"to accept, consider acceptable, to receive",,
acetona,/aθeˈtona/,(organic chemistry) acetone (the organic compound (CH3)2CO),,
aconceyar,/akonθeˈʝaɾ/,to gather; to meet up; to group together,,
aforrar,/afoˈraɾ/,"to save (money, time)",,
africanu,/afɾiˈkanu/,"African (of, or pertaining to Africa)",,
agrisáu,/aɡɾiˈsau/,"grayish
Synonyms: grisaceu, grisosu",,
aguacate,/aɡwaˈkate/,"avocado (fruit), avocado (tree)",,
aición,/aiˈθjon/,action,,
aire,/ˈaiɾe/,air,,
akán,/aˈkan/,Akan (Niger-Congo language),,
albaricoca,/albaɾiˈkoka/,Alternative form of albaricoque,,
albaricoque,/albaɾiˈkoke/,apricot (fruit),,
alcantariella,/alkantaˈɾjeʎa/,sewer (pipes used to remove human waste and to provide drainage),,
alderique,/aldeˈɾike/,argument,,
Alemaña,/aleˈmaɲa/,Germany,,
alemán,/aleˈman/,German (of or pertaining to Germany),,
alemán,/aleˈman/,a German (person),,
alemán,/aleˈman/,German (language),,
alerxa,/aˈleɾʃa/,allergy,,
Alexandru,/aleˈʃandɾu/,"A male given name, equivalent to English Alexander",,
allargar,/aʎaɾˈɡaɾ/,"To lengthen, extend, make longer",,
aluminiu,/aluˈminju/,aluminum (chemical element),,
alérxicu,/aˈleɾʃiku/,allergic,,
amagüestu,/amaˈɡwestu/,"A traditional party in Asturias and Galicia, in which chestnuts are eaten",,
amosar,/amoˈsaɾ/,"to show, demonstrate",,
anarquía,/anaɾˈkia/,anarchy,,
anatomía,/anatoˈmia/,anatomy,,
anguaño,/anˈɡwaɲo/,"this year, 2001, Academia de la Llingua Asturiana,",,
anguila,/anˈɡila/,eel (any fish of the order Anguilliformes),,
anque,/ˈanke/,"however, although",,
aquí,/aˈki/,"(location) here (in, on, or at this place), (location)",,
aragonesa,/aɾaɡoˈnesa/,feminine singular of aragonés,,
aragonesa,/aɾaɡoˈnesa/,Aragonese woman,,
aragoneses,/aɾaɡoˈneses/,masculine plural of aragonés,,
aragoneses,/aɾaɡoˈneses/,masculine plural of aragonés,,
aragonés,/aɾaɡoˈnes/,Aragonese (of or pertaining to Aragon),,
aragonés,/aɾaɡoˈnes/,an Aragonese (person),,
aragonés,/aɾaɡoˈnes/,Aragonese (language),,
arcánxel,/aɾˈkanʃel/,archangel (angel who leads other angels),,
arguyu,/aɾˈɡuʝu/,pride,,
Arxelia,/aɾˈʃelja/,Algeria (a country in Africa),,
arxelín,/aɾʃeˈlin/,Algerian (of Algeria or its people),,
asientu,/aˈsjentu/,seat,,
Asturies,/asˈtuɾjes/,Asturias (an autonomous community and province of Spain),,
axedrez,/aʃeˈdɾeθ/,chess,,
axetivu,/aʃeˈtibu/,adjective,,
ayalga,/aˈʝalɡa/,"a hidden treasure
Marta Mori d'Arriba, María Prieto Grande, Xeres y Xuegos de Llingua Oral (pa Educación Secundaria y Bachilleratu), Academia de la Llingua Asturiana, page 123:
Tres homes diben xuntos al mesmu llugar y na metada’l camín atoparon una ayalga debaxo unes piedres.
Three men were going to the same place together and in middle of the way found a hidden treasure under some rocks.",,
ayenu,/aˈʝenu/,of others; belonging to someone else,,
añu,/ˈaɲu/,year,,
banzáu,/banˈθau/,"an irrigation canal with water diverted from a river,",,
beriliu,/beˈɾilju/,beryllium (chemical element),,
bermeyu,/beɾˈmeʝu/,red,,
Bielorrusia,/bjeloˈrusja/,Belarus (a country in Europe),,
bisgüela,/bisˈɡwela/,"great-grandmother, female equivalent of bisgüelu",,
bisgüelu,/bisˈɡwelu/,great-grandfather,,
bisnieta,/bisˈnjeta/,"great-granddaughter, female equivalent of bisnietu",,
bisnietu,/bisˈnjetu/,great-grandson,,
bisñeta,/bisˈɲeta/,Alternative form of bisnieta,,
bisñetu,/bisˈɲetu/,Alternative form of bisnietu,,
cabeza,/kaˈbeθa/,(anatomy) head (part of the body),,
cacha,/ˈkat͡ʃa/,a small and thin flagstone,,
cactus,/ˈkaɡtus/,(botany) cactus (member of the Cactaceae),,
cadávere,/kaˈdabeɾe/,corpse,,
calciu,/ˈkalθju/,calcium (chemical element),,
camín,/kaˈmin/,"path, way, road",,
can,/ˈkan/,dog (animal),,
canga,/ˈkanɡa/,canyon,,
cangués,/kanˈɡes/,Of or from Cangas de Onís,,
cangués,/kanˈɡes/,Someone from Cangas de Onís,,
cara,/ˈkaɾa/,"(anatomy) face, Synonym: rostru",,
