L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
Alfǫðr,/ˈalˌfɔðr̩/,a kenning for Odin,,
allr,/ˈɑlːr̩/,"all, entire, whole, Vǫluspá, verse 1, lines 1-2, in",*allaz,ˈæstɚɹˌɪsk ˈælæz
aptann,/ˈɑɸtɑ̄nː/,"an evening, Óláfs saga helga 131, in 1829, Þ. Guðmundsson,",*ēbanþs,ˈæstɚɹˌɪsk ˈɛbən
argr,/ˈɑrɣr̩/,"(derogatory, offensive) unmanly, effeminate, cowardly,",*argaz,ˈæstɚɹˌɪsk ˈɑː͡ɹɡæz
aurr,/ˈɑurː/,"moist earth, wet clay, mud, Grottasöngr, verse 15,",*auraz,ˈæstɚɹˌɪsk ˈɔːɹæz
auðr,/ˈɑuðr̩/,desolate,*auþijaz,ˈæstɚɹˌɪsk ˌoʊ ˈɪd͡ʒæz
auðr,/ˈɑuðr̩/,"(uncountable) riches, wealth, Óláfs saga Tryggvasonar",*audaz,ˈæstɚɹˌɪsk ˈɔːdæz
auðr,/ˈɑuðr̩/,"(uncountable) riches, wealth, Óláfs saga Tryggvasonar",*audaz,ˈæstɚɹˌɪsk ˈɔːdæz
bekkr,/ˈbɛkːr̩/,(Old West Norse) bench,*bankiz,ˈæstɚɹˌɪsk bˈæŋkɪz
bekkr,/ˈbɛkːr̩/,"brook, creek",*bankiz,ˈæstɚɹˌɪsk bˈæŋkɪz
bekkr,/ˈbɛkːr̩/,"brook, creek",*bankiz,ˈæstɚɹˌɪsk bˈæŋkɪz
Bifrǫst,/ˈbiv.rɔst/,"(Norse mythology) Bifrost, the rainbow bridge connecting",bifa,bˈiːfə
biðja,/ˈbiðjɑ/,"to ask, beg, request, Vǫluspá, verse 1, lines 1-2,",*bidjaną,ˈæstɚɹˌɪsk baɪd͡ʒˈɑːnə
blár,/ˈblɑːr/,"blue, often denoting a dark colour, blue-black, black",*blēwaz,ˈæstɚɹˌɪsk blˈuːæz
