L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
.f,/ʔɛf/,"he, him, his (see usage notes)",,
.fj,/ʔɛfi/,"form of .f sometimes used when attached to a dual noun,",,
.jn,/ʔin/,Forms the consecutive form of all verbs.,,
.kw,/ku/,"(Middle Egyptian, Late Egyptian, attached to a stative verb form) I, me",,
.kw,/ku/,Late Egyptian variant of .k (“you”),,
.kꜣ,/ʔkɑ/,Forms the potentialis form of all verbs.,,
.nw,/ʔnuː/,"(Old and Late and possibly Early Middle Egyptian, attached to a stative verb form) we, us",,
.s,/ʔɛs/,"she, her, hers (see usage notes)",,
.sj,/ʔɛsi/,"form of .s sometimes used when attached to a dual noun,",,
.sn,/ʔsɛn/,"they, them, their (see usage notes)",,
.snj,/ʔsɛni/,"the two of them, their (see usage notes)",,
.st,/ʔsɛt/,Late Egyptian variant of .s (“she”),,
.sw,/ʔsuː/,Late Egyptian variant of .s (“she”),,
.t,/ʔɛt/,"Variant form of .ṯ (“you, your”)",,
.t,/ʔɛt/,"(attached to a stative verb form) Abbreviation of .tj (“you, she, her, they, them”).",,
.tj,/ʔti/,(attached to a stative verb form) you,,
.tjwn,/ʔtiuːn/,(attached to a stative verb form) you,,
.tjwnj,/ʔtiuːni/,"(Middle Egyptian, attached to a stative verb form) Alternative form of .tjwn (“you”)",,
.tn,/ʔtɛn/,"Alternative form of .ṯn (“you, your”)",,
.tn,/ʔtɛn/,"(Late Egyptian, attached to a stative verb form) Alternative form of .tjwn (“you”)",,
.tnj,/ʔtɛni/,Variant form of .ṯnj,,
.tw,/ʔtuː/,"(Middle Egyptian, Late Egyptian) used as the impersonal subject of an adverbial predicate or verb form; one, someone or something unspecified",,
.tw,/ʔtuː/,"(Middle Egyptian, Late Egyptian) forms the passive of most verb forms",,
.tw,/ʔtuː/,"(Late Egyptian, Neo-Middle Egyptian, attached to a stative verb form) Alternative form of .tj (“you, she, her”)",,
.twn,/ʔtuːn/,Late Egyptian variant of .ṯn (“you”),,
.ty,/ʔtiː/,(attached to a stative verb form) the two of them,,
.w,/ʔuː/,"they, them, their (see usage notes) [since c.1400 B.C.E.]",,
.w,/ʔuː/,"(attached to a stative verb form) he, him, they, them",,
.wj,/ʔuːi/,(attached to a stative verb form) Alternative form of .wy (“the two of them”),,
.wjn,/ʔuːin/,"(Middle Egyptian, attached to a stative verb form) Alternative form of .wn (“we, us”)",,
.wn,/ʔuːn/,"(attached to a stative verb form) we, us",,
.wy,/ʔuːiː/,"(Old Egyptian, attached to a stative verb form) they, them",,
.wy,/ʔuːiː/,(attached to a stative verb form) the two of them,,
.y,/ʔiː/,"(attached to a stative verb form) they, them",,
.ḫr,/ʔxɛr/,Forms the obligative form of all verbs.,,
.ṯ,/ʔɛt͡ʃ/,"you, your (see usage notes)",,
.ṯn,/ʔt͡ʃɛn/,"you, your (see usage notes)",,
.ṯnj,/ʔt͡ʃɛni/,"you two, your/you two’s (see usage notes)",,
bbr,/bɛbɛr/,"Babylon, Babylonia, c. 1439 B.C.E., Annals of Thutmose",,
bbwt,/bɛbuːt/,wig (shoulder length ?),,
bdt,/bɛdɛt/,emmer,,
