L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ᠠ,[a],"A letter of the Manchu alphabet, transcribed as a.",,
ᠠ,[a],"the tooth-like stroke (for example, ᠠᡴᠠ) of some Manchu letters",,
ᠠᠨ,[an],norm; normality; routine,,
ᠠᠨᠠᠮᠪᡳ,[a.nam.pi],"to push, to delay; to put off, to hinder",,
ᠠᠨᠠᡴᡡ,[a.na.qʰʊ],"key (object designed to open and close locks), excuse,",,
ᠠᠨᠵᡠ,[an.t͡ʃu],meat dish,,
ᠠᠨᡨᠠᡥᠠ,[an.tʰa.χa],guest,,
ᠠᠨᡳᠶᠠ,[a.ɲa],"year, ᠠᠨᡳᠶᠠᡩᠠᡵᡳ ― aniya dari ― every year, New Year;",,
ᠠᠩᡤᠠ,[aŋ.ŋa],mouth,,
ᠠᠪᠠ,[a.pa],where,,
ᠠᠪᠠ,[a.pa],hunting (the act of finding and killing wild animals),,
ᠠᠪᠠ,[a.pa],hunting (the act of finding and killing wild animals),,
ᠠᠪᠠᠯᠠᠮᠪᡳ,[a.pa.lam.pi],(intransitive) to hunt (wild animals),,
ᠠᠪᡩᠠᡥᠠ,[ap.ta.χa],leaf,,
ᠠᠪᡴᠠ,[ap.qʰa],"sky, heaven, 御製增訂清文鑑, ᡠᠮᡝᠰᡳᡩᡝᠨᡨᡠᠮᡝᠨᠵᠠᡴᠠᠪᡝᡝᠯᠪᡝᡥᡝᠩᡤᡝᠪᡝ᠈ᠠᠪᡴᠠᠰᡝᠮᠪᡳ᠉umesi",,
ᠠᠮᠠ,[a.ma],"father, dad",,
ᠠᠮᠠᠯᠠ,[a.ma.la],behind,,
ᠠᠮᠠᡴᠠ,[a.ma.qʰa],father of one's husband,,
ᠠᠮᠠᡵᡤᡳ,[a.mar.ki],north,,
ᠠᠮᠠᡵᡤᡳ,[a.mar.ki],northern,,
ᠠᠮᠪᠠ,[am.pa],"big; large, ᠠᠮᠪᠠᠶᡝᠯᡠ ― amba yelu ― large male wild",,
ᠠᠮᠪᠠᠨ,[am.pan],(historical) amban (a Qing dynasty official who acted as a provincial governor),,
ᠠᠮᠪᡠ,[am.pu],maternal aunt (mother's elder sister),,
ᠠᠮᠪᡠᠮᠠ,[am.pu.ma],maternal uncle (husband of mother's elder sister),,
ᠠᠮᠵᡳ,[am.t͡ɕi],paternal uncle (father's elder brother),,
ᠠᠮᡠ,[a.mu],paternal aunt (wife of father's elder brother),,
ᠠᠮᡠ,[a.mu],sleep,,
ᠠᠮᡠ,[a.mu],pancreas,,
ᠠᠮᡠ,[a.mu],sleep,,
ᠠᠮᡠ,[a.mu],pancreas,,
ᠠᠮᡠ,[a.mu],pancreas,,
ᠠᠮᡤᠠᠮᠪᡳ,[am.qam.pi],to sleep,,
ᠠᠮᡥᠠ,[am.χa],father-in-law (wife's father),,
ᠠᠮᡨᠠᠩᡤᠠ,[am.tʰaŋ.ŋa],delicious; tasty,,
ᠠᠮᡳᡥᡡᠨ,[a.mi.χʊn],realgar,,
ᠠᠰᡠ,[a.su],"net
ᠨᡳᠮᠠᡥᠠᡳᠠᠰᡠ ― nimahai asu ― fishing net",,
ᠠᠶᠠᠯᠠᠮᠪᡳ,/a.ja.lam.pi/,"to wax, (medicine) to form a vesicle (during smallpox",,
ᠠᡤᡝ,[a.kə],prince (son of an emperor),,
ᠠᡥᠠ,[a.χa],servent,,
ᠠᡧᠠ,[a.ʃa],sister-in-law (wife of elder brother),,
ᠠᡧᡧᠠᠮᠪᡳ,[aʃ.ʃam.pi],"to move; to budge, to swing; to sway, to act; to behave,",,
ᠠᡨᠠᠩᡤᡳ,[a.tʰaŋ.ŋi],"when
清文啟蒙 第二卷
ᠠᡤᡝᠰᡳᠠᡨᠠᠩᡤᡳᠵᡳᠮᠪᡳ᠉age si atanggi jimbi.When will you come, bro?",,
ᠠᡩᠠᠯᡳ,[a.ta.li],"(used after the dative case or participle) like, as, seems as if",,
ᠠᡩᠠᠯᡳ,[a.ta.li],same; identical,,
ᠠᡩᠠᡵᠠᠮᡝ,[a.ta.ra.mə],how,,
ᠠᡩᡠᠨ,[a.tun],"herd; flock, ᡳᡥᠠᠨᠠᡩᡠᠨ ― ihan adun ― herd of cattle,",,
ᠠᡩᡠᠴᡳ,[a.tu.t͡ɕʰi],herdsman who tends horses,,
ᠠᡳ,[ai],(interrogative) what,,
ᠠᡳᠮᠠᠨ,[ai.man],"tribe, (historical) the system of Chinese ethnic minority",,
ᠠᡳᠴᡳ,[ai.t͡ɕʰi],"(interrogative) what kind of, what sort of",,
ᠠᡳᡥᠠ,[ai.χa],colored glaze,,
ᠠᡳᡥᡡᠨ,[ai.χʊn],(historical) (1683-1685) Aigun (a former  settlement,,
ᠠᡴ᠋ᠰᡠ,[akʰ.su],"Aksu (a region in Xinjiang, China)",,
ᠠᡴᠠᠮᠪᡳ,[a.qʰam.pi],(intransitive) to grieve; to feel sad,,
ᠠᡴᠵᠠᠨ,[akʰ.t͡ʃan],thunder,,
ᠠᡴᡡ,[a.qʰʊ],"no; there is no; there are no, not; there is not; there",,
ᠠᡵᠠ,[a.ra],exclamation of surprise,,
ᠠᡵᠠ,[a.ra],chaff; husks,,
ᠠᡵᠠ,[a.ra],imperative of ᠠᡵᠠᠮᠪᡳ (arambi),,
ᠠᡵᠠᠮᠪᡳ,[a.ram.pi],"to do; to perform, to make; to produce, to write, A",,
ᠠᡵᠰᡠᠨ,[ar.sun],"bud, shoot, sprout",,
ᠠᡵᡴᡳ,[ar.kʰi],"wine; alcoholic beverage, baijiu; shaojiu",,
ᠠᡵᡶᠠ,[ar.fa],naked oat; Avena nuda,,
ᠣᠣᡯᡝ,[oː.t͡sə],(dated) a Japanese person; Japanese people,,
ᠣᠣᡵᡳ,[oː.ri],"energy; vigor, semen",,
ᠣᠨ,[ɔn],road; path; way,,
ᠣᠨᠴᠣ,[ɔn.t͡ʃʰɔ],wide; broad,,
ᠣᠩᡤᠣᠮᠪᡳ,[ɔŋ.ŋɔm.pi],(transitive) to forget,,
ᠣᠩᡤᠣᠰᡠ,[ɔŋ.ŋɔ.su],forgetfulness,,
ᠣᠩᡤᠣᠴᠣᠨ,[ɔŋ.ŋɔ.t͡ʃʰɔn],morin khuur; horsehead fiddle,,
ᠣᠪᠣᠩᡤᡳ,[ɔ.pɔŋ.ŋi],foam (substance composed of a large collection of bubbles); bubble; froth; head (of beer),,
ᠣᠪᠣᠮᠪᡳ,[ɔ.pɔm.pi],(transitive) to wash; to cleanse,,
ᠣᠮᠣ,[ɔ.mɔ],pool; pond; lake,,
ᠣᠮᠣᠯᠣ,[ɔ.mɔ.lɔ],grandson,,
ᠣᠯᠣ,[ɔ.lɔ],hemp; Cannabis sativa (a tall annual herb native to,,
ᠣᠯᠪᠣ,[ɔl.pɔ],"makwa, a type of clothing popular during the Qing Dynasty",,
ᠣᠯᠵᡳ,[ɔl.t͡ɕi],"captive; prisoner of war, spoils of war",,
ᠣᠵᠣᠮᠪᡳ,[ɔ.t͡ʃɔm.pi],(transitive) to kiss,,
ᠣᡧᠣᡥᠣ,[ɔ.ʃɔ.χɔ],claw; talon; paw,,
ᠣᡴ᠋ᡨ᠋ᠣ,[ɔkʰ.tʰɔ],"medicine; drug, herb, poison, gunpowder",,
ᠣᡴᡝ,[ɔ.kʰə],paternal aunt (wife of father's younger brother),,
ᠣᡴᡨᠣ,[ɔkʰ.tʰɔ],medicine,,
ᠣᡴᡨᠣᠯᠣᠮᠪᡳ,[ɔkʰ.tʰɔ.lɔm.pi],"to take medicine, to put in poison; to drug",,
ᠣᡴᡨᠣᠰᡳ,[ɔkʰ.tʰɔ.ɕi],doctor,,
ᠣᡴᡩᠣᠮᠪᡳ,[ɔkʰ.tɔm.pi],"to meet, to greet; to welcome",,
ᠣᡵᠣᠨᠴᠣ,[ɔ.rɔn.t͡ʃʰɔ],"Oroqen, a Tungusic ethnic group living in northeastern",,
ᠣᡵᠣᠰ,[ɔ.rɔs],(⁓ ᠨᡳᠶᠠᠯᠮᠠ) Russian (person),,
ᠣᡵᠣᠰ,[ɔ.rɔs],(⁓ ᡤᡠᡵᡠᠨ) Russia,,
ᠣᡵᡤᠣᠨ,[ɔr.qɔn],Orkhon (a river in Mongolia),,
ᠣᡵᡥᠣ,[ɔr.χɔ],grass,,
ᠣᡵᡥᠣᡩᠠ,[ɔr.χɔ.ta],ginseng,,
ᠣᡵᡩᠣ,[ɔr.tɔ],pavilion,,
ᠣᡵᡳᠨ,[ɔ.rin],twenty,,
ᠣᡵᡳᠩᡤᡝᡵᡳ,[ɔ.riŋ.ŋə.ri],twenty times,,
ᠣᡵᡳᠮᠪᡳ,[ɔ.rim.pi],to sleeptalk,,
ᠣᡵᡳᠴᡳ,[ɔ.ri.t͡ɕʰi],twentieth,,
ᠣᡶᠣᡵᠣ,[ɔ.fɔ.rɔ],nose,,
ᠣᡶᡳ,[ɔ.fi],"because; since; as
ᠵᡳᡥᠠᠠᡴᡡᠣᡶᡳᡨᡠᡨᡨᡠᡠᡩᠠᡥᠠᡴᡡ᠉ ― jiha akū ofi tuttu udahakū. ― I did not buy it because I got no money.",,
ᠨᠠ,[na],"earth, land, field",,
ᠨᠠᠮᠠ,[na.ma],(medicine) needle,,
ᠨᠠᠮᠠ,[na.ma],needle-like,,
ᠨᠠᠮᡠ,[na.mu],ocean,,
ᠨᠠᠮᡠᠨ,[na.mun],storehouse; warehouse,,
ᠨᠠᠰᠠᠮᠪᡳ,[na.sam.pi],(intransitive) to sigh; to heave a sigh,,
