L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
aaintj,[ɛ̀ɲ̊t͡ɕ],Widow.[1],,
aak,/²ɑːk/,(rare) To plow shallow furrows.[1],,
aakt,[ɑ̀ktʰ],"evaluate, heed, consider",,
aga,[ɑ̀ːɣɐ],"Fear, horror, trepidation.[1], Ligg på aganto sleep",,
aggsi,[ˈè̞ɪ̯ɡʲːˌsiː],"The reverse side.[1][2], (figarutively) The worse side.[1],",,
aigg,/ɛ́ɡː/,Egg.,,
aigg,/ɛ́ɡː/,The sharp edge of a cutting tool.,,
aigg,/ɛ́ɡː/,The sharp edge of a cutting tool.,,
ainlaitt,[ˈè̞ɪ̯ːɳˌɭétʰː],Monocoloured.[1][2][3],,
alltin,/²ɑlːˌten/,"Always.[1][2][3]
1923, Ferdinand Unander, Svenska landsmål och Svenskt folkliv, page 54:
Hä smaka alltin mer å ä dän ʃlaje.
That sort always had more taste to it.",,
almast,/²ɑɽmɑst/,"Needy, of little means.[1]",Hugsvinnsmál,hˈʌɡsvɪnzəm
ammin,/²amːiːɳ/,A narrow wool scarf.[1],,
andörj,/²ɑːnˌyːle/,"Ski track,[1][2][3][4][5] the first track from a pair",,
annehvar,/²ænːˌvoːr/,Every other.[1][2],,
annt,/ænt/,"In a hurry, hurriedly.[1], annt om tomä ― short on",,
annt,/ænt/,"If, either.[2], jö häd tänkt om tweett, änt jö ånt",,
annt,/ænt/,"If, either.[2], jö häd tänkt om tweett, änt jö ånt",,
ar,[ɑ́ːɾ],"Eagle[1], Aquila chrysaetos or Haliaeetus albicilla.[2]",,
arg,/ˈaːre/,"Apt, skilful, energetic, capable.[1][2][3], Hä var’n",,
asint,[ɑ̀sːɪnt],"Not at all, hardly.[1][2][5]",,
asint,[ɑ̀sːɪnt],Nothing.[3][4],,
atahl,[ˈɑ̀ːˌtʰɑːɽ],"bait, lure for hunting",,
atan,[²ɑː.tɐɳ],Eighteen.[2][3][1][4][5],,
atve,/ɑ(ː)tʋe̞/,"Next to, beside.[1]",,
bain,/ˈbeɪ̯ːn/,"A leg., hava ilt i bęiɳęn, i bęiɳåmto have a pain in",,
baingjel,[bæ̀ɪ̯ɲːje̞l],"Tall, slender person.[1][2]",,
bakk,[bæ̀kʲː],"A hill or slope.[1], Han ul sóm’n pil utätter bakkin",,
baklid,/bɑkˈliː/,"The north side of a highland; backside, e.g. the shadow",,
bakslängjes,[ˈbæ̀ːkˌslæɪ̯ɲːje̞s],Backwards.[1],,
bakst,[b̥ɑ́kst],"Batch, everything baked at one time.[1]",,
bamm,[b̥ɑ́mː],"Stem, stalk, trunk, tree trunk.[1][2]",,
barmäs,[bæ̀rme̞s],"(reflexive) To moan, complain, express dissatisfaction.[1],",,
bask,[bæ̀sk],To wash.[1],,
bauk,/²ˈbɞɪ̯ːk/,"make noise, toil, work, dig in the soil like swine",,
bauk,/²ˈbɞɪ̯ːk/,"trouble, noise",,
beis,/bèɪ̯ːs/,"(intransitive) beg, request",,
bek,/bɪːk/,"pitch; A dark, extremely viscous material remaining",,
bera,/²ˈbeːˌrɐ/,"(transitive) To carry, to bear., (intransitive, of",,
bet,/bet/,the crossbar which joins the two drying racks at a,,
bet,/bet/,"fleas and lice, the property to bite, mark after bite",,
bild,/biːl/,"An angle., A (tool with a) blade formed as an angle.",,
binn,/²bɪnː/,"female bear, she-bear",,
bito,/²biːtʊ/,"nippy, cold, vere jer bitot idä ― The wind is nippy",,
bjern,[b̥jénː],bear (mammal),,
bju,[b̥jÿ̀ː],"to offer, to invite, Eitat vart jö inbudi dill driikk",,
blask,/²bɽæsk/,"To blink, wink.[1][2][3][4][5]",,
blaver,/²ˈbɽaːˌʋer/,prattle,,
blaver,/²ˈbɽaːˌʋer/,"to turn pages, browse, Sitt int å blaver ti boka! ―",,
blaver,/²ˈbɽaːˌʋer/,"to turn pages, browse, Sitt int å blaver ti boka! ―",,
blo,/bɽuː/,blood,blóð,bˌiːˈɛl
blädär,/²bɽɛːˌde̞r/,Bladder on water.,,
blädär,/²bɽɛːˌde̞r/,"To bleat like a sheep., To talk nonsense, chatter.",,
blädär,/²bɽɛːˌde̞r/,"To bleat like a sheep., To talk nonsense, chatter.",,
blå,/bɽoː/,"blue; black, he var blåe nɑtta ― it was black night,",,
blæder,/²ˈbɽæːˌder/,to baa,,
blȯsu,/²bɽɞːsʉ/,"Controlled fire, log fire.
blȯsun brin nu
the fire burns now",,
bol,/buːɽ/,"farm with associated land, nest; e.g. bird's nest,",,
bol,/buːɽ/,"table, bottom of a sled",,
bol,/buːɽ/,"table, bottom of a sled",,
bora,/ˈbura/,"(transitive, intransitive, with accusative) to bore,",,
boy,/buːy/,shoulder (of an animal),,
braaitj,/²bre̞ɪ̯t͡ɕː/,To fry.,,
Brengel,/²bre̞ŋʲːe̞l/,A male given name,,
brik,/briːk/,"bench, bench board, shelf, niche, rim above the stove,",,
brosk,/²brʊsk/,"(intransitive) crunch, crackle
Hä brosk unner tennren
It crackles under the teeth",,
brut,/²brʉːt/,"(transitive, with å or sånder) to break; to divide",,
bränkän,[brè̞ŋʲːke̞nˠ],"To almost succumb to a heavy burden.[1]
hä var sóm ’an skull ’a bränknäIt was as if he would have succumbed to the burden.",,
brågjör,/broˈɟʏːɾ/,"early mature, rathripe; said of people and fruit",,
bråk,-òːk,"To break, tear up.",,
bråk,-òːk,(pathology) Hernia.,,
brönn,[b̥rœ́nː],a small hole in the ice; e.g. for getting water or,,
bugu,/²bʉːɣʉ/,"A kind of lattice or basket of withies for carrying hay, wood and the like with.",,
bulut,/²ˈbʉːɽˌʉːt/,bull calf,,
but,/bʉːt/,"A thick stick., A piece, clod, lump., In general that",bútr,bˈiː
but,/bʉːt/,To earth up potatoes with a certain kind of plough.,bútr,bˈiː
Buur,-ʉ̀ːɾ,(indefinite) a locality just south of Skellefteå in Västerbotten County in northern Sweden,,
byggj,/bʏ̀d͡ʒː/,"To build., Hä var int radt dill å byggj’n körk., It",,
Byistj,/²byɪ̯st͡ɕ/,(indefinite) a small coastal town near Skellefteå in Västerbotten County in northern Sweden,,
byss,-ʏ̀sː,"weapon, firearm",,
bânnes,/²banːes/,"(middle, intransitive) To swear, curse.",,
bäll,/²bɛlː/,To try to do something without having the skill or,,
bärgän,/²be̞rɡe̞n/,"Rich, wealthy.",,
bålsta,[²b̥oːˌʂʈæː],True home (for people who move around all over the,,
bån,[b̥óːn],"Child (young person.), syt bånom, to take care of children",,
båt,/boːt/,a boat,bátr,bˈiː tˌiːˈɑː͡ɹ
bód,[b̥ɞʈː],boil,,
böga,[b̥ɞ̀ːɣɐ],"bow, arch, curve, arc, span, frame (painting, mirror)",,
Bögd,/²bøɡd/,a small coastal town in Westrobothnia in northern Sweden,,
böl,/bʏːl/,"(indeclinable) Mischief.
full i böl
full of mischief",,
böl,/bʏːl/,"Rascal, punk.",,
bøgel,/²bøːɣe̞ɽ/,"A buckle, dent on metal things.",,
bøgel,/²bøːɣe̞ɽ/,"To make bumps, buckles, dents.[1], bøgel eint pæppéredon't",,
bøtj,[b̥ʏ̀ʷːt͡ɕ],to wash,bykja,bˈaɪkd͡ʒə
bøtj,[b̥ʏ̀ʷːt͡ɕ],"laundry, fuss, noise",bykja,bˈaɪkd͡ʒə
bȯckästugu,/bɞkɛˈstʉːɣʉ/,"Bakehouse.[1], mamma giär i bȯckästugunmom is in the",,
bɑrgar,/²bɑrɡɐr/,trader,,
da,/doː/,Species Galeopsis and Lamium.,,
daan,/²ˈdɒːɳˌɒː/,(with a) To faint.,,
daant’,-ɑ̀nt,"(transitive) to slander, revile",,
daant’,-ɑ̀nt,"(intransitive) to fall, tumble, han dàntę ɑ̱̍, he fell",,
dadd,/dædː/,"Dad, father.
gjär daddn heim?is the father at home?
Dadd’n jär yssi skaogenThe father is in the woods.",,
dahn,[dɑ̀ːɳ],"thence, therefrom, from there, away (from there)",,
dala,/²dɑːɽɐ/,A man from Dalecarlia.,,
dartit,/²däʈːiːt/,crested tit; Lophophanes cristatus,,
das,/daːs/,Alternative form of dȧs (“sheep”),,
daver,/dæːʋe̞r/,One who runs between chores and accomplishes nothing.,,
davär,/²dæːʋe̞r/,To run between chores and accomplish nothing.,,
dawhlen,/²dæʊ̯ɽ̊leɳ/,death throes,,
dikj,[d̥ìːt͡ɕʰ],puddle,díki,dˈiː kˈaɪ
dill,/del/,Used to indicate the infinitive form of a verb; compare,,
dill,/del/,"to (indicating destination), gakk dill stasswalk to",,
dill,/del/,"another, one more, Ve fing annätókkä dillWe got an",,
dillfang,[ˈdeɪlːˌfɒŋː],"equipment, tool, gear, weapon",,
dobb,/dɞbː/,"A bobber which is attached to a rope, which is located",,
