L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ؠ,/ɡoːl jaːjuk/,a letter of Kashmiri indicating palatalization.,,
آ,/mad/,a vowel of Kashmiri.,,
آب,/aːb/,"(uncountable) water, ‏آب چھُ تُرُن‎āb chu turunThe",,
آتھوار,[aːtʰwaːr],Sunday,,
آزٲدی,[ɑːzəːdiː],"freedom, liberty, independence, liberation, secession",,
آسُن,/aːsun/,"to be, exist, to have (with the dative case), an auxiliary",,
آشَنؠ,/aːʃanʲ/,wife,,
آشێنؠ,/aːʃenʲ/,wife,,
آوٕرُن,[ɑːʋɨɾun],"to cover, to envelope",,
آوٕسُن,/ɑːʋɨsun/,"to be decayed, worn out",,
آپراوُن,/aːpraːʋun/,"to feed (a child, a beggar, etc.)",,
أ,/amaːlɨ/,a vowel of Kashmiri.,,
أنٛجیٖر,[ənd͡ʒiːr],fig (fruit),,
أنٛز,[ə̃z],"swan, male swan, cob",,
أنٛزِنؠ,[ə̃zinʲ],"female swan, pen",,
أہرُن,/əhɾun/,"to be distraught (from fear, sorrow, etc.)",,
ؤٹِل,/wəʈil/,cockroach,,
ؤہراتھ,[wəhraːtʰ],rainy season,,
إ,/saːji/,a vowel of Kashmiri.,,
ا,/əlif/,The first letter of the traditional alphabet chart of Kashmiri.,,
او,/waːwuk/,a vowel of Kashmiri.,,
اوش,/oːʃ/,"(archaic, poetic) husband",,
اوٗ,/kaʃi waːwuk/,a vowel of Kashmiri.,,
اوٚبُر,/obur/,"clouds, overcast or cloudy weather",,
اوٚنٛگٕج,[õɡɨd͡ʒ],(anatomy) finger,,
اَ,/zabar/,a vowel of Kashmiri.,,
اَبساوُن,/absaːwun/,"to twist thread, rope, cord, etc.",,
اَبساوُن,/absaːwun/,to lengthen a strife or dispute,,
اَبسُن,/absun/,"to twist thread, rope, cord, etc.
Synonym: اَبساوُن‎ (absāvun)",,
اَبسُن,/absun/,"a machine for twisting thread, rope, cord, etc.",,
اَرزُن,/aɾzun/,"to win
Synonym: زینُن‎ (zēnun)",,
اَرزُن,/aɾzun/,Arjuna (a hero of the Mahabharata),,
اَرَب,[arab],billion,,
اَرٕترٕٛہ,[arɨtrɨh],thirty-eight,,
اَرٕتٲجِہہ,[arɨtəːd͡ʒih],forty-eight,,
اَرٕتٲجی,[arɨtəːd͡ʒiː],forty-eight,,
اَرٕداہ,[arɨdaːh],eighteen,,
اَرٕسَتَتھ,[arɨsatatʰ],seventy-eight,,
اَرٕشيٖتھ,[arɨʃiːtʰ],eighty-eight,,
اَرٕنَمَتھ,[arɨnamatʰ],ninety-eight,,
اَرٕوَنٛزاہ,[arɨwanzaːh],fifty-eight,,
اَرٕہٲٹھ,[arɨhəːʈʰ],sixty-eight,,
اَرژَن,/aɾt͡san/,"worship, adoration of a deity",,
اَرژُن,/aɾt͡sun/,"to worship, adore",,
اَز,/az/,today,,
اَز,/az/,today,,
اَزماوُن,/azmaːwun/,"to try, test, prove
Synonym: پَرکھاوُن‎ (parkhāvun)",,
اَمب,/amb/,mango,,
اَنٛدَر,[andar],"inside, within, in",,
اَنٛگریٖزؠ,/aŋɡriːzʲ/,English language,inglês,ˈɪŋɡəl
اَٹھووُہ,[aʈʰoːwuh],twenty-eight,,
اَڈُن,/aɖun/,to become half,,
اَڈُن,/aɖun/,"to stay put, remain in some place",,
اَکھ,/akʰ/,one,,
اَہلُن,/ahlun/,"to agree, consent, say yes",,
اُ,/peːʃ/,a vowel of Kashmiri.,,
اِ,/zeːr/,a vowel of Kashmiri.,,
اِدرار,/idrɑːr/,"(physiology) urine, Synonyms: پیٚشاب‎ (peśāb), زَل‎",,
اِنسان,/insaːn/,"human, man, Synonyms: مۆہنیُٛو‎ (mohnyuٛv), زۆن‎ (zon)",,
اۄ,/ləʈʲ waːwuk/,a vowel of Kashmiri.,,
اۄا,/ləʈʲ waːwuk mad/,a vowel of Kashmiri.,,
اۆ,/niːmɨ waːwuk/,a vowel of Kashmiri.,,
اۆنٛجوٗر,[ond͡ʒuːr],fig (fruit),,
ای,/kaʃi zeːr/,a vowel of Kashmiri.,,
ایٖمان,/iːmaːn/,"faith, belief.",,
اے,/ jaːjuk/,a vowel of Kashmiri.,,
اےٚ,/kʰiːmɨ jaːjuk/,a vowel of Kashmiri.,,
ب,/beː/,The second letter of the traditional alphabet chart of Kashmiri.,,
بؠنتھٕر,[bʲantʰɨr],sororal nephew,,
بؠنٛزٕ,[bʲanzɨ],sororal niece,,
بابتھٕر,[baːbtʰɨr],fraternal nephew,,
بادام,/baːdaːm/,almond,,
بادَم,/baːdam/,almond,,
باوزٕ,[baːwzɨ],fraternal niece,,
باپتھٕر,[baːptʰɨr],fraternal nephew,,
باہ,[baːh],twelve,,
برَٛسوار,[braswaːr],Thursday,,
برٛؠسوار,[brʲaswaːr],Thursday,,
برٛور,[broːr],"cat, he-cat",,
برٛٲر,[brəːr],she-cat,,
بوزُن,/boːzun/,"to hear, listen to, to hear of, hear concerning (anyone",,
بوموار,[boːmwaːr],Tuesday,,
بوے,/boːj/,brother,,
بَب,[bab],father,,
بَرتھا,/bartʰaː/,husband,,
بَرساتھ,[barsaːtʰ],rainy season,,
بَطُخ,[batukʰ],"duck, drake",,
بَطٕچ,[batɨt͡ʃ],female duck,,
بَلُن,/balun/,(of a wound) to heal,,
بَہار,[bahaːr],spring,,
بَہہ,[bah],twelve,,
بُتھ,[but̪ʰ],"(anatomy) the face, (anatomy) the mouth, Synonym: ٲس‎",,
بُلبُل,[bulbul],bulbul,,
بٕہٕر,[bɨhɨr],"kestrel, common kestrel",,
بٕۂر,[bɨhər],"kestrel, common kestrel",,
بٲدرؠتھ,[bəːdrʲatʰ],Sixth month of Kashmiri calendar corresponding to August-September,,
بٲدٕر,[bəːdɨr],Sixth month of Kashmiri calendar corresponding to August-September,,
بٲدٕرپؠتھ,[bəːdɨrpʲatʰ],Sixth month of Kashmiri calendar corresponding to August-September,,
بہَ,/ba/,I ; first-person singular pronoun,,
بہٕ,/bɨ/,I ; first-person singular pronoun,,
بۄ,/bɔ/,I ; first-person singular pronoun,,
بۄنٛوار,[bɔ̃waːr],Tuesday,,
بیساکھ,[beːsaːkʰ],Second month of Kashmiri calendar corresponding to,,
بیمہٕ,[beːmɨ],brother-in-law (sister's husband),,
بیٔنٛزٕ,[bjənzɨ],sororal niece,,
بیٚنہِ,/beni/,sister,,
بیٛور,[bjoːr],"cat, he-cat",,
بیٛٲر,[bjəːr],she-cat,,
ت,/teː/,The fifth letter of the traditional alphabet chart of Kashmiri.,,
ترُٛسَتَتھ,[trusatatʰ],seventy-three,,
ترُٛنَمَتھ,[trunamatʰ],ninety-three,,
ترُٛواہ,[truwaːh],thirteen,,
ترُٛوَنٛزاہ,[truwanzaːh],fifty-three,,
ترُٛہٲٹھ,[truhəːʈʰ],sixty-three,,
ترٕٛسَتَتھ,[trɨsatatʰ],seventy-three,,
ترٕٛنَمَتھ,[trɨnamatʰ],ninety-three,,
ترٕٛوَنٛزاہ,[trɨwanzaːh],fifty-three,,
ترٕٛہ,[trɨh],thirty,,
ترٕٛہٲٹھ,[trɨhəːʈʰ],sixty-three,,
ترٕٛے,/trɨj/,woman,,
ترٛۆوُہ,[trowuh],twenty-three,,
ترٛےٚ,/tre/,three,,
توٗر,[tuːr],red-crested pochard,,
تَرُن,/tarun/,"to cross, go across a path, road, river, or channel,",,
