L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
aarimũ,/àːɾímóꜜ/,plural of mwarimũ,,
aca,/aːɕa/,"no[1]
Antonym: ĩĩ",,
aga,/aɣa/,"to lack, to miss, to fail to find",,
akia,/akia/,"to kindle, to light[1]",,
amba,/aᵐba/,"to peg (out), to pitch, to stretch out, to do first",,
ambata,/aᵐbata/,"to come up, to go up, to ascend",,
ambĩrĩria,/aᵐbeɾeɾia/,"(transitive) to begin, to start",,
andĩka,/aⁿdeka/,"to write
Andĩka rĩĩtwa rĩaku. - Write your name.",,
aria,/aɾia/,"to speak, Njaragia Gĩkũyũ. ― I (usually) speak Kikuyu",kuarria,kjuːˈæɹiə
atha,/aða/,"to order, to command",,
atũka,/atoka/,(intransitive) to split,,
atĩa,/atea/,(interrogative) what,,
atũra,/atoɾa/,"(transitive) to split, to divide, to part",,
baara,/βaːɾa/,"to look at, to examine",,
baba,/βàːβǎꜜ/,"my father, dad",,
bangiri,/βàŋɡírí/,bangle,,
bara,/βàɾà(ꜜ)/,"road
Synonyms: barabara, njĩra",,
barabara,/βàɾàβàɾà(ꜜ)/,"road[3], barabara ĩno - this road, barabara ici - these",,
barĩthiramu,/βàɾéːðìɾámú/,pyrethrum,pyrethrum,pˈaɪɹɛθɹəm
biribiri,/βìɾìβíɾíꜜ/,"red pepper, hot pepper, chili pepper",,
bitharĩ,/βìðáːɾè(ꜜ)/,curry powder[1],,
bongwe,/βɔ́ᵑɡwɛ̌ꜜ/,(Chanler's) mountain reedbuck (Redunca fulvorufula chanleri),,
borithi,/βɔ̀ɾíðì(ꜜ)/,"police, Synonym: birithi",police,pəlˈiːs
butha,/βuða/,to be rotten,,
bũrũri,/βòɾòɾí/,"country, region",fururi,fjˈʊɹɹʊɹɹi
cemania,/ɕɛmania/,"to meet, to join up with",,
ciana,/ɕiànáꜜ/,plural of mwana,,
cimba,/ɕiᵐba/,"to hoe, to dig with a hoe",,
cina,/ɕina/,(transitive) to burn[1],,
cindano,/ɕiⁿdanɔ/,needle,,
coka,/ɕɔːka/,"to go back, to return",kushoka,kʌʃˈoʊkə
cokia,/ɕɔːkia/,"to give back, to put back, to reply, to answer",kushokia,kʌʃˈoʊkiə
conoka,/ɕɔnɔka/,"to be ashamed, to be shy[1][2]",,
cuba,/ʃùːβàꜜ/,"bottle, Synonym: mũcuba",,
cukari,/ɕùkàːɾìꜜ/,"sugar, cukari wa nguru - molasses, treacle[1], mũrimũ",,
cukuru,/ɕùkúɾù(ꜜ)/,"Alternative form of thukuru
cukuru cia mĩceni ― Mission Schools[1]",,
cuma,/(t)ɕùːmà(ꜜ)/,"iron, steel[1]",,
cumbĩ,/(t)ɕùᵐbé/,salt,,
cuuka,/ɕuːka/,to slander[1],,
cũcũ,/ɕòːɕǒꜜ/,"my grandmother, gramma",,
cũna,/ɕona/,to lick[1],,
-ega,/ɛ̀ɣá/,"good[2], Antonym: -ũru",-wēga,wˈɛɡə
enda,/ɛⁿda/,"to like, to love[3], to want[3]",,
