L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
-a,[a],feminine singular nominative suffixed definite article:,,
aba,[aˈba],(old) thin felt (usually white or gray),,
abaci,[abaˈt͡si],"abbacy, jurisdiction of an abbot, abbey",,
abak,[aˈbak],abacus,,
abakë,[aˈbakə],ashtray,,
abanoz,[abaˈnɔz],ebony tree,,
abat,[aˈbat],abbot,,
abazhur,[abaˈʒuɾ],lampshade (cover over a lamp),,
abdhellë,[avðɛɫ],"(Regional Greek borrowing) leech, bloodsucker",,
abdikoj,[ab.dik.ɔj],"(intransitive) I abdicate, resign",,
abe,[aˈbɛ],"shadow, (regional) spectre, phantasm, (regional) gracefulness,",,
abë,[ˈabə],frieze,,
abece,[a.bɛ.t͡sɛ],"ABC, alphabet",,
abëcë,[a.bə.t͡sə],"ABC, alphabet",,
abetare,[a.bɛ.ta.ɾɛ],"ABC book, primer; a book used by children learning",,
abis,[aˈbis],abyss,,
abisinas,[abiˈsinas],"Abyssinian, Ethiopian",,
Abisini,[abisiˈni],"Abyssinia, Ethiopia",,
abonim,[a.bɔn.im],subscription,,
abonohem,[a.bɔn.ohɛm],"(transitive) to subscribe, subscribe to",,
abonoj,[abonɔj],I subscribe,,
abonuar,[a.bɔnu.ar],subscriber,,
abonuar,[a.bɔnu.ar],participle of abonoj,,
abrogim,[abɾɔˈɡim],"abrogation, abolition",,
abrogoj,[abɾɔˈɡɔj],(transitive) I abrogate,,
absolut,[apsoˈlut],absolute,,
absolutisht,[apsoluˈtiʃt],absolutely,,
absolutizëm,[ap.sɔluˈtiz(ə)m],absolutism,absolutisme,ˈæbsəlˌuːɾɪsmi
absorbim,[ab.sɔrb.im],absorption,,
absorboj,[ab.sɔɾb.ɔj],(transitive) I absorb,,
abstenim,[abs.tɛn.im],absenteeism,,
abstenoj,[abs.tɛn.ɔj],(transitive) I abstain,,
abstrakt,[apsˈtɾakt],abstract,,
absurditet,[ab.suɾditɛt],absurdity,,
abuzohem,[ab.uz.ɔhɛm],I am abused,,
abuzoj,[ab.uz.ɔj],(transitive) I abuse,,
acar,[aˈt͡saɾ],"bitter cold, Synonym: thëllim, period of frost, coldness,",,
acar,[aˈt͡saɾ],"exceedingly cold, clean, clear, neat (of a person's",,
acar,[aˈt͡saɾ],"neatly, rudely, thorny",,
acarohem,/at͡saˈɾɔhɛm/,"I worsen, I am exacerbated, I got sore (hands, skin),",,
acaroj,/at͡saˈɾɔj/,"(transitive) I aggravate, (transitive) I tighten, (intransitive)",,
aciditet,[at͡siditɛt],"acidity, acidness",,
aderoj,[adɛɹɔj],"I associate, come together, join, I enter, Synonym:",,
adhuroj,[aðuˈɾɔj],"I adore, I worship",,
admirohem,[admiɾɔhɛm],I am admired,,
admiroj,[admiɾɔj],I admire,,
adresë,[adɾɛːs],address,,
afër,/afˈəɾ/,"at, beside, by, near, nearby, near to, next to",,
afërsi,[afəɾsi],"intimacy, proximity, affinity",,
Afganistani,/afɡanisˈtani/,Afghanistan (a country in Asia),,
afrohem,/afˈɾɔhɛm/,"I approach, (intransitive) I socialize",,
afrohet,/afˈɾɔhɛt/,"it's approaching, it's coming closer, (intransitive)",,
afroj,/afˈɾɔj/,"I bring (something, someone) closer (to me), I pull",,
afron,/afˈɾɔn/,"it approaches, it brings closer",,
afrona,/afˈɾɔːna/,"I approach, I (intransitive) socialize",,
aftë,/aft/,"able, proficient, skilled",,
aftësi,/aft(ə)ˈsi/,"skill, ability, proficiency",,
ag,/aɡ/,"dawn, daybreak, predawn light, semi-darkness, fog,",,
agjëroj,[aɟəˈɾɔj],I fast,,
agull,/ˈaɡuɫ/,"dawn, daybreak, semi-darkness, fog",,
-aj,/aj/,"(patronymic) descendant of; 's, -s, (christian) Adam",,
ajazmë,/aˈjaːzm(ə)/,"holy water (in the Orthodox tradition), (botany) spearmint",,
ajdës,/ˈajdəs/,(botany) Scotch laburnum (Laburnum alpinum),,
ajër,/ˈajər/,"air, 1555, Gjon Buzuku, Meshari, Fluturonjënë për qiell,",,
akacie,/aˈkat͡siɛ/,(botany) black locust (Robinia pseudoacacia),,
akrep,/akɾɛp/,"scorpion, Synonyms: shkrap, sfurk, hand (of a clock),",,
Akrepi,/akɾɛpi/,(astrology) Scorpio (a person born under the sign of Scorpion),,
akth,/akθ/,(botany) common melilot (Melilotus officinalis),,
aktiv,[akˈtif],"active, (gay sexuality) top, active, Ai është aktiv.",active,ˈæktɪv
alarm,/alaɾm/,"(army) alarm, Synonym: kushtrim, (figuratively) anxiety,",,
alarmim,/alaɾmim/,"(army) alarming, alarm, Synonym: kushtrim, (figuratively)",,
alarmohem,/alaɾmɔhɛm/,"(passive) I am alarmed, (passive) I am disturbed, worried,",,
alarmoj,/alaɾmɔj/,"(active) I alarm, (active) I disturb, disquiet, worry,",,
alarmoj,/alaɾmɔj/,"(passive) I am alarmed, (passive) I am disturbed, worried,",,
allme,/aˈɫmɛ/,(botany) Jerusalem artichoke (Helianthus tuberosus),,
ama,[ˈama],"but, however, Synonyms: megjithatë, mirëpo, por",,
ame,/ˈamɛ/,Brown meagre (Sciaena umbra),,
amë,/aːm/,"taste, flavor; scent, fragrance, unpleasant smell,",,
amë,/aːm/,"spring, source of a spring, headwater; stream bed,",,
amë,/aːm/,"spring, source of a spring, headwater; stream bed,",,
Amerika,/amɛɾiˈka/,definite nominative of Amerikë,,
amësht,/ˈaməʃt/,"tasteless, bland, (figuratively) uninteresting, unattractive",,
amfib,/amˈfib/,amphibian,,
amti,/amˈti/,"precipitate, stagnation, apathy, lethargy",,
amull,/ˈamuɫ/,still pool of water from a spring,,
amulli,/amuˈɫi/,stagnation,,
analogji,[analɔˈɟi],analogy,,
anason,[anaˈsɔn],anise (Pimpinella anisum),,
andaj,/aˈndaj/,"therefore, thus",,
Andë,/aːnd/,A female given name.,,
anë,/aːn/,"side (the bounding straight edge of an object), edge,",d,dˈiː
anë,/aːn/,"(dialectal) vessel, cooker, (dialectal, anatomy) blood",*aukn-,ˈæstɚɹˌɪsk ˈɔːkən
anë,/aːn/,bloodline,*aukn-,ˈæstɚɹˌɪsk ˈɔːkən
anë,/aːn/,"(dialectal) vessel, cooker, (dialectal, anatomy) blood",*aukn-,ˈæstɚɹˌɪsk ˈɔːkən
anë,/aːn/,bloodline,*aukn-,ˈæstɚɹˌɪsk ˈɔːkən
anë,/aːn/,bloodline,*aukn-,ˈæstɚɹˌɪsk ˈɔːkən
ang,/aŋ(ɡ)/,"nightmare, incubus, (mythology) shapeless ghost who",,
angësht,/ˈaŋɡəʃt/,"tight (clothes), stingy, scrooge, tight-fisted",,
angësht,/ˈaŋɡəʃt/,"uneasily, worriedly, wistfully",,
anglisht,/anɡliʃt/,English (language),,
ani,/ani/,"(conversational) then, later; later (on), Synonyms:",,
ani,/ani/,"even, as if; alas, oh look, ah (expressing laughter,",,
Anita,/aˈni.ta/,"A female given name from Spanish, equivalent to English",,
Anitë,/a.ˈni.t(ə)/,"A female given name from Spanish, equivalent to English",,
ankth,/aŋkθ/,"nightmare, anxiety",,
anmik,[anmik],Gheg form of armik,,
antonim,[antɔˈnim],antonym,,
ap,/aːp/,I give,,
apë,[aːp],"elder brother, dad, papa",,
apologji,/apɔlɔˈɟi/,"apology (an argument in defense of a person, idea, etc.)",,
ar,/aɾ/,"(chemistry) gold, Synonyms: flori, dukat, 1555, Gjon",,
ar,/aɾ/,"golden, Synonyms: artë, flori, Ai/ajo e ka zemrën ar.",,
ar,/aɾ/,"are (unit of area; abbrev. a), (metric unit of measure:)",,
ar,/aɾ/,"are (unit of area; abbrev. a), (metric unit of measure:)",,
arashkë,/aˈɾaːʃk/,turnip (Brassica rapa),,
Arbëreshë,/aɾbəɾˈɛʃə/,The Arbëreshë; an Albanian ethnolinguistic group in,,
arë,/aːɾə/,"arable land, field",,
arësyetoj,[aɾəsyɛˈtɔj],to rationalize; to reason,,
argjend,/aɾˈɟɛnd/,"silver (metal), 1555, Gjon Buzuku, Meshari, Qi janë",,
ari,/aˈɾi/,bear,,
arkë,/aːɾk/,"crate, box, chest, 1555, Gjon Buzuku, Meshari, Ordhënoi",,
arrës,/ˈarəs/,(botany) wall germander (Teucrium chamaedrys),,
arritje,/aˈritjɛ/,"arrival, achievement, finish line",,
arsimoj,/aɾsiˈmɔj/,I educate,,
arsye,[aɾˈsy.ɛ],"reason, 1555, Gjon Buzuku, Meshari, U lus ju të ecëni",,
arsyetoj,/aɾsyɛˈtɔj/,I justify,,
arti,/aɾˈti/,(botany) Bosnian pine (Pinus heldreichii),,
arushan,/aɾuˈʃan/,"strong man, brave man",,
arushë,/aˈɾuːʃə/,"(zoology) she-bear (a female bear), (figuratively)",,
asgjësoj,[asɟəˈsɔj],to annihilate,,
asht,/aʃt/,(anatomy) bone,,
asnjanësoj,/asɲan(ə)ˈsɔj/,to neutralize,,
atësi,/at(ə)ˈsi/,fatherhood,,
athje,/ˈaθjɛ/,"restharrow (Ononis spinosa), Synonym: therrë kali",,
atje,/atˈjɛ/,yonder,,
atmosferë,/atmɔsfɛɹ(ə)/,atmosphere,,
avdes,[avdɛs],abdest,,
avdeshanë,[avdɛsˈhɑn],"(archaic) ritual washing place, wash basin, sink, lavatory,",,
avit,/aˈvit/,"I bring close, nigh, I allow to approach",,
avlëmend,[avləˈmɛnd],loom,,
avulloj,[avuɫoj],I vaporize,,
baba,[baba],"the dad, the daddy, (usually childish) the father,",,
babanik,/babaˈnik/,(botany) stonecrop (Sedum),,
bac,[bat͡s],"elder brother, uncle",,
bacë,[baːt͡sə],honorific or endearing word for (male) family members;,,
bafër,/ˈbafəɾ/,(botany) terebinth (Pistacia terebinthus),,
bagazh,[baɡɑʒ],"luggage, baggage, trunk",,
bagëm,[ˈbaɡəm],"anointing oil, 1555, Gjon Buzuku, Meshari, Embë mishëriert",,
bagëti,/baɡ(ə)ˈti/,"cattle, livestock, idiot",,
bagolinë,/baɡɔˈliːn/,birdsfoot trefoil (Lotus corniculatus),,
bâhna,[ˈbãhna],"I become, I turn into, I am getting, I appear (appear",,
bâj,/bɑj/,"I do, make, (dialectal, old) I appear, I make an appear",,
bakall,/baˈkaɫ/,minor grocer,,
bakëm,/baˈkəm/,(botany) logwood (Haematoxylum campechianum),,
bakër,[bakəɾ],copper,,
bakërt,/baˈkəɾt/,made of copper,,
bakter,/bakˈtɛɹ/,bacterium,,
balenë,/balɛn(ə)/,whale,,
balkrocë,/balːkɾɔt͡s/,"(botany) evergreen rose (Rosa sempervirens), (botany)",,
balladër,[baˈɫadər],"waterfall, chasm, abyss",,
ballëbreshtëz,/baɫəˈbɾɛʃtəz/,(botany) sainfoin (Onobrychis sativa),,
ballgun,/baɫˈɡun/,(botany) Italian oak (Quercus frainetto),,
bamje,[ˈbamjɛ],(botany) okra (Abelmoschus esculentus),,
banoj,/baˈnoj/,"I live, inhabit, dwell",,
