L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
abadžija,/âbad͡ʒija/,"tailor or weaver of frieze, dealer in frieze",,
abaiti,/aˈbaiti/,"(Torlakian, reflexive) To be late.",,
abaja,/abǎja/,(regional) a horse rug made of aba,,
abak,/ǎbak/,abacus,,
abakus,/ǎbakus/,abacus,,
abažur,/abǎʒuːr/,lampshade,,
abdes,/ǎbdes/,Alternative form of àbdest,,
abdest,/ǎbdest/,(Islam) abdest,,
abdicirati,/abdit͡sǐːrati/,to abdicate,,
abdikacija,/abdikǎːt͡sija/,abdication,,
abdikant,/abdǐkant/,abdicator,,
abdomen,/abdǒːmen/,abdomen,,
abdomenski,/abdǒːmenskiː/,abdominal,,
abdominalan,/âbdominaːlan/,abdominal,,
abeceda,/abet͡sěːda/,"alphabet, (figuratively) rudiments",,
abecedar,/abet͡sědaːr/,index (alphabetical listing),,
abecedarij,/abet͡sědaːrij/,index (alphabetical listing),,
abecedni,/âbet͡seːdniː/,alphabetical,,
Abel,/ǎːbel/,"Abel (son of Adam and Eve), A male given name.",,
aber,/ǎber/,"(regional, Bosnia) news, (regional, Bosnia) message,",,
Abesinac,/abesǐːnat͡s/,Abyssinian,,
Abesinija,/abesǐːnija/,(uncountable) Abyssinia,,
abesinski,/aběsinskiː/,Abyssinian,,
abhaski,/ǎbxaːskiː/,Abkhazian,,
Abhaz,/ǎbxaːz/,"Abkhazian, Abkhaz",,
Abhazija,/ǎbxaːzija/,Abkhazia,,
Abhažanka,/abxǎʒaːnka/,Abkhazian (female),,
Abidjan,/ǎbid͡ʒan/,"(Bosnia, Croatia) Abidjan (the de facto capital and largest city of Ivory Coast)",,
abidjanski,/abǐd͡ʒanskiː/,"(Bosnia, Croatia) Abidjanian",,
Abidžan,/ǎbid͡ʒan/,"(Serbia, Montenegro) Abidjan (the de-facto capital city of Ivory Coast)",,
ablacija,/ablǎːt͡sija/,"ablation (removal), (physics) ablation, (medicine,",,
ablativ,/âblatiʋ/,ablative case,,
ablaut,/ǎblaut/,(linguistics) ablaut (substitution of one root vowel,,
abnormalan,/âbnormaːlan/,abnormal,,
abnormalno,/âbnormaːlno/,abnormally,,
abnormalnost,/abnormǎːlnoːst/,abnormality,,
abolicija,/abolǐːt͡sija/,abolition,,
abolicijski,/abolǐːt͡siːjskiː/,(relational) abolition,,
abonent,/abǒnent/,subscriber,,
abonirac,/abonǐːrat͡s/,subscriber,,
abonirati,/abonǐːrati/,to get a season ticket for; subscribe (for a theater,,
abonman,/abǒnmaːn/,"subscription, prepayment",,
Aboridžinica,/aborǐd͡ʒinit͡sa/,Aborigine (female),,
abortirati,/abortǐːrati/,(transitive) to abort,,
abrazija,/abrǎːzija/,abrasion,,
abrazivan,/âbraziːʋan/,abrasive,,
abrevijacija,/abreʋijǎːt͡sija/,"(rare) abbreviation
Synonym: skraćenica",,
acetat,/at͡sětaːt/,acetate,,
acetilen,/at͡setǐleːn/,acetylene,,
aceton,/at͡sětoːn/,acetone (the organic compound (CH3)2CO),,
ada,/ǎda/,"(Bosnia, Serbia) island (usually one in a river)",,
Adam,/ǎdam/,"Adam (biblical figure), A male given name.",,
adaptacija,/adaptǎːt͡sija/,adaptation,,
adaptirati,/adaptǐːrati/,"(transitive, reflexive) to adapt",,
adekvatan,/âdekʋaːtan/,adequate,,
adekvatno,/âdekʋaːtno/,adequately,,
adekvatnost,/adekʋǎːtnoːst/,adequacy,,
Aden,/âːden/,Aden (a city in Yemen),,
adenski,/ǎːdenskiː/,(relational) Aden,,
adet,/ǎːdet/,"(regional) custom, (regional) habit, (regional) tradition",,
adherent,/adxěrent/,adherent,,
adicija,/adǐːt͡sija/,"addition, adding",,
adijabatski,/adijǎbatskiː/,(physics) adiabatic,,
adio,/adîo/,"(regional) goodbye, farewell",,
adisabebski,/adisǎbebskiː/,(relational) Addis Ababa,,
adjektiv,/âdjektiːʋ/,(rare) adjective,,
adjunkt,/ǎdjunkt/,assistant,,
adjustaža,/adjustǎːʒa/,This term needs a translation to English. Please help,,
adjustirati,/adjustǐːrati/,"(transitive, reflexive) to adjust, (transitive, reflexive)",,
administracija,/administrǎːt͡sija/,administration,,
administrativan,/âdministratiːʋan/,administrative,,
administrativka,/administrǎtiːʋka/,clerk (female),,
administrator,/adminǐstraːtor/,administrator,,
admiral,/admǐraːl/,admiral,,
admiralitet,/admiralǐteːt/,admiralty,,
admitancija,/admitǎnt͡sija/,(physics) admittance,,
adneks,/ǎdneks/,"annex, Synonym: àneks",,
adolescencija,/adolest͡sěnt͡sija/,adolescence,,
adolescentica,/adolěst͡sentit͡sa/,adolescent (female),,
Adonis,/âdonis/,(Greek mythology) Adonis,,
adopcija,/adǒpt͡sija/,(rare) adoption,,
adoptacija,/adoptǎːt͡sija/,(rare) adoption,,
adoptirati,/adoptǐːrati/,"(transitive) to adopt (person, opinion)",,
adoracija,/adorǎːt͡sija/,(rare) adoration,,
adorati,/adǒrati/,"(transitive, regional) to adore, Synonym: adorírati",,
adorator,/adǒraːtor/,(rare) adorer,,
adoratorica,/adǒraːtorit͡sa/,"(rare, Croatia) adorer (female)",,
adorirati,/adorǐːrati/,(transitive) to adore,,
