L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
ё,[jo],"The ninth letter of the Bashkir alphabet, written in the Cyrillic script.",,
Ё,[jo],"The ninth letter of the Bashkir alphabet, written in the Cyrillic script.",,
а,/ɑ/,"The first letter of the Bashkir alphabet, written in the Cyrillic script.",,
А,/ɑ/,"The first letter of the Bashkir alphabet, written in the Cyrillic script.",,
Абдулла,[ɑb.duˈɫːɑ],"A male given name from Arabic, of Muslim usage, equivalent",,
абруй,[ɑbˈruj],"reputation, Һуңғы йылдарҙа һалдат хеҙмәтенең абруйы",,
абруйлы,[ɑb.rujˈɫɯ̞],"reputable, respected, Халыҡҡа абруйлы кешеләрҙең өлгөһө",,
абыстай,[ɑ.bɯ̞sˈtɑj],"(Islam) an elderly woman who has ecclesiastical training and, when a mullah is unavailable, caters for the basic religious needs of a local community, such as leads private ceremonial meetings, gives basic religious training to women and children, etc.",,
автобус,[afˈto̞bus],"bus, Автобус хәрәкәте.Avtobus xäräkäte.Bus traffic.,",,
автономиялы,[äf.tä.ˈno.mʲi.jä.ˌɫɯ̞],autonomous,,
адрес,[ˈä.drʲɪs],"address (direction for letters), Хаттың тышында адресын",,
аждаһа,[ɑʐ.dɑˈhɑ],(mythology) dragon,,
Азамат,[ɑ.zɑˈmɑt],A male given name from Arabic,,
Азия,[ˈä.zʲi.jä],"Asia (a continent), Мәҙәк итеп ҡарап торҙом кескәй",,
ай,[ɑj],"moon, Сәскәләргә ҡунған ысыҡ ай яҡтыһына ялтырай.Säskälärgä",,
Айгөл,[äjˈɡʏ̞l],A female given name,,
айныҡ,[ɑj.nɯ̞q],"sober, not intoxicated, (figurative) moderate; realistic;",,
айран,[ajˈran],airan,,
Айрат,[ɑjˈrɑt],"A male given name, Ayrat, Айрат үҙе кеүек тиҫтерҙәре",,
айырма,[ɑ.jɯ̞rˈmɑ],difference (a characteristic of something that makes,,
айырым,[ɑ.jɯ̞ˈrɯ̞m],"separate; detached, isolated, Ул айырым бүлмәлә тора.Ul",,
айырым,[ɑ.jɯ̞ˈrɯ̞m],"separately, Ғалимдар аңлатыуынса, баш бармаҡ айырым",,
айырыуса,[ɑ.jɯ̞ˈrɯ̞w.sɑ],"especially, particularly, Миграция ағымына күҙ һалһаҡ,",,
айыҡ,[ɑ.jɯ̞q],"sober, not intoxicated, (figurative) moderate; realistic;",,
айғолаҡ,[ɑj.ʁʊ̞ˈɫɑq],"(animal anatomy) gill, the breathing organ in fish",,
айғыр,[ɑjˈʁɯ̞r],"stallion, stud horse",,
Айҙар,[ɑjˈðɑr],"A male given name, Aydar",,
айҙар,[ɑjˈðɑr],plural of ай (ay),,
айҙар,[ɑjˈðɑr],"forelock, topknot",,
айҙар,[ɑjˈðɑr],"forelock, topknot",,
Айһылыу,[ɑj.hɯ̞ˈɫɯ̞w],"A female given name from the Turkic languages, Ural-batyr",,
ал,[ɑɫ],"front, the front part",,
ал,[ɑɫ],"scarlet, bright red",,
ал,[ɑɫ],"scarlet, bright red",,
алабута,[ɑ.ɫɑ.buˈtɑ],"saltbush, orache, Atriplex",,
алабуға,[ɑ.ɫɑ.buˈʁɑ],"perch, Perca fluviatilis.",,
алдаҡсы,[ɑɫ.dɑqˈsɯ̞],"liar, a person who tells lies, Алдаҡсы булһаң, һиңә",,
алдынғы,[ɑɫ.dɯ̞ŋˈɢɯ̞],"advanced, progressive, leading, (Sovietism) best worker,",,
алйырҙан,[ɑɫ.jɯ̞rˈðɑn],(zoology) hamster,,
Алла,[ɑˈɫːɑ],"(Islam) Allah, Һеҙгә Алланың рәхмәте төшкөрө!Heðgä",,
алма,[ɑɫˈmɑ],"apple, Һауыттағы бер серек алма бөтәһен дә серетә.Hawïttağï",,
алмас,[ɑɫˈmɑs],diamond,,
Алмас,[ɑɫˈmɑs],A male given name from Persian,,
алмаш,[ɑɫˈmɑʂ],"substitute, replacement, Алмаш кейем.Almaš keyem.Change",,
алмағас,[ɑɫ.mɑˈʁ̞ɑs],"apple tree, Мәктәп баҡсаһында алмағастар сәскә ата.Mäktäp",,
алтау,[ɑɫˈtaw],(collective numeral) six,,
алты,[ɑɫˈtɯ̞],six,,
алыҫ,[ɑˈɫɯ̞θ],"far, faraway, distant, remote, Алыҫ КөнсығышAlïθ KönsïğïšThe",,
алға,[ɑɫˈʁɑ],"forward, toward the front",,
алҡыш,[ɑɫˈqɯ̞ʂ],"applause, act of applauding",,
ант,[ɑnt],oath,,
