L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
aa-,/ɒː/,"Forms (mostly) verbs, originally with the sense of",,
aabüüte,/ˈɑːbyːtə/,"to offer, 1978, Rolf Lyssey and Christa Maerker, Die",,
Aafang,/ˈɑːv̥ɑŋ/,beginning,,
aagaa,/ˈɑːɡɑː/,"(intransitive) to start, (transitive) to concern, to",,
Aalass,/ˈɑːlɑs/,"impetus, cause, event",,
aaluege,/ˈɑːluəɡə/,"to look at, observe, 1987, Hans Schärer, ‘Oises Chlooschter’,",,
aamälde,/ˈɒːmældə/,"to announce, declare, 1978, Rolf Lyssy and Christa",,
aapasse,[ɑːpɑsə],"(reflexive) to adapt, adjust, (reflexive) to conform,",,
aaschtändig,/ˈɑːʃtændiɡ/,"decent, proper, respectable, 1978, Rolf Lyssey and",,
aatue,/ˈɑːtuə/,"to do (something for/to someone), 1903, Robert Walser,",,
aaööde,/ˈɑːøːdə/,"to bore, 1902, Robert Walser, Der Teich:, Sie düe mi",,
acht,/ɑxt/,eight,ahto,ˈɑːɾoʊ
Aff,/ɑfː/,"monkey, ape",affo,ɐfˈoʊ
ain,/æin/,one,ein,ˈaɪn
alee,/ɑle/,"come on, let's go, 1903, Robert Walser, Der Teich:,",,
allei,/əˈlæi/,"alone
1978, Rolf Lyssy and Christa Maerker, Die Schweizermacher (transcript):
Dankche, das finde mer au alai.
Thank you, but we'll find it on our own.",,
allpott,/ɑlˈpot/,"often, all the time",,
allwääg,/ˈɑlːvæːk/,"in any case, presumably, anytime; constantly, 1903,",,
Alphorn,/ˈɑlphorn/,(music) alphorn,,
Angscht,/ɑŋʃt/,fear,,
Armbruscht,/ˈɑrmbruʃt/,crossbow,armbrust,ˈɑː͡ɹmbɹʌst
Aug,/ɒu̯ɡ̊/,(anatomy) eye,ouga,ˈaʊɡə
Beck,/bek/,baker,,
bliibe,/bliːbə/,"to stay, remain",bilīban,baɪlˈɪbən
bloos,/bloːs/,"naked, bare",,
bloos,/bloːs/,"merely, only, 1908, Meinrad Lienert, ‘s Heiwili, I.5:,",,
Bludaz,/ˈbludat͡s/,"Bludenz (a town in the state of Vorarlberg, Austria),",,
blüeje,/ˈblyəjə/,"to bloom, blossom",blüe(je)n,bˌiːˈɛl ˈiː d͡ʒˈiː ˈɛn
Breagaz,/ˈbreaɡɐt͡s/,Bregenz (the capital of and third largest city in the,,
briegge,/ˈbriəɡːə/,"to grimace, to cry (especially quietly)",,
bringe,/ˈbriŋə/,to bring,bringan,bɹˈɪŋɡən
Brugg,/bruɡ/,bridge,brugga,bɹˈʌɡə
Brüeder,/ˈbryədər/,brother,bruoder,brjˈuːoʊdɚ
brüele,/ˈbryələ/,"to roar, to shout, to bawl, cry",,
Brüüsch,/b̥ryːʃ/,heather,,
Buech,/buəχ/,beech,,
Buech,/buəχ/,book,buoch,bjˈuːɑːk
Buech,/buəχ/,book,buoch,bjˈuːɑːk
buschur,/bʊˈʃʊʁ/,"(Alsatian) hello, good day",,
Bärn,[ˈpæ̞ːrn],Bern (the capital city of Switzerland; capital city,,
Bäärg,/bɛːrk/,"mountain, hill, 1966, Georg Thürer, ‘Tulipane’, Rund",bërc,bˈiː ˌɑː͡ɹsˈiː
Bölle,/ˈbølə/,"(Schwyz, Apenzell, Uri) onion",,
Chaschte,/ˈxaʃtə/,"closet, cupboard, bodybuilder",kaste,kˈæst
Chatz,/xɑts/,cat,,
Chatzesprung,/ˈxɑtsəˌʃpruŋ/,"(idiomatic) around the corner, nearby",,
Chilbi,/ˈxilbi/,"fair, festival, parish fair",,
Chilche,/xilxə/,"(Aargau, Basel, Bern, Fribourg, Glarus, Grisons, Nidwalden,",,
Chile,/xilə/,"(Aargau, Basel, Bern, Fribourg, Lucerne, Schwyz, Unterwalden,",,
Chind,/xint/,"child, girl, maid",,
chlii,/xliː/,"small, little",klein,klˈaɪn
Chlooschter,/ˈχloːʃtər/,"monastery, abbey; nunnery, 1987, Hans Schärer, ‘Oises",,
Chnoche,/ˈxnoxə/,(anatomy) bone,,
Chnopf,/xnopf/,button,knopf,nˈɑːpf
Chnüü,/xnyː/,"(Zürich, St. Gallen) knee, 1903, Robert Walser, Der",,
choo,/xoː/,"to come, 1902, Robert Walser, Der Teich:, He, Fritz,",kweman,kwˈɛmən
Chopf,/xopf/,(anatomy) head,,
Chranket,[xrɑŋkxət],"illness, disease, 1978, Rolf Lyssey and Christa Maerker,",,
Chrottepösche,/ˈxrotəˌpøʃə/,dandelion,,
Chruut,/xruːt/,herb,,
chrääe,/xrɛːə/,to crow,,
Chrüüz,/χryːt͡s/,cross,,
Chuchi,[ˈxʊxːi],"kitchen, 1978, Rolf Lyssy and Christa Maerker, Die",,
Chuchichäschtli,/ˈxʊxːiˌxæʃtli/,kitchen cupboard,,
Chue,/xuə/,"cow, 1826, Hoffmann von Fallersleben, Alemannische",kuo,kjˈuːoʊ
Chääs,/xæːs/,cheese,,
Chääschüechli,/ˈxɛːsˌxyəxli/,(traditional Swiss) quiche,,
Chääsmässer,/ˈxɛːsmæsər/,cheese knife,,
chöne,/ˈxønə/,"(modal) can; to be able, 1978, Rolf Lyssy and Christa",kunnan,kˈʌnən
Chüechli,/ˈxyəxli/,Diminutive of Chueche,,
Chüngel,/ˈχyŋəl/,rabbit,,
diin,/diːn/,"your (singular), 1903, Robert Walser, Der Teich:, Aber",dīn,dˈɪn
dine,/ˈdinə/,"inside
1903, Robert Walser, Der Teich:
I will doch go lose, was sie säge dinne.
I just want to listen to what they're saying inside.",,
Droogehändler,[ˈdroːɡəhændlər],"drug dealer, 1978, Rolf Lyssy and Christa Maerker,",,
druus,/druːs/,"out of it, out of that/them, 1908, Meinrad Lienert,",darūz,dˈɑː͡ɹɹʌz
du,/du/,"thou, you",,
Dütschland,/ˈdyt͡ʃland/,"Germany, Dütschland isch e föderalische Staat in Öiropa.Germany",Diutschlant,dˈɪʌt͡ʃlənt
e,/ə/,(indefinite) a/an,,
Ee,[eə],"marriage, 1978, Rolf Lyssy and Christa Maerker, Die",,
eläi,/əˈlæi/,alone,alein,ɐlˈiːn
en,/ən/,"(indefinite) a, an",ein,ˈaɪn
es,/əs/,"neuter of en: a/an, 1978, Rolf Lyssy & Christa Maerker,",,
es,/əs/,(personal) it,,
es,/əs/,(personal) it,,
Eschtrych,/ˈɛʃtriχ/,"Austria, Eschtrych isch e mittelöiropäische Binnestaat",,
faare,/ˈfɒːrə/,"to go, to drive; to ride, 1978, Rolf Lyssy and Christa",varn,vˈɑː͡ɹn
Fasnacht,/ˈfɑsnɑxt/,carnival (festival held just before the beginning of,,
Fiiraabig,/ˈfiːrɑːbiɡ/,"hometime, knocking-off time (UK); off-hours, 1978,",,
Floor,/floːr/,"garden flower, 1908, Meinrad Lienert, ’s Heiwili:,",,
foif,/føif/,five,fiuf,fˈɪʌf
folge,/ˈfolɡə/,"to obey, to be obedient, 1902, Robert Walser, Der Teich:,",,
Frucht,/fruxt/,"(central and northeastern Switzerland) grain, cereal",,
Fràui,/fʁɔi/,(Alsatian) woman,,
