L2_orth,L2_ipa,L2_gloss,L2_etym
Abelia,ˈaɪə,A taxonomic genus within the family Caprifoliaceae –,-ia
Alfa,ˈælfə,Code word for the letter A in the NATO/ICAO spelling,alpha
Bravo,bɹˈɑːvoʊ,Code word for the letter B in the NATO/ICAO spelling,bravo
Charlie,t͡ʃˈɑː͡ɹli,Code word for the letter C in the NATO/ICAO spelling,Charlie
decimal,dˈɛsɪməl pˈɔɪnt,Code word for the decimal point in the NATO/ICAO and,decimal point
Delta,dˈɛltə,Code word for the letter D in the NATO/ICAO spelling,delta
eight,ˈeɪt,Code word for the digit 8 in the NATO/ICAO spelling,eight
five,fˈaɪv,Code word for the digit 5 in the NATO/ICAO spelling,five
four,fˈoː͡ɹ,Code word for the digit 4 in the NATO/ICAO spelling,four
Foxtrot,fˈɑːkstɹɑːt,Code word for the letter F in the NATO/ICAO spelling,foxtrot
Golf,ɡˈɑːlf,Code word for the letter G in the NATO/ICAO spelling,golf
Hotel,hoʊtˈɛl,Code word for the letter H in the NATO/ICAO spelling,hotel
hundred,hˈʌndɹɪd,Code word for the digits 00 (whole hundreds) in the,hundred
India,ˈɪndiə,Code word for the letter I in the NATO/ICAO spelling,India
Kilo,kˈiːloʊ,Code word for the letter K in the NATO/ICAO spelling,kilo
Laurasiatheria,lɔːɹˈeɪʒə,A taxonomic superorder within the magnorder Epitheria –,Laurasia
Lima,lˈiːmɐ,Code word for the letter L in the NATO/ICAO spelling,Lima
Mike,mˈaɪk,Code word for the letter M in the NATO/ICAO spelling,Mike
nine,nˈaɪn,Code word for the digit 9 in the NATO/ICAO spelling,nine
November,noʊvˈɛmbɚ,Code word for the letter N in the NATO/ICAO spelling,November
Oscar,ˈɑːskɚ,Code word for the letter O in the NATO/ICAO spelling,Oscar
Papa,pˈɑːpə,Code word for the letter P in the NATO/ICAO spelling,papa
Quebec,kwᵻbˈɛk,Code word for the letter Q in the NATO/ICAO spelling,Quebec
Romeo,ɹˈoʊmɪˌoʊ,Code word for the letter R in the NATO/ICAO spelling,Romeo
seven,sˈɛvən,Code word for the digit 7 in the NATO/ICAO spelling,seven
Sierra,siːˈɛɹə,Code word for the letter S in the NATO/ICAO spelling,sierra
six,sˈɪks,Code word for the digit 6 in the NATO/ICAO spelling,six
stop,fˈʊl stˈɑːp,Code word for a full stop in the NATO/ICAO spelling,full stop
thousand,θˈaʊzənd,"Code word for combinations of thousand (that is, the",thousand
three,θɹˈiː,Code word for the digit 3 in the NATO/ICAO spelling,three
two,tˈuː,"Raise the middle finger and the index finger upward, keeping them apart. Rest the thumb against the ring finger.",two
two,tˈuː,Code word for the digit 2 in the NATO/ICAO spelling,two
Victor,vˈɪktɚ,Code word for the letter V in the NATO/ICAO spelling,Victor
Whiskey,wˈɪski,Code word for the letter W in the NATO/ICAO spelling,whiskey
whois,hˈuː,(Internet) An Internet protocol for finding information,who
X-ray,ˈɛksɹˈeɪ,Code word for the letter X in the NATO/ICAO spelling,X-ray
Yankee,jˈæŋkiː,Code word for the letter Y in the NATO/ICAO spelling,Yankee
zero,zˈiəɹoʊ,Code word for the digit 0 in the NATO/ICAO spelling,zero
Zulu,zˈuːluː,Code word for the letter Z in the NATO/ICAO spelling,Zulu
