L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
abmet,/ˈabːmeh(t)/,to make loud noise,,
addalit,/ˈadːdalih(t)/,"to give to each other, to give repeatedly",,
addáladdat,/ˈadːdaːˌladːdah(t)/,"to give often, a lot, little by little",,
addálas,/ˈadːdaːlas/,"generous, Synonym: addes",,
addámuš,/ˈadːdaːmuʃ/,"something to be given, offering",,
addes,/ˈadːdes/,"generous, Synonym: addálas",,
addi,/ˈadːdiː/,giver,,
addi,/ˈadːdiː/,second-person dual imperative of addit,,
addi,/ˈadːdiː/,present participle of addit,,
addi,/ˈadːdiː/,second-person dual imperative of addit,,
addi,/ˈadːdiː/,present participle of addit,,
addilit,/ˈadːdiːlih(t)/,to give quickly,,
addit,/ˈadːdiːh(t)/,to give,,
addjohit,/ˈaɟːɟohih(t)/,to cover in snow,,
addjot,/ˈaɟːɟoh(t)/,to become covered in snow,,
addot,/ˈadːdoh(t)/,to be given,,
adjágas,/ˈaɟɟaːkas/,slumber,,
adni,/ˈadːniː/,user,,
adni,/ˈadːniː/,This term needs a translation to English. Please help,,
adni,/ˈadːniː/,second-person dual imperative of atnit,,
adni,/ˈadːniː/,present participle of atnit,,
adni,/ˈadːniː/,This term needs a translation to English. Please help,,
adni,/ˈadːniː/,second-person dual imperative of atnit,,
adni,/ˈadːniː/,present participle of atnit,,
adni,/ˈadːniː/,second-person dual imperative of atnit,,
adni,/ˈadːniː/,present participle of atnit,,
adnostit,/ˈadːnostih(t)/,"to become used a little, to become worn",,
adnot,/ˈadːnoh(t)/,to become used,,
ađa,/ˈaða/,bone marrow,,
ađaheapme,/ˈaðaˌhe̯apme/,"lean, with little fat",,
ađahuvvat,/ˈaðaˌhuvvah(t)/,"to become lean, skinny",,
ađaiduvvat,/ˈaðajˌtuvvah(t)/,"to get fatter, to benefit",,
ađđamahttá,/ˈaððaˌmahːtaː/,very lean,,
ađđái,/ˈaððaːj/,rich in marrow,,
agáiduvvat,/ˈakaːjˌtuvvah(t)/,"to age, to get old",,
agálaččat,/ˈakaːˌlatt͡ʃah(t)/,eternally,,
agálaš,/ˈakaːlaʃ/,"eternal, endless, unending",,
agás,/ˈakaːs/,forever,,
ahccát,/ˈahːt͡saːh(t)/,to begin to flow,,
ahccot,/ˈahːt͡soh(t)/,to become overflowed,,
ahcit,/ˈaht͡siːh(t)/,"to flow, to drip",,
ahkahaš,/ˈahkahaʃ/,"(with a genitive) aged, at the age of, Synonym: ahkásaš",,
ahkáduvvat,/ˈahkaːˌtuvvah(t)/,to stay long,,
ahkásaš,/ˈahkaːsaʃ/,"(with a genitive) aged, at the age of, Synonym: ahkạhaš",,
ahkásii,/ˈahkaːsij/,"forever, for life",,
ahki,/ˈahkiː/,age,,
ahkiduššat,/ˈahkiːˌtuʃʃah(t)/,"to get bored, to long, to yearn",,
ahkit,/ˈahkiːh(t)/,"boring, dull, sad, unfortunate",,
ahkkái,/ˈahːkaːj/,lasting,,
ahte,/ˈahte/,"that, Don dadjet ahte boađášit!You said that you'd",,
aiddo,/ˈajːtto/,"just, exactly, precisely, barely, narrowly",,
aiddolaš,/ˈajːttolaʃ/,"exact, precise",,
aiddonassii,/ˈajːttoˌnassij/,"really, actually, aiddọstassii",,
aiddostahttit,/ˈajːttosˌtahːtiːh(t)/,"to specify, to delineate, to define, to establish",,
aiddostassii,/ˈajːttosˌtassij/,"really, actually, aiddọnassii",,
aiget,/ˈajːkeh(t)/,"to talk noisily, to chatter",,
ain,/ˈajn/,"still, even, yet",,
aisttan,/ˈajstan/,according to,,
aitto,/ˈajtto/,"exactly, precisely, in any case",,
aivve,/ˈajvve/,"only, merely, just, quite, rather",,
aivvefal,/ˈajvvefal/,"simply, solely, only",,
aivvestassii,/ˈajvvesˌtassij/,"exactly, precisely, just",,
aji,/ˈajiː/,"drowse, doze, daze",,
ajihastit,/ˈajiːˌhasːtiːh(t)/,"to drowse, to doze",,
ajihustit,/ˈajiːˌhusːtiːh(t)/,"to slumber, Synonym: ajihuvvat",,
ajihuvvat,/ˈajiːˌhuvvah(t)/,"to slumber, Synonym: ajihustit",,
akta,/ˈakːta/,Alternative form of okta,,
ala,/ˈala/,"over, on, on top",,
ala,/ˈala/,"over, on, onto, on top of",,
albbas,/ˈalːppas/,lynx,,
albma,/ˈalːpma/,"real, actual, true, authentic, genuine",,
albmadit,/ˈalːpmatih(t)/,"to inform on, to report (something that was hidden,",,
albmaduvvat,/ˈalːpmaˌtuvvah(t)/,"to appear, to emerge, to become visible",,
albmanit,/ˈalːpmanih(t)/,"to appear, to become apparent",,
albmi,/ˈalːpmiː/,"sky, heaven",,
albmudit,/ˈalːpmuːtih(t)/,"to come out of hiding, to come into the open",,
alde,/ˈalːte/,"on, on top, off, from the top",,
alde,/ˈalːte/,"on, on top of, off, from the top of",,
aldi,/ˈalːtiː/,Alternative form of alde,,
aldi,/ˈalːtiː/,Alternative form of alde,,
aldna,/ˈalːtna/,Alternative form of algŋa,,
algŋa,/ˈalːtɲa/,gum (flesh around the teeth),,
alimahtes,/ˈaliːˌmahtes/,"akimbo, Synonym: alimas",,
alimas,/ˈaliːmas/,"akimbo, Synonym: alimahtẹs",,
alit,/ˈaliːh(t)/,blue,,
alit,/ˈaliːh(t)/,comparative degree of allat,,
alit,/ˈaliːh(t)/,comparative degree of allat,,
alladávttat,/ˈallaˌtaːvttah(t)/,"gangly, Synonym: alladávttálaš",,
alladávttálaš,/ˈallaˌtaːvttaːlaʃ/,"gangly, Synonym: alladávttat",,
allat,/ˈallah(t)/,"high, tall, distinguished",,
allodat,/ˈallotah(t)/,height,,
almmaiduvvat,/ˈalmmajˌtuvvah(t)/,"to appear, to emerge, to become visible, Synonym: albmaduvvat",,
almmá,/ˈalmmaː/,"without, Synonym: haga",,
almmálaš,/ˈalmmaːlaʃ/,"heavenly, celestial",,
almmáskit,/ˈalmmaːskih(t)/,to start to snow heavily,,
almmolaš,/ˈalmmolaʃ/,"public, out in the open, general",,
almmostahttit,/ˈalmmosˌtahːtiːh(t)/,Alternative form of almmustahttit,,
almmuheapmi,/ˈalmmuːˌhea̯pmiː/,"announcement, proclamation, advertisement",,
almmuhit,/ˈalmmuːhih(t)/,"to report, to announce, to make known",,
almmuhus,/ˈalmmuːhus/,"notification, notice, announcement",,
almmus,/ˈalmmuːs/,"open, public",,
almmus,/ˈalmmuːs/,"inflection of almmustit:, present connegative, second-person",,
almmus,/ˈalmmuːs/,"inflection of almmustit:, present connegative, second-person",,
almmustahttit,/ˈalmmuːsˌtahːtiːh(t)/,to reveal,,
almmustit,/ˈalmmuːstih(t)/,This term needs a translation to English. Please help,,
altteson,/ˈaltteson/,"if only, I wish",,
alva,/ˈalːva/,"energy, willpower",,
alvvaheapme,/ˈalvvaˌhe̯apme/,"having little energy, discouraged, meek, timid",,
alvvahuvvat,/ˈalvvaˌhuvvah(t)/,"to become lacking in energy, Antonym: alvvaiduvvat",,
alvvaiduvvat,/ˈalvvajˌtuvvah(t)/,"to become energetic, Antonym: alvvahuvvat",,
alvvalaš,/ˈalvvalaʃ/,"energetic, vigorous",,
amas,/ˈamas/,"unknown, unfamiliar, strange, odd, peculiar, foreign",,
amastit,/ˈamastih(t)/,to be shy of,,
amiidit,/ˈamijtih(t)/,to taste delicious,,
ammal,/ˈammal/,"indeed, certainly",,
anatomiija,/ˈanaˌtʰomijja/,anatomy,,
Anár,/ˈanaːr/,"Inari (a village in Finland), Inari (a municipality",,
anáraš,/ˈanaːraʃ/,"pimple, boil, abscess",,
anáraš,/ˈanaːraʃ/,Inari Sami person,,
anáraš,/ˈanaːraʃ/,Inari Sami person,,
anihahtti,/ˈaniːˌhahːtiː/,usable,,
anihit,/ˈaniːhih(t)/,This term needs a translation to English. Please help,,
argon,/ˈarːkon/,argon,,
arva,/ˈarːva/,"energy, willpower, Synonym: arvu",,
arvat,/ˈarːvah(t)/,"plenty, abundantly, amply, considerably",,
arvat,/ˈarːvah(t)/,"to dare, to have the courage",,
arvat,/ˈarːvah(t)/,"to dare, to have the courage",,
arvát,/ˈarːvaːh(t)/,to start to rain,,
arvi,/ˈarːviː/,rain,,
arvit,/ˈarːviːh(t)/,to rain,,
arvu,/ˈarːvuː/,"energy, willpower, Synonym: arva",,
arvvosmahttit,/ˈarvvosˌmahːtiːh(t)/,"to enliven, to cheer up, to encourage",,
arvvosmit,/ˈarvvosmih(t)/,"to become more lively, to perk up, to be encouraged,",,
aseheapme,/ˈaseˌhe̯apme/,thin (of a flat object),,
aski,/ˈasːkiː/,lap (upper legs),,
assi,/ˈassiː/,"scalp, surface of Earth, any surface generally",,
astat,/ˈasːtah(t)/,"to be on time, to have time",,
astu,/ˈasːtuː/,free time,,
astu,/ˈasːtuː/,first-person dual imperative of astat,,
astu,/ˈasːtuː/,first-person dual imperative of astat,,
atnin,/ˈatniːn/,use,,
atnit,/ˈatniːh(t)/,to use,,
atnu,/ˈatnuː/,use,,
attestit,/ˈattestih(t)/,to give a little,,
avvit,/ˈavviːh(t)/,of a boat: to leak,,
ábbut,/ˈaːbːbuːh(t)/,to boil over,,
áddehahtti,/ˈaːdːdeˌhahːtiː/,"understandable (of spoken words), legible",,
áddet,/ˈaːdːdeh(t)/,to understand,,
áddjá,/ˈaːɟːɟaː/,grandfather,,
áddjut,/ˈaːɟːɟuːh(t)/,grandchild of a man,,
ádjánit,/ˈaːɟɟaːnih(t)/,"to be late, to last, to take (time)",,
ádji,/ˈaːɟɟiː/,"delay, break, gap, hiatus, sojourn, stay",,
ádjit,/ˈaːɟɟiːh(t)/,"to drive, to pursue, to hunt",,
áfáiduvvat,/ˈaːfaːjˌtuvvah(t)/,to tan,,
ágga,/ˈaːɡːɡa/,"complaint, objection, argument, pretext",,
áhci,/ˈaːht͡siː/,"crotch, space between the legs",,
áhčči,/ˈaːhːt͡ʃiː/,father,,
áhkalakkis,/ˈaˑhkaˌlakkiːs/,"Greenland shark, Somniosus microcephalus",,
áhkká,/ˈaːhːkaː/,wife,,
Áhkkil,/ˈaːhːkiːl/,"A village in Murmansk Oblast, Russia.",,
áhkku,/ˈaːhːkuː/,grandmother,,
áhkkut,/ˈaːhːkuːh(t)/,grandchild of a woman,,
áhpásmahttit,/ˈaːhpaːsˌmahːtiːh(t)/,"to make stronger, to liven up",,
áhpásmit,/ˈaːhpaːsmih(t)/,"to recover, to regain strength",,
áhpi,/ˈaːhpiː/,sea,,
áhppi,/ˈaːhːpiː/,"physical strength, power",,
áhtat,/ˈaːhtah(t)/,to recover,,
áibat,/ˈaːjːpah(t)/,"to delay, to get off, to alight",,
áibbas,/ˈaːjːppas/,"totally, completely, entirely",,
áibbašit,/ˈaːjːppaʃih(t)/,"to long, yearn, miss",,
áibmat,/ˈaːjːpmah(t)/,This term needs a translation to English. Please help,,
áibmi,/ˈaːjːpmiː/,needle,,
áibmu,/ˈaːjːpmuː/,air,,
áicat,/ˈaːjːt͡sah(t)/,"to watch, to observe, to discover",,
áices,/ˈaːjːt͡ses/,quick to notice things,,
